month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
1,1,1,0,19.519758,,23.144283,0.33956122,0.0,0.0,5.3463397,0.0,1.0,18.944445,18.944445,2
1,2,1,0,19.497763,,23.169277,0.36754465,0.0,0.0,5.1016665,0.0,1.0,18.944445,18.944445,2
1,3,1,0,19.405125,,23.272234,0.33654717,0.0,0.0,5.403233,0.0,1.0,18.944445,18.944445,2
1,4,1,0,19.361492,,23.276512,0.34096068,0.0,0.0,5.63905,0.0,1.0,18.944445,18.944445,2
1,5,1,0,19.428726,,23.12563,0.36193916,0.0,0.0,5.958245,0.0,1.0,19.055555,19.055555,2
1,6,1,0,19.620575,,22.814983,0.4032121,0.0,0.0,6.402197,0.0,1.0,19.277779,19.277779,2
1,7,1,0,19.931255,,22.338722,0.4708394,0.0,0.0,7.018658,0.0,1.0,19.61111,19.61111,2
1,8,1,0,20.03447,,22.13487,0.57768816,0.0,0.0,7.189052,0.0,1.0,19.722221,19.722221,2
1,9,1,0,20.064474,,22.048628,0.80422115,0.0,0.0,7.1629233,0.0,1.0,19.777779,19.777779,2
1,10,1,0,20.04067,,22.095682,1.0131952,0.0,0.0,7.013587,0.0,1.0,19.777779,19.777779,2
1,11,1,0,20.018251,,22.09881,1.0470405,0.0,0.0,6.843241,0.0,0.0,19.777779,19.777779,2
1,12,1,0,19.997574,,22.125193,1.0128847,0.0,0.0,6.630245,0.0,0.0,19.777779,19.777779,2
1,13,1,0,19.978895,,22.17154,1.0087816,0.0,0.0,6.271908,0.0,0.0,19.777779,19.777779,2
1,14,1,0,19.962639,,22.269772,1.4949807,0.0,0.0,5.5955024,0.0,1.0,19.777779,19.777779,2
1,15,1,0,19.948427,,22.36773,1.4173862,0.0,0.0,5.262534,0.0,1.0,19.777779,19.777779,2
1,16,1,0,19.989841,,22.417965,1.4326919,0.0,0.0,5.2015734,0.0,1.0,19.833334,19.833334,2
1,17,1,0,20.089848,,22.660015,3.6447754,0.0,0.0,4.9271307,0.0,1.0,19.944445,19.944445,2
1,18,1,0,20.192038,,22.534897,1.7212697,3.889124,0.0,5.3071613,0.0,1.0,20.055555,20.055555,2
1,19,1,0,20.291752,,22.369839,0.41486293,0.9722876,0.0,6.2559285,0.0,0.0,20.166666,20.166666,2
1,20,1,0,20.291231,,22.359983,0.38549432,0.97227275,0.0,6.4709306,0.0,0.0,20.166666,20.166666,2
1,21,1,0,20.117065,,22.602615,0.3628695,0.48613584,0.0,6.8705306,0.0,0.0,20.0,20.0,2
1,22,1,0,19.783802,,23.066147,0.38544524,0.0,0.0,5.942286,0.0,0.0,19.666666,19.666666,2
1,23,1,0,19.361603,,23.64969,1.0472025,0.0,0.0,5.180288,0.0,1.0,19.277779,19.277779,2
1,24,1,0,19.124434,,23.970022,0.6912403,0.0,0.0,5.360909,0.0,1.0,19.055555,19.055555,2
1,1,2,0,19.00625,,24.090609,0.33956122,0.0,0.0,6.422317,0.0,1.0,18.944445,18.944445,2
1,2,2,0,18.987448,,24.048092,0.36754465,0.0,0.0,6.141345,0.0,1.0,18.944445,18.944445,2
1,3,2,0,18.981344,,23.997898,0.33654717,0.0,0.0,6.313685,0.0,1.0,18.944445,18.944445,2
1,4,2,0,18.982405,,23.94425,0.34096068,0.0,0.0,6.3803234,0.0,1.0,18.944445,18.944445,2
1,5,2,0,19.092625,,23.715384,0.36193916,0.0,0.0,6.673798,0.0,1.0,19.055555,19.055555,2
1,6,2,0,19.307882,,23.363104,0.4032121,0.0,0.0,7.153264,0.0,1.0,19.277779,19.277779,2
1,7,2,0,19.65488,,22.748201,0.4708394,0.0,0.0,7.833211,0.0,1.0,19.61111,19.61111,2
1,8,2,0,19.776007,,22.59048,0.57768816,2.8493292,0.0,6.180825,0.0,1.0,19.722221,19.722221,2
1,9,2,0,19.834332,,22.499481,1.4909595,0.39903,0.0,7.2714925,0.0,1.0,19.777779,19.777779,2
1,10,2,0,19.830261,,22.462944,1.0131952,0.0,0.0,7.3042607,0.0,0.0,19.777779,19.777779,2
1,11,2,0,19.827093,,22.46362,1.0470405,0.0,0.0,6.759739,0.0,0.0,19.777779,19.777779,2
1,12,2,0,19.822943,,22.500896,1.0128847,1.4613822,0.0,6.13857,0.0,0.0,19.777779,19.777779,2
1,13,2,0,19.819578,,22.528847,1.0087816,0.0,0.0,5.726153,0.0,0.0,19.777779,19.777779,2
1,14,2,0,19.816465,,22.555304,0.8376614,0.0,0.0,5.3799586,0.0,0.0,19.777779,19.777779,2
1,15,2,0,19.813757,,22.608229,1.4173862,0.0,0.0,4.83825,0.0,1.0,19.777779,19.777779,2
