Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,1,8.0,0.0,19.95,0.0,61.9,1.77,0,0.0,0.0,0.0
1,2,8.0,0.0,19.79,0.0,62.21,1.77,0,0.0,0.0,0.0
1,3,8.0,0.0,19.7,0.0,62.33,1.77,0,0.0,0.0,0.0
1,4,8.0,0.0,19.55,0.0,62.5,1.77,0,0.0,0.0,0.0
1,5,8.0,0.0,19.47,0.0,62.39,1.77,0,0.0,0.0,0.0
1,6,8.0,0.0,19.42,0.0,62.28,1.77,0,0.0,0.0,0.0
1,7,8.0,0.0,19.36,0.0,62.25,1.77,0,0.0,0.0,0.0
1,8,8.0,0.0,19.89,0.0,60.15,1.77,0,0.43,0.0,0.0
1,9,8.0,0.0,20.31,0.0,58.38,1.77,0,0.0,0.0,0.0
1,10,8.0,0.0,21.0,0.0,54.11,3.58,0,0.0,0.0,0.0
1,11,8.0,0.0,21.0,0.0,53.59,7.16,0,0.0,0.0,0.0
1,12,8.0,0.0,21.08,0.0,54.55,7.16,0,0.0,0.0,0.0
1,13,8.0,0.0,21.56,0.0,55.33,9.55,0,1.67,0.0,0.0
1,14,8.0,0.0,21.9,0.0,56.8,9.55,0,1.54,0.0,0.0
1,15,8.0,0.0,21.55,0.0,58.77,9.55,0,4.0,0.0,0.0
1,16,8.0,0.0,21.1,0.0,60.64,9.55,0,0.0,0.0,0.0
1,17,8.0,0.0,21.07,0.0,60.46,9.55,0,0.0,0.0,0.0
1,18,8.0,0.0,21.02,0.0,59.04,7.16,0,0.0,0.0,0.0
1,19,8.0,0.0,21.03,0.0,58.22,4.77,0,0.0,0.0,0.0
1,20,8.0,0.0,20.7,0.0,59.12,1.77,0,0.0,0.0,0.0
1,21,8.0,0.0,20.38,0.0,60.16,1.77,0,0.0,0.0,0.0
1,22,8.0,0.0,20.23,0.0,60.68,1.77,0,0.0,0.0,0.0
1,23,8.0,0.0,20.15,0.0,61.0,1.77,0,0.0,0.0,0.0
1,24,8.0,0.0,20.06,0.0,61.29,1.77,0,0.0,0.0,0.0
1,1,5.0,0.0,20.05,0.0,61.31,2.36,0,0.0,0.0,0.0
1,2,5.0,0.0,20.05,0.0,61.29,2.36,0,0.0,0.0,0.0
1,3,5.0,0.0,19.99,0.0,61.51,2.36,0,0.0,0.0,0.0
1,4,5.0,0.0,19.94,0.0,61.74,2.36,0,0.0,0.0,0.0
1,5,5.0,0.0,19.9,0.0,61.89,2.36,0,0.0,0.0,0.0
1,6,5.0,0.0,20.28,0.0,60.46,2.36,0,0.46,0.0,0.0
1,7,5.0,0.0,20.48,0.0,59.65,2.36,0,0.87,0.0,0.0
1,8,5.0,0.0,21.09,0.0,58.17,4.77,0,0.98,0.0,0.0
1,9,5.0,0.0,21.1,0.0,59.33,7.16,0,0.0,0.0,0.0
1,10,5.0,0.0,21.15,0.0,60.29,10.74,0,2.09,0.0,0.0
1,11,5.0,0.0,21.12,0.0,59.99,10.74,0,0.87,0.0,0.0
1,12,5.0,0.0,21.44,0.0,57.61,10.74,0,4.37,0.0,0.0
1,13,5.0,0.0,21.8,0.0,54.06,10.74,0,0.43,0.0,0.0
1,14,5.0,0.0,21.95,0.0,49.78,10.74,0,0.42,0.0,0.0
1,15,5.0,0.0,22.02,0.0,45.93,10.74,0,0.4,0.0,0.0
1,16,5.0,0.0,22.11,0.0,42.92,10.74,0,0.38,0.0,0.0
1,17,5.0,0.0,22.09,0.0,40.55,10.74,0,3.56,0.0,0.0
1,18,5.0,0.0,21.63,0.0,38.98,10.74,0,3.59,0.0,0.0
1,19,5.0,0.0,21.22,0.0,37.03,10.74,0,0.0,0.0,0.0
1,20,5.0,0.0,20.98,0.0,33.24,8.35,0,0.0,0.0,0.0
1,21,5.0,0.0,21.06,0.0,31.09,8.35,0,0.0,0.0,0.0
1,22,5.0,0.0,20.65,0.0,30.94,2.36,0,0.0,0.0,0.0
1,23,5.0,0.0,20.09,0.0,31.15,2.36,0,0.0,0.0,0.0
1,24,5.0,0.0,19.67,0.0,30.87,2.36,0,0.0,0.0,0.0
1,1,6.0,0.0,19.44,0.0,30.37,2.36,0,0.0,0.0,0.0
1,2,6.0,0.0,19.14,0.0,30.07,2.36,0,0.0,0.0,0.0
1,3,6.0,0.0,18.88,0.0,29.7,2.36,0,0.0,0.0,0.0
1,4,6.0,0.0,18.66,0.0,29.43,2.36,0,0.0,0.0,0.0
1,5,6.0,0.0,18.39,0.0,29.28,2.36,0,0.0,0.0,0.0
1,6,6.0,0.0,19.19,0.0,27.62,2.36,0,0.28,0.0,0.0
1,7,6.0,0.0,20.26,0.0,25.44,2.36,0,0.6,0.0,0.0
1,8,6.0,0.0,21.04,0.0,22.93,4.77,0,0.27,0.0,0.0
1,9,6.0,0.0,21.0,0.0,22.07,7.16,0,0.0,0.0,0.0
1,10,6.0,0.0,20.97,0.0,22.4,10.74,0,0.0,0.0,0.0
1,11,6.0,0.0,21.0,0.0,23.05,10.74,0,0.0,0.0,0.0
1,12,6.0,0.0,20.96,0.0,22.36,10.74,0,0.0,0.0,0.0
