Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,21.03315658011178,,4.784189131077614,0.7198470054960633,0.0,0.0887541903167293,13.598394287697843,0.0
1,2,1,0,21.251988192408536,,4.686036920961369,0.7133870027553747,0.0,0.0,14.206446820453651,0.0
1,3,1,0,21.325033472037084,,4.64970840566295,0.7106715679827128,0.0,0.0,11.615069400741945,0.0
1,4,1,0,21.274967765562263,,4.6323790316161,0.7067079438873753,0.0,0.0,10.829609706699957,0.0
1,5,1,0,21.2454012258372,,4.620949683434933,0.7002479411466868,0.0,0.0,11.360624533746368,0.0
1,6,1,0,21.217590934898872,,4.591151349133368,1.0702678928247895,0.0,0.0,10.183902027099274,0.0
1,7,1,0,21.196481866048742,,4.562061541232956,1.4932129019573688,0.0,0.0,10.093304760634792,0.0
1,8,1,0,21.17965017969381,,4.510359549002375,0.7285843307547928,0.0,0.0,10.34942342688529,0.0
1,9,1,0,21.165563694437807,,4.443231516254217,0.7150733043326712,0.0,0.0,9.91098733511344,21.5478
1,10,1,0,21.154236483520283,,4.42374609824677,0.7013432217832393,0.0,0.0,8.701763204634599,135.22400000000002
1,11,1,0,21.19913207699472,,4.392272445711649,0.6998759763332532,0.0,0.0,7.81712934958812,266.909
1,12,1,0,23.139436822853103,,3.8710492315768943,0.7011241656559288,0.0,0.0,11.15303639390838,329.86
1,13,1,0,23.161707441134627,,3.847486545054028,0.7053068458785766,0.0,0.0,10.771920311769977,354.923
1,14,1,0,23.16017794928536,,3.835145270917232,0.7102996031692792,0.0,0.0,9.364004332315114,291.59000000000003
1,15,1,0,23.12325179590404,,3.846169887089631,1.7983389517441577,0.0,0.0,8.259338499254405,191.279
1,16,1,0,23.10997019411541,,3.841084825719984,1.9486056429365315,0.0,0.0,8.779530461637114,87.28410000000001
1,17,1,0,23.09297981344454,,3.8386385784212456,2.2884098167728104,0.0,0.0,7.906991166548757,1.1633399999999998
1,18,1,0,23.081475740289005,,3.9607651200259335,3.909518745928896,3.034840747609073,0.0,7.596158485571137,0.0
1,19,1,0,23.07108871822957,,4.082933516190597,3.0172460640573124,1.0098850470136052,0.0,8.070800699717816,0.0
