Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,20.285550553624347,,3.8234744268067056,0.3523504895757558,0.0,0.0,18.22466722387442,0.0
1,2,1,0,19.10523157757978,,4.132302469842303,0.2899425047089843,0.0,0.0,17.068598607753586,0.0
1,3,1,0,19.072288919804336,,4.122925620774232,0.2889483543907479,0.0,0.0,18.380457888455087,0.0
1,4,1,0,19.03263357030564,,4.104904884691697,0.287711011453486,0.0,0.0,19.388671589352644,0.0
1,5,1,0,19.0159869479514,,4.098224767044284,0.2859872832781728,0.0,0.0,19.71290650075944,0.0
1,6,1,0,19.00004560429141,,4.089757268187378,0.3167202019818264,0.0,0.0,20.22130096419075,0.0
1,7,1,0,19.562371170984395,,3.9019773259421537,0.4021163775154872,0.0,0.0,22.23538918134094,0.0
1,8,1,0,18.07327408241428,,4.250643451014835,0.4447404417503691,0.0,0.0,18.936110929862824,0.0
1,9,1,0,17.127530755410906,,4.460074394722636,0.4508552558889514,0.0,0.0,16.159398069284272,21.5478
1,10,1,0,20.11294027760477,,3.691335972160709,0.4495272158773275,0.4919593247673639,0.0,17.990244029984545,135.22400000000002
1,11,1,0,20.10136200942596,,3.683250487016391,0.4464567531612387,0.0,0.0,14.549182060012622,266.909
1,12,1,0,20.116175567641896,,3.7056167304264607,0.6077620145031193,0.0,0.0,11.415919889474232,329.86
1,13,1,0,20.08747610295452,,3.810184429192211,0.6133623203925068,0.941622685153544,0.0,10.1824242511297,354.923
1,14,1,0,18.830389693278924,,4.346511791110224,0.5790554453806456,0.0,0.0,8.187981572507107,291.59000000000003
1,15,1,0,16.296465049410156,,5.132996205073353,0.610544326119219,0.4918062152358365,0.0,5.690482376542464,191.279
1,16,1,0,19.96316540571355,,4.097044304298628,0.6508874593436417,0.0,0.0,13.31003201714151,87.28410000000001
1,17,1,0,20.0102763198435,,4.097512714462397,0.7565765186205341,0.4922487720244777,0.0,14.490037455390988,1.1633399999999998
1,18,1,0,20.081754700562072,,4.088846315289926,0.8477497393046912,0.0,0.0,15.732670377432038,0.0
1,19,1,0,20.051994191253595,,4.071458946549987,0.6101646045135928,0.0,0.0,16.80092392646222,0.0
1,20,1,0,20.50735756859937,,3.9331187648359713,0.5857741938888887,0.0,0.0,18.57367154338043,0.0
1,21,1,0,19.4123585963748,,4.169926855155471,0.5368439321804551,0.0,0.0,17.060959819215572,0.0
1,22,1,0,21.389752637164165,,3.665240146823062,0.493335504839362,0.4928648798601642,0.0,21.179374382888,0.0
1,23,1,0,21.671741458597182,,3.569934375602192,0.4534410966332867,0.0,0.0,22.474126677768314,0.0
1,24,1,0,20.85400141117748,,3.690433138937351,0.2950923093927901,0.0,0.0,19.98537155311153,0.0
1,1,2,0,20.01889857188325,,3.871943453884099,0.3523504895757558,0.9853261662850764,0.0,18.22939265456386,0.0
1,2,2,0,20.02188927050074,,3.932421021122632,0.3324758165833532,0.95347451100011,0.0,18.92171256092201,0.0
1,3,2,0,19.992713568178647,,3.909257679867779,0.3225518160256563,0.0,0.0,20.47688639962385,0.0
1,4,2,0,19.994358660716408,,3.8577413253932975,0.287711011453486,0.0,0.0,20.58007218597963,0.0
1,5,2,0,19.999425483008707,,3.833255597313215,0.2859872832781728,0.0,0.0,21.625618875511552,0.0
1,6,2,0,20.00091124884013,,3.758085125500836,0.3167202019818264,0.0,0.0,21.02182895775469,0.0
