neighborhood,bldg_id,roof_area
vt_chittenden,247942,226.01841387894368
vt_chittenden,387179,126.71988278139312
vt_chittenden,190133,172.83761061331
vt_chittenden,460425,172.83761061331
vt_chittenden,281899,142.9234087763909
vt_chittenden,75252,402.69916056799383
vt_chittenden,421295,96.8115417386908
vt_chittenden,425540,226.01841387894368
vt_chittenden,496417,114.27613842004962
vt_chittenden,257835,113.00920693947194
vt_chittenden,472179,142.9234087763909
vt_chittenden,65327,285.8468129046808
vt_chittenden,546814,91.92384939469892
vt_chittenden,531875,172.83761061331
vt_chittenden,216895,126.71988278139312
vt_chittenden,448184,58.512732759714304
vt_chittenden,430942,126.71988278139312
vt_chittenden,223581,235.36660195297992
vt_chittenden,162203,201.34958423912275
vt_chittenden,116582,201.34958423912275
vt_chittenden,426376,175.53819827914327
vt_chittenden,199613,171.43538240220386
vt_chittenden,400979,201.34957947707022
vt_chittenden,529642,113.00920693947194
vt_chittenden,276082,114.29025493480256
vt_chittenden,525859,126.71988278139312
vt_chittenden,261503,42.23996092713105
vt_chittenden,70228,32.874461393697494
vt_chittenden,132848,63.35994139069634
vt_chittenden,538628,205.45240500449012
vt_chittenden,203630,75.33947129298095
vt_chittenden,76701,126.71988278139312
vt_chittenden,495569,63.35994139069634
vt_chittenden,391597,113.00920693947204
vt_chittenden,363259,168.215450954481
vt_chittenden,100753,455.46449671836865
vt_chittenden,179247,175.53819827914327
vt_chittenden,134804,142.92340877639114
vt_chittenden,470533,285.8468129046808
vt_chittenden,13371,87.76909913957142
vt_chittenden,5634,175.53819827914327
vt_chittenden,360816,147.59750167266193
vt_chittenden,79194,102.72620005803094
vt_chittenden,448694,154.17585738402767
vt_chittenden,413928,285.8468129046808
vt_chittenden,405435,142.9234087763909
vt_chittenden,5964,45.96192469734949
vt_chittenden,468627,45.96192469734949
vt_chittenden,481052,285.8468129046808
vt_chittenden,209294,96.8115417386908
vt_chittenden,283620,156.63408802027698
vt_chittenden,83563,113.00920693947194
vt_chittenden,112208,201.34958423912275
vt_chittenden,500389,42.23996092713105
vt_chittenden,276908,93.58180221391984
vt_chittenden,228860,95.28227251759415
vt_chittenden,473752,63.35994139069634
vt_chittenden,488052,114.2761384200496
vt_chittenden,156122,235.36660195297992
vt_chittenden,485614,91.92384939469892
vt_chittenden,343568,63.35994139069634
vt_chittenden,275580,62.18276215174373
vt_chittenden,20199,402.69916056799383
vt_chittenden,508889,201.34958423912275
vt_chittenden,137130,154.17585738402767
vt_chittenden,46988,45.96192469734949
vt_chittenden,490742,63.35994139069634
vt_chittenden,498044,92.20083274504091
vt_chittenden,176553,11.35631736401554
vt_chittenden,356808,117.6833009764911
vt_chittenden,106856,78.4555339843273
vt_chittenden,262830,45.96192469734949
vt_chittenden,485599,63.35994139069634
vt_chittenden,319918,126.71988278139312
vt_chittenden,343380,154.17585738402767
vt_chittenden,532642,285.8468129046808
vt_chittenden,86500,180.05259388827236
vt_chittenden,441635,113.00920693947194
vt_chittenden,355180,366.3451076437922
vt_chittenden,460412,171.43538240220386
vt_chittenden,541390,117.6833009764911
vt_chittenden,155884,172.83761061331
vt_chittenden,44483,131.81087084281273
vt_chittenden,77920,63.35994139069634
vt_chittenden,127142,323.5857990368585
vt_chittenden,420237,168.215450954481
vt_chittenden,376570,226.01841387894368
vt_chittenden,519449,131.81087084281273
vt_chittenden,409896,168.215450954481
vt_chittenden,23587,402.69916056799383
vt_chittenden,488142,42.23996092713105
vt_chittenden,143563,30.64128313156634
vt_chittenden,4421,168.21545095448104
vt_chittenden,91720,131.81087084281273
vt_chittenden,184767,172.83761061331
vt_chittenden,288697,455.46449671836865
vt_chittenden,322654,117.6833009764911
vt_chittenden,344102,154.17585738402767
vt_chittenden,313715,63.35994139069634
vt_chittenden,408344,285.8468129046808
