Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,1,8,0,23.77,0.0,42.87,9.89,0.0,0.0,0.0,0.0
1,2,8,0,23.59,0.0,43.49,9.08,0.0,0.0,0.0,0.0
1,3,8,0,23.5,0.0,43.82,8.22,0.0,0.0,0.0,0.0
1,4,8,0,23.41,0.0,44.15,8.57,0.0,0.0,0.0,0.0
1,5,8,0,23.34,0.0,44.49,8.93,0.0,0.0,0.0,0.0
1,6,8,0,23.27,0.0,44.78,9.2,0.0,0.0,0.0,0.0
1,7,8,0,23.28,0.0,45.0,10.35,0.36,0.0,0.0,0.0
1,8,8,0,23.32,0.0,45.22,9.62,0.33,0.0,0.0,19.8897
1,9,8,0,23.65,0.0,44.55,12.03,0.4,0.0,0.0,253.431
1,10,8,0,24.13,0.0,43.64,11.13,0.37,0.0,0.0,391.36
1,11,8,0,23.85,0.0,43.93,10.63,0.38,38.44,0.0,516.506
1,12,8,0,23.48,0.0,43.94,10.49,0.55,67.72,0.0,525.3290000000001
1,13,8,0,23.56,0.06,43.09,10.21,0.58,53.95,0.0,587.309
1,14,8,0,23.58,0.07,42.63,9.59,0.86,63.05,0.0,614.509
1,15,8,0,23.59,0.04,42.26,11.3,0.61,69.78,0.0,458.635
1,16,8,0,23.78,0.05,41.57,10.48,0.44,53.72,0.0,351.1
1,17,8,0,23.89,0.0,41.16,11.51,0.41,44.32,0.0,151.153
1,18,8,0,24.09,0.0,40.72,10.76,0.44,15.04,0.0,0.0
1,19,8,0,24.3,0.0,40.57,9.64,0.0,0.0,0.0,0.0
1,20,8,0,24.25,0.0,41.03,9.27,0.0,0.0,0.0,0.0
1,21,8,0,24.16,0.0,41.49,9.59,0.0,0.0,0.0,0.0
1,22,8,0,24.08,0.0,41.87,10.11,0.0,0.0,0.0,0.0
1,23,8,0,24.0,0.0,42.15,9.66,0.0,0.0,0.0,0.0
1,24,8,0,23.92,0.0,42.38,9.14,0.0,0.0,0.0,0.0
1,1,2,0,23.88,0.0,42.53,12.47,0.0,0.0,0.0,0.0
1,2,2,0,23.79,0.0,42.91,13.43,0.0,0.0,0.0,0.0
1,3,2,0,23.65,0.0,43.46,12.96,0.0,0.0,0.0,0.0
1,4,2,0,23.51,0.0,44.01,13.09,0.0,0.0,0.0,0.0
1,5,2,0,23.39,0.0,44.48,13.65,0.0,0.0,0.0,0.0
1,6,2,0,23.27,0.0,44.85,13.49,0.0,0.0,0.0,0.0
1,7,2,0,22.17,0.0,47.99,15.29,0.68,2.1,0.0,0.0
1,8,2,0,21.98,0.0,48.92,24.86,1.93,0.34,0.0,8.58858
1,9,2,0,22.6,0.0,47.97,58.04,3.48,9.83,0.0,137.251
1,10,2,0,22.91,0.0,48.1,50.37,3.38,17.22,0.0,153.369
1,11,2,0,23.06,0.0,48.35,43.27,3.15,22.35,0.0,183.96
1,12,2,0,23.28,0.0,47.64,43.75,3.79,29.34,0.0,397.082
1,13,2,0,23.19,0.0,45.91,51.43,5.53,32.81,0.0,248.472
1,14,2,0,23.34,0.0,44.18,49.22,4.84,32.48,0.0,233.457
1,15,2,0,23.45,0.0,42.57,43.37,3.23,29.61,0.0,233.211
1,16,2,0,23.49,0.0,40.49,39.99,2.78,26.9,0.0,203.956
1,17,2,0,23.52,0.0,39.09,48.58,4.08,23.67,0.0,167.73
1,18,2,0,23.0,0.0,38.68,37.24,2.58,16.92,0.0,0.0
1,19,2,0,22.36,0.0,37.77,19.76,2.04,9.37,0.0,0.0
1,20,2,0,22.04,0.0,36.91,16.37,1.3,2.7,0.0,0.0
1,21,2,0,21.85,0.0,37.24,14.42,1.33,0.0,0.0,0.0
1,22,2,0,21.7,0.0,37.83,15.7,0.75,0.0,0.0,0.0
1,23,2,0,22.33,0.0,36.43,15.49,0.5,0.0,0.0,0.0
1,24,2,0,22.54,0.0,36.21,13.64,0.45,0.0,0.0,0.0
1,1,3,0,22.44,0.0,36.6,12.93,0.0,0.0,0.0,0.0
1,2,3,0,22.34,0.0,36.81,13.89,0.0,0.0,0.0,0.0
1,3,3,0,22.24,0.0,37.02,13.98,0.0,0.0,0.0,0.0
1,4,3,0,22.15,0.0,37.21,13.26,0.0,0.0,0.0,0.0
1,5,3,0,22.08,0.0,37.37,12.54,0.0,0.0,0.0,0.0
1,6,3,0,22.0,0.0,37.53,12.93,0.0,0.0,0.0,0.0
1,7,3,0,21.21,0.0,38.76,16.97,0.75,0.0,0.0,0.0
1,8,3,0,21.28,0.0,37.62,31.76,2.15,0.0,0.0,19.5194
1,9,3,0,21.97,0.0,36.29,66.92,3.85,0.31,0.0,191.798
1,10,3,0,22.47,0.0,36.11,53.8,3.69,14.08,0.0,360.851
1,11,3,0,22.82,0.0,35.54,54.97,3.86,32.74,0.0,494.317
1,12,3,0,23.04,0.0,35.09,55.91,4.85,50.09,0.0,567.174
1,13,3,0,23.05,0.0,34.8,60.73,5.14,61.76,0.0,592.126
1,14,3,0,23.32,0.0,35.2,59.66,4.96,71.41,0.0,540.423
1,15,3,0,23.48,0.0,36.12,55.74,3.15,70.21,0.0,381.893
1,16,3,0,23.57,0.0,35.53,54.05,3.07,66.53,0.0,335.81699999999995
1,17,3,0,23.57,0.0,34.79,57.86,4.0,57.98,0.0,148.173
1,18,3,0,23.01,0.0,34.68,47.3,2.65,45.72,0.0,0.0
1,19,3,0,22.32,0.0,34.47,24.0,2.16,39.33,0.0,0.0
1,20,3,0,21.98,0.0,35.4,20.77,1.59,35.99,0.0,0.0
1,21,3,0,21.79,0.0,36.1,20.08,1.89,30.28,0.0,0.0
1,22,3,0,21.63,0.0,35.68,18.29,0.91,25.28,0.0,0.0
1,23,3,0,22.32,0.0,34.17,18.21,0.56,0.0,0.0,0.0
1,24,3,0,22.58,0.0,34.0,19.16,0.59,0.0,0.0,0.0
