electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_battery_capacity_khw,current_soc,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_5,90,20.32,8.0,80.0,,
1,Electric_Vehicle_5,90,67.96,7.0,80.0,,
1,Electric_Vehicle_5,90,67.96,6.0,80.0,,
1,Electric_Vehicle_5,90,26.03,5.0,80.0,,
1,Electric_Vehicle_5,90,20.18,4.0,80.0,,
1,Electric_Vehicle_5,90,65.67,3.0,80.0,,
1,Electric_Vehicle_5,90,58.82,2.0,80.0,,
1,Electric_Vehicle_5,90,37.29,1.0,80.0,,
1,Electric_Vehicle_5,90,69.8,0.0,80.0,,
3,,,,,,,
2,Electric_Vehicle_5,90,70.2,,,0.0,78.0
1,Electric_Vehicle_5,90,63.29,21.0,87.0,,
1,Electric_Vehicle_5,90,68.67,20.0,87.0,,
1,Electric_Vehicle_5,90,63.83,19.0,87.0,,
1,Electric_Vehicle_5,90,21.66,18.0,87.0,,
1,Electric_Vehicle_5,90,38.97,17.0,87.0,,
1,Electric_Vehicle_5,90,35.26,16.0,87.0,,
1,Electric_Vehicle_5,90,43.19,15.0,87.0,,
1,Electric_Vehicle_5,90,22.97,14.0,87.0,,
1,Electric_Vehicle_5,90,57.7,13.0,87.0,,
1,Electric_Vehicle_5,90,27.65,12.0,87.0,,
1,Electric_Vehicle_5,90,38.39,11.0,87.0,,
1,Electric_Vehicle_5,90,40.84,10.0,87.0,,
1,Electric_Vehicle_5,90,37.98,9.0,87.0,,
1,Electric_Vehicle_5,90,25.8,8.0,87.0,,
1,Electric_Vehicle_5,90,46.61,7.0,87.0,,
1,Electric_Vehicle_5,90,60.8,6.0,87.0,,
1,Electric_Vehicle_5,90,60.97,5.0,87.0,,
1,Electric_Vehicle_5,90,32.41,4.0,87.0,,
1,Electric_Vehicle_5,90,42.17,3.0,87.0,,
1,Electric_Vehicle_5,90,39.71,2.0,87.0,,
1,Electric_Vehicle_5,90,58.99,1.0,87.0,,
1,Electric_Vehicle_5,90,38.77,0.0,87.0,,
3,,,,,,,
2,Electric_Vehicle_5,90,76.5,,,0.0,85.0
1,Electric_Vehicle_5,90,44.87,19.0,87.0,,
1,Electric_Vehicle_5,90,25.31,18.0,87.0,,
1,Electric_Vehicle_5,90,29.47,17.0,87.0,,
1,Electric_Vehicle_5,90,52.96,16.0,87.0,,
1,Electric_Vehicle_5,90,39.43,15.0,87.0,,
1,Electric_Vehicle_5,90,56.9,14.0,87.0,,
1,Electric_Vehicle_5,90,53.46,13.0,87.0,,
1,Electric_Vehicle_5,90,62.32,12.0,87.0,,
1,Electric_Vehicle_5,90,54.9,11.0,87.0,,
1,Electric_Vehicle_5,90,44.71,10.0,87.0,,
1,Electric_Vehicle_5,90,42.59,9.0,87.0,,
1,Electric_Vehicle_5,90,54.23,8.0,87.0,,
1,Electric_Vehicle_5,90,46.94,7.0,87.0,,
1,Electric_Vehicle_5,90,35.02,6.0,87.0,,
1,Electric_Vehicle_5,90,40.46,5.0,87.0,,
1,Electric_Vehicle_5,90,42.19,4.0,87.0,,
1,Electric_Vehicle_5,90,36.36,3.0,87.0,,
1,Electric_Vehicle_5,90,46.4,2.0,87.0,,
1,Electric_Vehicle_5,90,22.04,1.0,87.0,,
1,Electric_Vehicle_5,90,55.0,0.0,87.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,60.64,,,3.0,9.0
2,Electric_Vehicle_5,90,53.17,,,2.0,9.0
2,Electric_Vehicle_5,90,48.96,,,1.0,9.0
2,Electric_Vehicle_5,90,8.1,,,0.0,9.0
1,Electric_Vehicle_5,90,31.53,8.0,79.0,,
1,Electric_Vehicle_5,90,22.04,7.0,79.0,,
1,Electric_Vehicle_5,90,54.1,6.0,79.0,,
1,Electric_Vehicle_5,90,31.53,5.0,79.0,,
1,Electric_Vehicle_5,90,43.15,4.0,79.0,,
1,Electric_Vehicle_5,90,36.83,3.0,79.0,,
1,Electric_Vehicle_5,90,63.62,2.0,79.0,,
1,Electric_Vehicle_5,90,24.41,1.0,79.0,,
1,Electric_Vehicle_5,90,65.69,0.0,79.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,63.08,,,1.0,44.0
2,Electric_Vehicle_5,90,39.6,,,0.0,44.0
1,Electric_Vehicle_5,90,28.41,11.0,84.0,,
1,Electric_Vehicle_5,90,25.11,10.0,84.0,,
1,Electric_Vehicle_5,90,52.32,9.0,84.0,,
1,Electric_Vehicle_5,90,41.27,8.0,84.0,,
1,Electric_Vehicle_5,90,67.38,7.0,84.0,,
1,Electric_Vehicle_5,90,64.25,6.0,84.0,,
1,Electric_Vehicle_5,90,62.93,5.0,84.0,,
1,Electric_Vehicle_5,90,50.0,4.0,84.0,,
1,Electric_Vehicle_5,90,26.77,3.0,84.0,,
1,Electric_Vehicle_5,90,37.47,2.0,84.0,,
1,Electric_Vehicle_5,90,48.55,1.0,84.0,,
1,Electric_Vehicle_5,90,30.74,0.0,84.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,44.1,,,0.0,49.0
1,Electric_Vehicle_5,90,34.08,12.0,84.0,,
1,Electric_Vehicle_5,90,60.1,11.0,84.0,,
1,Electric_Vehicle_5,90,31.89,10.0,84.0,,
1,Electric_Vehicle_5,90,35.54,9.0,84.0,,
1,Electric_Vehicle_5,90,27.86,8.0,84.0,,
1,Electric_Vehicle_5,90,69.01,7.0,84.0,,
1,Electric_Vehicle_5,90,69.5,6.0,84.0,,
1,Electric_Vehicle_5,90,31.67,5.0,84.0,,
1,Electric_Vehicle_5,90,59.83,4.0,84.0,,
1,Electric_Vehicle_5,90,50.51,3.0,84.0,,
1,Electric_Vehicle_5,90,43.18,2.0,84.0,,
1,Electric_Vehicle_5,90,55.64,1.0,84.0,,
1,Electric_Vehicle_5,90,65.36,0.0,84.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,42.48,,,1.0,49.0
2,Electric_Vehicle_5,90,44.1,,,0.0,49.0
1,Electric_Vehicle_5,90,23.41,13.0,84.0,,
1,Electric_Vehicle_5,90,32.25,12.0,84.0,,
1,Electric_Vehicle_5,90,18.84,11.0,84.0,,
1,Electric_Vehicle_5,90,34.85,10.0,84.0,,
1,Electric_Vehicle_5,90,30.11,9.0,84.0,,
1,Electric_Vehicle_5,90,24.6,8.0,84.0,,
1,Electric_Vehicle_5,90,52.58,7.0,84.0,,
1,Electric_Vehicle_5,90,71.46,6.0,84.0,,
1,Electric_Vehicle_5,90,27.4,5.0,84.0,,
1,Electric_Vehicle_5,90,37.79,4.0,84.0,,
1,Electric_Vehicle_5,90,55.08,3.0,84.0,,
1,Electric_Vehicle_5,90,55.61,2.0,84.0,,
1,Electric_Vehicle_5,90,46.23,1.0,84.0,,
1,Electric_Vehicle_5,90,36.6,0.0,84.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,44.1,,,1.0,49.0
1,Electric_Vehicle_5,90,46.72,,86.0,,
1,Electric_Vehicle_5,90,69.84,,86.0,,
1,Electric_Vehicle_5,90,20.83,,86.0,,
1,Electric_Vehicle_5,90,69.9,,86.0,,
1,Electric_Vehicle_5,90,56.44,,86.0,,
1,Electric_Vehicle_5,90,18.7,,86.0,,
1,Electric_Vehicle_5,90,41.77,,86.0,,
1,Electric_Vehicle_5,90,36.81,,86.0,,
1,Electric_Vehicle_5,90,35.89,,86.0,,
1,Electric_Vehicle_5,90,52.31,,86.0,,
1,Electric_Vehicle_5,90,48.02,,86.0,,
1,Electric_Vehicle_5,90,71.29,,86.0,,
1,Electric_Vehicle_5,90,61.02,,86.0,,
1,Electric_Vehicle_5,90,52.43,,86.0,,
1,Electric_Vehicle_5,90,71.46,,86.0,,
1,Electric_Vehicle_5,90,44.28,,86.0,,
1,Electric_Vehicle_5,90,31.08,,86.0,,
1,Electric_Vehicle_5,90,67.33,,86.0,,
1,Electric_Vehicle_5,90,39.44,,86.0,,
1,Electric_Vehicle_5,90,61.74,,86.0,,
1,Electric_Vehicle_5,90,35.55,,86.0,,
1,Electric_Vehicle_5,90,30.13,,86.0,,
1,Electric_Vehicle_5,90,68.76,,86.0,,
1,Electric_Vehicle_5,90,68.5,,86.0,,
1,Electric_Vehicle_5,90,52.88,,86.0,,
1,Electric_Vehicle_5,90,31.36,,86.0,,
1,Electric_Vehicle_5,90,34.06,,86.0,,
1,Electric_Vehicle_5,90,70.67,,86.0,,
1,Electric_Vehicle_5,90,18.69,,86.0,,
1,Electric_Vehicle_5,90,37.91,,86.0,,
1,Electric_Vehicle_5,90,40.3,,86.0,,
1,Electric_Vehicle_5,90,32.83,,86.0,,
1,Electric_Vehicle_5,90,25.96,,86.0,,
1,Electric_Vehicle_5,90,70.17,,86.0,,
1,Electric_Vehicle_5,90,55.04,,86.0,,
1,Electric_Vehicle_5,90,27.64,,86.0,,
1,Electric_Vehicle_5,90,41.26,,86.0,,
1,Electric_Vehicle_5,90,56.68,,86.0,,
1,Electric_Vehicle_5,90,48.2,,86.0,,
1,Electric_Vehicle_5,90,23.77,,86.0,,
1,Electric_Vehicle_5,90,33.85,,86.0,,
1,Electric_Vehicle_5,90,42.95,,86.0,,
1,Electric_Vehicle_5,90,43.0,,86.0,,
1,Electric_Vehicle_5,90,62.24,,86.0,,
1,Electric_Vehicle_5,90,48.08,,86.0,,
1,Electric_Vehicle_5,90,45.32,,86.0,,
1,Electric_Vehicle_5,90,46.12,,86.0,,
1,Electric_Vehicle_5,90,65.7,,86.0,,
1,Electric_Vehicle_5,90,64.03,,86.0,,
1,Electric_Vehicle_5,90,20.24,,86.0,,
1,Electric_Vehicle_5,90,49.76,,86.0,,
1,Electric_Vehicle_5,90,54.04,,86.0,,
1,Electric_Vehicle_5,90,37.61,,86.0,,
1,Electric_Vehicle_5,90,62.39,,86.0,,
1,Electric_Vehicle_5,90,33.13,6.0,86.0,,
1,Electric_Vehicle_5,90,24.82,5.0,86.0,,
1,Electric_Vehicle_5,90,43.18,4.0,86.0,,
1,Electric_Vehicle_5,90,55.11,3.0,86.0,,
1,Electric_Vehicle_5,90,21.74,2.0,86.0,,
1,Electric_Vehicle_5,90,59.37,1.0,86.0,,
1,Electric_Vehicle_5,90,68.26,0.0,86.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,31.49,,,1.0,51.0
2,Electric_Vehicle_5,90,45.9,,,0.0,51.0
1,Electric_Vehicle_5,90,71.95,13.0,89.0,,
1,Electric_Vehicle_5,90,54.13,12.0,89.0,,
1,Electric_Vehicle_5,90,48.37,11.0,89.0,,
1,Electric_Vehicle_5,90,24.0,10.0,89.0,,
1,Electric_Vehicle_5,90,54.9,9.0,89.0,,
1,Electric_Vehicle_5,90,26.93,8.0,89.0,,
1,Electric_Vehicle_5,90,59.82,7.0,89.0,,
1,Electric_Vehicle_5,90,64.97,6.0,89.0,,
1,Electric_Vehicle_5,90,70.9,5.0,89.0,,
1,Electric_Vehicle_5,90,24.32,4.0,89.0,,
1,Electric_Vehicle_5,90,34.91,3.0,89.0,,
1,Electric_Vehicle_5,90,61.5,2.0,89.0,,
1,Electric_Vehicle_5,90,53.91,1.0,89.0,,
1,Electric_Vehicle_5,90,41.72,0.0,89.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_5,90,19.5,,,1.0,54.0
2,Electric_Vehicle_5,90,48.6,,,0.0,54.0
1,Electric_Vehicle_5,90,62.74,13.0,87.0,,
1,Electric_Vehicle_5,90,30.42,12.0,87.0,,
1,Electric_Vehicle_5,90,38.07,11.0,87.0,,
1,Electric_Vehicle_5,90,53.79,10.0,87.0,,
1,Electric_Vehicle_5,90,39.45,9.0,87.0,,
1,Electric_Vehicle_5,90,24.56,8.0,87.0,,
1,Electric_Vehicle_5,90,55.06,7.0,87.0,,
1,Electric_Vehicle_5,90,33.39,6.0,87.0,,
1,Electric_Vehicle_5,90,29.99,5.0,87.0,,
1,Electric_Vehicle_5,90,36.56,4.0,87.0,,
1,Electric_Vehicle_5,90,33.43,3.0,87.0,,
1,Electric_Vehicle_5,90,54.81,2.0,87.0,,
1,Electric_Vehicle_5,90,63.32,1.0,87.0,,
1,Electric_Vehicle_5,90,23.82,0.0,87.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
