electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
0.16463999999999998,0.15015,0.13901,0.15394999999999998
0.15747999999999998,0.15015,0.14513,0.15643
0.15333000000000002,0.148,0.14065,0.15181
0.15015,0.15015,0.14478,0.145
0.14802,0.14513,0.14201,0.14478
0.14739,0.12498999999999999,0.14013,0.14965
0.15015,0.13901,0.14739,0.15333000000000002
0.15015,0.14513,0.148,0.15443
0.148,0.14065,0.15333000000000002,0.15262
0.15015,0.14478,0.15943000000000002,0.15181
0.14513,0.14201,0.16509000000000001,0.147
0.12498999999999999,0.14013,0.165,0.13
0.13901,0.14739,0.15394999999999998,0.129
0.14513,0.148,0.15643,0.13107
0.14065,0.15333000000000002,0.15181,0.14
0.14478,0.15943000000000002,0.145,0.14662999999999998
0.14201,0.16509000000000001,0.14478,0.14712999999999998
0.14013,0.165,0.14965,0.14739
0.14739,0.15394999999999998,0.15333000000000002,0.14965
0.148,0.15643,0.15443,0.15213
0.15333000000000002,0.15181,0.15262,0.16157
0.15943000000000002,0.145,0.15181,0.17
0.16509000000000001,0.14478,0.147,0.18
0.165,0.14965,0.13,0.175
0.15394999999999998,0.15333000000000002,0.129,0.16463
0.15643,0.15443,0.13107,0.16967
0.15181,0.15262,0.14,0.161
0.145,0.15181,0.14662999999999998,0.15315
0.14478,0.147,0.14712999999999998,0.147
0.14965,0.13,0.14739,0.14456
0.15333000000000002,0.129,0.14965,0.14901
0.15443,0.13107,0.15213,0.155
0.15262,0.14,0.16157,0.16206
0.15181,0.14662999999999998,0.17,0.16206
0.147,0.14712999999999998,0.18,0.15115
0.13,0.14739,0.175,0.132
0.129,0.14965,0.16463,0.12765
0.13107,0.15213,0.16967,0.13366
0.14,0.16157,0.161,0.12765
0.14662999999999998,0.17,0.15315,0.129
0.14712999999999998,0.18,0.147,0.126
0.14739,0.175,0.14456,0.126
0.14965,0.16463,0.14901,0.129
0.15213,0.16967,0.155,0.13104
0.16157,0.161,0.16206,0.15156
0.17,0.15315,0.16206,0.168
0.18,0.147,0.15115,0.176
0.175,0.14456,0.132,0.17223
0.16463,0.14901,0.12765,0.16394999999999998
0.16967,0.155,0.13366,0.17
0.161,0.16206,0.12765,0.16091999999999998
0.15315,0.16206,0.129,0.15230000000000002
0.147,0.15115,0.126,0.144
0.14456,0.132,0.126,0.14
0.14901,0.12765,0.129,0.14895
0.155,0.13366,0.13104,0.15
0.16206,0.12765,0.15156,0.16
0.16206,0.129,0.168,0.16
0.15115,0.126,0.176,0.15
0.132,0.126,0.17223,0.14709
0.12765,0.129,0.16394999999999998,0.14709
0.13366,0.13104,0.17,0.14709
0.12765,0.15156,0.16091999999999998,0.1455
0.129,0.168,0.15230000000000002,0.13601
0.126,0.176,0.144,0.13
0.126,0.17223,0.14,0.125
0.129,0.16394999999999998,0.14895,0.125
0.13104,0.17,0.15,0.12498999999999999
0.15156,0.16091999999999998,0.16,0.14
0.168,0.15230000000000002,0.16,0.15500999999999998
0.176,0.144,0.15,0.16501
0.17223,0.14,0.14709,0.16194999999999998
0.16394999999999998,0.14895,0.14709,0.1477
0.17,0.15,0.14709,0.15500999999999998
0.16091999999999998,0.16,0.1455,0.1281
0.15230000000000002,0.16,0.13601,0.12240000000000001
0.144,0.15,0.13,0.12029999999999999
0.14,0.14709,0.125,0.12029999999999999
0.14895,0.14709,0.125,0.12229999999999999
0.15,0.14709,0.12498999999999999,0.125
0.16,0.1455,0.14,0.13365000000000002
0.16,0.13601,0.15500999999999998,0.13190000000000002
0.15,0.13,0.16501,0.133
0.14709,0.125,0.16194999999999998,0.124
0.14709,0.125,0.1477,0.12240000000000001
0.14709,0.12498999999999999,0.15500999999999998,0.127
0.1455,0.14,0.1281,0.13501
0.13601,0.15500999999999998,0.12240000000000001,0.12843000000000002
0.13,0.16501,0.12029999999999999,0.1261
0.125,0.16194999999999998,0.12029999999999999,0.124
0.125,0.1477,0.12229999999999999,0.1261
0.12498999999999999,0.15500999999999998,0.125,0.14257
0.14,0.1281,0.13365000000000002,0.15
0.15500999999999998,0.12240000000000001,0.13190000000000002,0.16011
0.16501,0.12029999999999999,0.133,0.164
0.16194999999999998,0.12029999999999999,0.124,0.164
0.1477,0.12229999999999999,0.12240000000000001,0.16011
0.15500999999999998,0.125,0.127,0.16293000000000002
0.1281,0.13365000000000002,0.13501,0.16293000000000002
0.12240000000000001,0.13190000000000002,0.12843000000000002,0.155
0.12029999999999999,0.133,0.1261,0.155
0.12029999999999999,0.124,0.124,0.13801
0.12229999999999999,0.12240000000000001,0.1261,0.1401
0.125,0.127,0.14257,0.14809999999999998
0.13365000000000002,0.13501,0.15,0.155
0.13190000000000002,0.12843000000000002,0.16011,0.155
0.133,0.1261,0.164,0.129
0.124,0.124,0.164,0.12192
0.12240000000000001,0.1261,0.16011,0.12192
0.127,0.14257,0.16293000000000002,0.12192
0.13501,0.15,0.16293000000000002,0.12569
0.12843000000000002,0.16011,0.155,0.12192
0.1261,0.164,0.155,0.12192
0.124,0.164,0.13801,0.12192
0.1261,0.16011,0.1401,0.12192
0.14257,0.16293000000000002,0.14809999999999998,0.13355
0.15,0.16293000000000002,0.155,0.16
0.16011,0.155,0.155,0.1677
0.164,0.155,0.129,0.18
0.164,0.13801,0.12192,0.17486000000000002
0.16011,0.1401,0.12192,0.1677
0.16293000000000002,0.14809999999999998,0.12192,0.16394999999999998
0.16293000000000002,0.155,0.12569,0.163
0.155,0.155,0.12192,0.14601
0.155,0.129,0.12192,0.1351
0.13801,0.12192,0.12192,0.1417
0.1401,0.12192,0.12192,0.1519
0.14809999999999998,0.12192,0.13355,0.151
0.155,0.12569,0.16,0.1635
0.155,0.12192,0.1677,0.1635
0.129,0.12192,0.18,0.16615
0.12192,0.12192,0.17486000000000002,0.16763999999999998
0.12192,0.12192,0.1677,0.17
0.12192,0.13355,0.16394999999999998,0.115
0.12569,0.16,0.163,0.115
0.12192,0.1677,0.14601,0.11309999999999999
0.12192,0.18,0.1351,0.10958
0.12192,0.17486000000000002,0.1417,0.10359
0.12192,0.1677,0.1519,0.11045999999999999
0.13355,0.16394999999999998,0.151,0.11309999999999999
0.16,0.163,0.1635,0.12028
0.1677,0.14601,0.1635,0.16394999999999998
0.18,0.1351,0.16615,0.17081
0.17486000000000002,0.1417,0.16763999999999998,0.175
0.1677,0.1519,0.17,0.17
0.16394999999999998,0.151,0.115,0.16344
0.163,0.1635,0.115,0.1575
0.14601,0.1635,0.11309999999999999,0.142
0.1351,0.16615,0.10958,0.13
0.1417,0.16763999999999998,0.10359,0.13
0.1519,0.17,0.11045999999999999,0.14
0.151,0.115,0.11309999999999999,0.15264
0.1635,0.115,0.12028,0.15335
0.1635,0.11309999999999999,0.16394999999999998,0.16293000000000002
0.16615,0.10958,0.17081,0.15246
0.16763999999999998,0.10359,0.175,0.13783
0.17,0.11045999999999999,0.17,0.13505
0.115,0.11309999999999999,0.16344,0.14328
0.115,0.12028,0.1575,0.14395
0.11309999999999999,0.16394999999999998,0.142,0.1341
0.10958,0.17081,0.13,0.128
0.10359,0.175,0.13,0.126
0.11045999999999999,0.17,0.14,0.1291
0.11309999999999999,0.16344,0.15264,0.1391
0.12028,0.1575,0.15335,0.15315
0.16394999999999998,0.142,0.16293000000000002,0.1665
0.17081,0.13,0.15246,0.17036
0.175,0.13,0.13783,0.16801
0.17,0.14,0.13505,0.15264
0.16344,0.15264,0.14328,0.16247
0.1575,0.15335,0.14395,0.15550999999999998
0.142,0.16293000000000002,0.1341,0.13557
0.13,0.15246,0.128,0.13
0.13,0.13783,0.126,0.129
0.14,0.13505,0.1291,0.13101
0.15264,0.14328,0.1391,0.14359
0.15335,0.14395,0.15315,0.15274000000000001
0.16293000000000002,0.1341,0.1665,0.15284999999999999
0.15246,0.128,0.17036,0.14549
0.13783,0.126,0.16801,0.14
0.13505,0.1291,0.15264,0.13
0.14328,0.1391,0.16247,0.1391
0.14395,0.15315,0.15550999999999998,0.14488
0.1341,0.1665,0.13557,0.12525
0.128,0.17036,0.13,0.12417
0.126,0.16801,0.129,0.12525
0.1291,0.15264,0.13101,0.13474
0.1391,0.16247,0.14359,0.15246
0.15315,0.15550999999999998,0.15274000000000001,0.15246
0.1665,0.13557,0.15284999999999999,0.16424
0.17036,0.13,0.14549,0.17017
0.16801,0.129,0.14,0.16959
0.15264,0.13101,0.13,0.16232
0.16247,0.14359,0.1391,0.15580000000000002
0.15550999999999998,0.15274000000000001,0.14488,0.15011000000000002
0.13557,0.15284999999999999,0.12525,0.1425
0.13,0.14549,0.12417,0.1301
0.129,0.14,0.12525,0.1418
0.13101,0.13,0.13474,0.14452
0.14359,0.1391,0.15246,0.14253
0.15274000000000001,0.14488,0.15246,0.14984999999999998
0.15284999999999999,0.12525,0.16424,0.15246
0.14549,0.12417,0.17017,0.15315
0.14,0.12525,0.16959,0.14908000000000002
0.13,0.13474,0.16232,0.13399
0.1391,0.15246,0.15580000000000002,0.12409999999999999
0.14488,0.15246,0.15011000000000002,0.12409999999999999
0.12525,0.16424,0.1425,0.12409999999999999
0.12417,0.17017,0.1301,0.122
0.12525,0.16959,0.1418,0.12409999999999999
0.13474,0.16232,0.14452,0.13601
0.15246,0.15580000000000002,0.14253,0.14908000000000002
0.15246,0.15011000000000002,0.14984999999999998,0.15315
0.16424,0.1425,0.15246,0.1665
0.17017,0.1301,0.15315,0.17168
0.16959,0.1418,0.14908000000000002,0.17001
0.16232,0.14452,0.13399,0.16394999999999998
0.15580000000000002,0.14253,0.12409999999999999,0.16428
0.15011000000000002,0.14984999999999998,0.12409999999999999,0.15750999999999998
0.1425,0.15246,0.12409999999999999,0.14994
0.1301,0.15315,0.122,0.14
0.1418,0.14908000000000002,0.12409999999999999,0.14
0.14452,0.13399,0.13601,0.14401
0.14253,0.12409999999999999,0.14908000000000002,0.15044
0.14984999999999998,0.12409999999999999,0.15315,0.16061
0.15246,0.12409999999999999,0.1665,0.16061
0.15315,0.122,0.17168,0.15781
0.14908000000000002,0.12409999999999999,0.17001,0.14996
0.13399,0.13601,0.16394999999999998,0.14
0.12409999999999999,0.14908000000000002,0.16428,0.13965
0.12409999999999999,0.15315,0.15750999999999998,0.14499
