month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
1,1,1,0,21.289587,,20.509449,0.346042,0.0,0.0,9.605014,0.0,2.0,21.055555,21.055555,2
1,2,1,0,21.270105,,20.557203,0.28410718,0.0,0.0,9.986062,0.0,2.0,21.055555,21.055555,2
1,3,1,0,21.28289,,20.479717,0.283113,0.0,0.0,10.505534,0.0,2.0,21.11111,21.11111,2
1,4,1,0,21.263374,,20.39063,0.28203338,0.0,0.0,10.768688,0.0,2.0,21.11111,21.11111,2
1,5,1,0,21.24352,,20.298676,0.2807828,0.0,0.0,11.255393,0.0,2.0,21.11111,21.11111,2
1,6,1,0,21.339233,,20.10044,0.31104258,0.0,0.0,10.99779,0.0,2.0,21.222221,21.222221,2
1,7,1,0,21.550367,,19.816591,0.39533478,0.0,0.0,11.4275255,0.0,2.0,21.444445,21.444445,2
1,8,1,0,21.60757,,19.631462,0.43732798,0.0,0.0,11.665807,0.0,2.0,21.5,21.5,2
1,9,1,0,21.484627,,19.660498,0.44549304,0.0,0.0,10.979447,0.0,1.0,21.38889,21.38889,2
1,10,1,0,21.356466,,19.82696,0.44589984,0.49182165,0.0,10.265016,0.0,1.0,21.277779,21.277779,2
1,11,1,0,21.400396,,19.778986,0.44267166,0.0,0.0,9.519997,0.0,1.0,21.333334,21.333334,2
1,12,1,0,21.390863,,19.863173,0.6038192,0.0,0.0,9.405283,0.0,2.0,21.333334,21.333334,2
1,13,1,0,21.386045,,20.0426,0.60957724,0.941611,0.0,8.103052,0.0,2.0,21.333334,21.333334,2
1,14,1,0,21.379923,,20.349644,0.5746395,0.0,0.0,7.659428,0.0,1.0,21.333334,21.333334,2
1,15,1,0,21.375624,,20.69384,0.60565525,0.49180397,0.0,7.8200035,0.0,2.0,21.333334,21.333334,2
1,16,1,0,21.371393,,20.76413,0.6458407,0.0,0.0,8.612492,0.0,2.0,21.333334,21.333334,2
1,17,1,0,21.481327,,20.68962,0.75042576,0.49182123,0.0,9.166445,0.0,2.0,21.444445,21.444445,2
1,18,1,0,21.590351,,20.588099,0.839391,0.0,0.0,9.757005,0.0,2.0,21.555555,21.555555,2
1,19,1,0,21.6432,,20.536966,0.6002287,0.0,0.0,10.0277405,0.0,1.0,21.61111,21.61111,2
1,20,1,0,21.644611,,20.56574,0.5752075,0.0,0.0,10.173354,0.0,1.0,21.61111,21.61111,2
1,21,1,0,21.642344,,20.60714,0.5256464,0.0,0.0,10.413568,0.0,1.0,21.61111,21.61111,2
1,22,1,0,21.583008,,20.69193,0.48245338,0.49182332,0.0,10.548653,0.0,1.0,21.555555,21.555555,2
1,23,1,0,21.408693,,20.844349,0.44413608,0.0,0.0,10.739745,0.0,1.0,21.38889,21.38889,2
1,24,1,0,21.179272,,20.928997,0.2872067,0.0,0.0,11.060994,0.0,1.0,21.166666,21.166666,2
1,1,2,0,21.066631,,21.025454,0.346042,0.9856376,0.0,11.196814,0.0,2.0,21.055555,21.055555,2
1,2,2,0,21.05784,,21.012308,0.3266405,0.9531534,0.0,10.973074,0.0,2.0,21.055555,21.055555,2
1,3,2,0,21.111076,,20.873716,0.31671646,0.0,0.0,11.504479,0.0,2.0,21.11111,21.11111,2
1,4,2,0,21.115387,,20.7681,0.28203338,0.0,0.0,11.368646,0.0,2.0,21.11111,21.11111,2
1,5,2,0,21.115862,,20.605116,0.2807828,0.0,0.0,11.79394,0.0,2.0,21.11111,21.11111,2
1,6,2,0,21.227577,,20.35765,0.31104258,0.0,0.0,11.669619,0.0,1.0,21.222221,21.222221,2
1,7,2,0,21.454819,,19.77665,0.2836259,0.0,0.0,12.233582,0.0,1.0,21.444445,21.444445,2
1,8,2,0,21.516676,,19.351345,0.2859561,0.0,0.0,12.356131,0.0,1.0,21.5,21.5,2
1,9,2,0,21.406984,,19.422691,0.28583902,0.0,0.0,11.649975,0.0,1.0,21.38889,21.38889,2
1,10,2,0,21.291134,,19.529245,0.44589984,0.0,0.0,9.886362,0.0,1.0,21.277779,21.277779,2
