timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-01-01T00:00:00,3.0,3.0,3.0,-0.0
2025-01-01T00:15:00,2.75,2.75,2.75,-0.0
2025-01-01T00:30:00,3.0,3.0,3.0,-0.0
2025-01-01T00:45:00,2.75,2.75,2.75,-0.0
2025-01-01T01:00:00,3.0,3.0,3.0,-0.0
2025-01-01T01:15:00,3.0,3.0,3.0,-0.0
2025-01-01T01:30:00,3.5,3.5,3.5,-0.0
2025-01-01T01:45:00,4.0,4.0,4.0,-0.0
2025-01-01T02:00:00,3.75,3.75,3.75,-0.0
2025-01-01T02:15:00,4.0,4.0,4.0,-0.0
2025-01-01T02:30:00,4.25,4.25,4.25,-0.0
2025-01-01T02:45:00,4.25,4.25,4.25,-0.0
2025-01-01T03:00:00,5.0,5.0,5.0,-0.0
2025-01-01T03:15:00,4.25,4.25,4.25,-0.0
2025-01-01T03:30:00,4.25,4.25,4.25,-0.0
2025-01-01T03:45:00,3.75,3.75,3.75,-0.0
2025-01-01T04:00:00,3.75,3.75,3.75,-0.0
2025-01-01T04:15:00,3.25,3.25,3.25,-0.0
2025-01-01T04:30:00,2.75,2.75,2.75,-0.0
2025-01-01T04:45:00,3.0,3.0,3.0,-0.0
2025-01-01T05:00:00,2.75,2.75,2.75,-0.0
2025-01-01T05:15:00,3.25,3.25,3.25,-0.0
2025-01-01T05:30:00,3.0,3.0,3.0,-0.0
2025-01-01T05:45:00,3.25,3.25,3.25,-0.0
2025-01-01T06:00:00,3.5,3.5,3.5,-0.0
2025-01-01T06:15:00,4.25,4.25,4.25,-0.0
2025-01-01T06:30:00,5.25,5.25,5.25,-0.0
2025-01-01T06:45:00,5.25,5.25,5.25,-0.0
2025-01-01T07:00:00,5.5,5.5,5.5,-0.0
2025-01-01T07:15:00,6.25,6.25,6.25,-0.0
2025-01-01T07:30:00,7.75,7.75,7.75,-0.0
2025-01-01T07:45:00,6.75,6.75,6.75,-0.0
2025-01-01T08:00:00,6.0,6.002500057220459,6.002500057220459,-0.0024999999441206455
2025-01-01T08:15:00,6.5,6.547500133514404,6.547500133514404,-0.04749999940395355
2025-01-01T08:30:00,5.5,5.614999771118164,5.614999771118164,-0.11500000208616257
2025-01-01T08:45:00,5.25,5.465000152587891,5.465000152587891,-0.2150000035762787
2025-01-01T09:00:00,3.749999761581421,4.114999771118164,4.114999771118164,-0.36500000953674316
2025-01-01T09:15:00,3.0,3.674999952316284,3.674999952316284,-0.675000011920929
2025-01-01T09:30:00,3.0,4.130000114440918,4.130000114440918,-1.1299999952316284
2025-01-01T09:45:00,3.499999761581421,4.78249979019165,4.78249979019165,-1.2825000286102295
2025-01-01T10:00:00,5.0,6.835000038146973,6.835000038146973,-1.8350000381469727
2025-01-01T10:15:00,2.5,5.582499980926514,5.582499980926514,-3.0824999809265137
2025-01-01T10:30:00,0.0,3.799999952316284,3.799999952316284,-3.799999952316284
2025-01-01T10:45:00,-0.2499997615814209,3.930000066757202,3.930000066757202,-4.179999828338623
2025-01-01T11:00:00,1.25,5.642499923706055,5.642499923706055,-4.392499923706055
2025-01-01T11:15:00,4.250000476837158,8.725000381469727,8.725000381469727,-4.474999904632568
2025-01-01T11:30:00,0.75,5.434999942779541,5.434999942779541,-4.684999942779541
2025-01-01T11:45:00,-0.25,4.547500133514404,4.547500133514404,-4.797500133514404
2025-01-01T12:00:00,-0.75,4.224999904632568,4.224999904632568,-4.974999904632568
2025-01-01T12:15:00,-0.5,4.502500057220459,4.502500057220459,-5.002500057220459
2025-01-01T12:30:00,2.0,7.125,7.125,-5.125
2025-01-01T12:45:00,-0.75,4.452499866485596,4.452499866485596,-5.202499866485596
2025-01-01T13:00:00,-0.5,4.485000133514404,4.485000133514404,-4.985000133514404
2025-01-01T13:15:00,-0.75,4.362500190734863,4.362500190734863,-5.112500190734863
2025-01-01T13:30:00,0.25,5.292500019073486,5.292500019073486,-5.042500019073486
2025-01-01T13:45:00,0.25,3.887500047683716,3.887500047683716,-3.637500047683716
2025-01-01T14:00:00,0.0,4.96750020980835,4.96750020980835,-4.96750020980835
