Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,21.16,0,35.35,1.89,0,0
1,2,8,0,20.99,0,35.72,1.92,0,0
1,3,8,0,20.83,0,36.07,1.77,0,0
1,4,8,0,20.67,0,36.42,1.59,0,0
1,5,8,0,20.52,0,36.75,1.69,0,0
1,6,8,0,20.38,0,37.05,1.88,0,0
1,7,8,0,20.25,0,37.34,1.66,0,0
1,8,8,0,20.42,0,36.99,1.91,0,0.36
1,9,8,0,20.66,0,36.51,2.07,0,0
1,10,8,0,21.19,0,35.97,3.79,0,0.24
1,11,8,0,21.57,0,36.27,7.84,0,0.07
1,12,8,0,21.88,0,35.25,8.32,0,0.48
1,13,8,0,22.46,0,33.54,9.73,0,8.32
1,14,8,0,23.24,0,31.53,9.18,0,12.58
1,15,8,0,23.68,0,30.36,9.95,0,12.66
1,16,8,0,23.71,0,31.02,9.37,0,11.14
1,17,8,0,23.72,0,30.88,8.76,0,9.24
1,18,8,0,23.41,0,30.84,6.69,0,3.69
1,19,8,0,23.05,0,31.85,4.89,0,0.93
1,20,8,0,22.55,0,32.94,1.83,0,0
1,21,8,0,22.12,0,33.74,1.69,0,0
1,22,8,0,21.81,0,34.27,1.71,0,0
1,23,8,0,21.58,0,34.65,1.53,0,0
1,24,8,0,21.36,0,34.99,1.5,0,0
1,1,2,0,21.17,0,35.31,2.18,0,0
1,2,2,0,20.95,0,35.71,2.1,0,0
1,3,2,0,20.66,0,36.2,1.95,0,0
1,4,2,0,20.37,0,36.64,1.9,0,0
1,5,2,0,20.15,0,36.91,2.18,0,0
1,6,2,0,20.35,0,36.33,2.54,0,0.33
1,7,2,0,20.54,0,35.83,2.73,0,0
1,8,2,0,21.03,0,33.99,5.89,0,0.12
1,9,2,0,21.01,0,33.49,8.95,0,0
1,10,2,0,21.06,0,33.68,13.43,0,0.21
1,11,2,0,21.21,0,33.88,12.28,0,0.1
1,12,2,0,21.51,0,34.25,12.4,0,1.74
1,13,2,0,21.88,0,33.08,13.19,0,0
1,14,2,0,22.14,0,31.19,13.41,0,0
1,15,2,0,22.25,0,29.26,12.3,0,0
1,16,2,0,22.33,0,27.76,11.94,0,0
1,17,2,0,22.16,0,27.21,12.15,0,0
1,18,2,0,21.69,0,27.17,13.06,0,0
1,19,2,0,21.36,0,27.7,12.66,0,3.13
1,20,2,0,21.12,0,28.1,10.44,0,0
1,21,2,0,21.07,0,27.81,10.44,0,0
1,22,2,0,21.09,0,27.85,2.89,0,0
1,23,2,0,20.84,0,28.22,2.92,0,0
1,24,2,0,20.59,0,28.6,2.95,0,0
1,1,3,0,20.37,0,28.95,2.79,0,0
1,2,3,0,20.17,0,29.27,2.73,0,0
1,3,3,0,19.97,0,29.59,2.95,0,0
1,4,3,0,19.79,0,29.88,2.95,0,0
1,5,3,0,19.63,0,30.13,2.92,0,0
1,6,3,0,19.99,0,29.42,2.95,0,0.31
1,7,3,0,20.25,0,28.93,2.88,0,0.58
1,8,3,0,21.03,0,26.97,5.86,0,0
1,9,3,0,21.01,0,26.82,8.95,0,0
1,10,3,0,21.07,0,27.6,12.7,0,0
1,11,3,0,21.16,0,27.87,12.47,0,0
1,12,3,0,21.24,0,28.06,13.43,0,0.33
1,13,3,0,21.63,0,28.32,12.24,0,0
1,14,3,0,21.91,0,28.62,11.81,0,0
1,15,3,0,22.11,0,28.5,11.98,0,0
1,16,3,0,22.3,0,27.82,12.18,0,0
1,17,3,0,22.19,0,27.14,12.53,0,0
1,18,3,0,21.82,0,26.95,12.36,0,0
1,19,3,0,21.51,0,27.24,12.73,0,0
1,20,3,0,21.2,0,28.38,8.73,0,2.67
1,21,3,0,21.07,0,28.32,9.16,0,0
1,22,3,0,20.95,0,27.81,2.73,0,0
1,23,3,0,20.64,0,28.15,2.68,0,0
1,24,3,0,20.37,0,28.43,2.53,0,0
1,1,4,0,20.13,0,28.68,2.39,0,0
1,2,4,0,19.91,0,28.92,2.41,0,0
1,3,4,0,19.68,0,29.23,2.68,0,0
1,4,4,0,19.41,0,29.57,2.66,0,0
1,5,4,0,19.18,0,29.8,2.8,0,0
1,6,4,0,19.71,0,28.73,2.55,0,0.3
1,7,4,0,20.24,0,27.7,2.41,0,0.59
1,8,4,0,21.06,0,25.83,4.56,0,0.24
1,9,4,0,21.01,0,25.8,6.23,0,0
