Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,22.6,0,52.86,1.65,0,0
1,2,8,0,22.38,0,53.56,1.59,0,0
1,3,8,0,22.21,0,54.05,1.7,0,0
1,4,8,0,22.07,0,54.52,1.79,0,0
1,5,8,0,21.93,0,54.98,1.94,0,0
1,6,8,0,21.8,0,55.4,2.03,0,0
1,7,8,0,21.68,0,55.79,1.91,0,0
1,8,8,0,21.6,0,56.03,2.01,0,0
1,9,8,0,21.89,0,55.14,1.8,0,0
1,10,8,0,22.47,0,53.51,3.94,0,0.54
1,11,8,0,23.58,0,50.03,8.31,0,9.87
1,12,8,0,23.88,0,48.91,7.82,0,18.77
1,13,8,0,23.9,0,49.03,9.29,0,37.03
1,14,8,0,23.9,0,49,8.24,0,43.73
1,15,8,0,23.9,0,48.77,8.42,0,43.53
1,16,8,0,23.9,0,48.92,9.77,0,43.71
1,17,8,0,23.9,0,49.17,10.07,0,40.25
1,18,8,0,23.9,0,49.11,7.44,0,26.49
1,19,8,0,23.9,0,49.09,4.99,0,15.51
1,20,8,0,23.69,0.04,49.78,2.02,0,0.68
1,21,8,0,23.36,0.05,50.75,1.93,0,0.59
1,22,8,0,23.13,0.02,51.41,1.95,0,0.51
1,23,8,0,22.95,0.02,51.89,1.69,0,0
1,24,8,0,22.78,0.01,52.3,1.58,0,0
1,1,2,0,22.65,0,52.65,1.94,0,0
1,2,2,0,22.49,0,53.13,2.43,0,0
1,3,2,0,22.29,0,53.73,2.16,0,0
1,4,2,0,22.08,0,54.36,2.14,0,0
1,5,2,0,21.9,0,54.9,2.43,0,0
1,6,2,0,21.71,0,55.38,2.2,0,0
1,7,2,0,21.81,0,54.78,2.1,0,1.19
1,8,2,0,21.57,0,54.94,4.48,0,1.99
1,9,2,0,21.2,0,54.71,7.68,0,0.33
1,10,2,0,21.55,0,52.97,10.26,0,3.41
1,11,2,0,21.81,0,53.09,11.69,0,3.43
