Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
0.5,0.0
1.5,0.0
2.5,0.0
3.5,0.0
4.5,0.0
5.5,0.0
6.5,0.0
7.5,0.0
8.5,159.115
9.5,360.32300000000004
10.5,512.9780000000001
11.5,611.885
12.5,645.846
13.5,623.48
14.5,546.4830000000001
15.5,411.596
16.5,223.46200000000002
17.5,0.0
18.5,0.0
19.5,0.0
20.5,0.0
21.5,0.0
22.5,0.0
23.5,0.0
24.5,0.0
25.5,0.0
26.5,0.0
27.5,0.0
28.5,0.0
29.5,0.0
30.5,0.0
31.5,0.0
32.5,180.377
33.5,394.4
34.5,560.914
35.5,655.268
36.5,700.795
37.5,682.043
38.5,596.165
39.5,456.289
40.5,259.388
41.5,0.0
42.5,0.0
43.5,0.0
44.5,0.0
45.5,0.0
46.5,0.0
47.5,0.0
48.5,0.0
49.5,0.0
50.5,0.0
51.5,0.0
52.5,0.0
53.5,0.0
54.5,0.0
55.5,0.0
56.5,125.425
57.5,327.485
58.5,452.42199999999997
59.5,319.096
60.5,436.965
61.5,366.38300000000004
62.5,500.24699999999996
63.5,324.632
64.5,143.058
65.5,0.0
66.5,0.0
67.5,0.0
68.5,0.0
69.5,0.0
70.5,0.0
71.5,0.0
72.5,0.0
73.5,0.0
74.5,0.0
75.5,0.0
76.5,0.0
77.5,0.0
78.5,0.0
79.5,0.0
80.5,152.362
81.5,350.369
82.5,509.32099999999997
83.5,603.506
84.5,642.502
85.5,624.328
86.5,557.482
87.5,435.68800000000005
88.5,253.553
89.5,0.9002629999999999
90.5,0.0
91.5,0.0
92.5,0.0
93.5,0.0
94.5,0.0
95.5,0.0
96.5,0.0
97.5,0.0
98.5,0.0
99.5,0.0
100.5,0.0
101.5,0.0
102.5,0.0
103.5,0.0
104.5,107.384
105.5,188.459
106.5,275.378
107.5,491.98900000000003
108.5,385.754
109.5,395.24
110.5,396.733
111.5,341.96
112.5,251.734
113.5,3.51016
114.5,0.0
115.5,0.0
116.5,0.0
117.5,0.0
118.5,0.0
119.5,0.0
120.5,0.0
121.5,0.0
122.5,0.0
123.5,0.0
124.5,0.0
125.5,0.0
126.5,0.0
127.5,0.0
128.5,20.025
129.5,136.089
130.5,282.08
131.5,391.99800000000005
132.5,490.954
133.5,454.45099999999996
134.5,286.07099999999997
135.5,349.531
136.5,175.458
137.5,0.0
138.5,0.0
139.5,0.0
140.5,0.0
141.5,0.0
142.5,0.0
143.5,0.0
144.5,0.0
145.5,0.0
146.5,0.0
147.5,0.0
148.5,0.0
149.5,0.0
150.5,0.0
151.5,0.0
152.5,125.575
153.5,326.754
154.5,431.86300000000006
155.5,426.483
156.5,521.149
157.5,469.025
158.5,533.305
159.5,331.564
160.5,125.272
161.5,0.0
162.5,0.0
163.5,0.0
164.5,0.0
165.5,0.0
166.5,0.0
167.5,0.0
168.5,0.0
169.5,0.0
170.5,0.0
171.5,0.0
172.5,0.0
173.5,0.0
174.5,0.0
175.5,0.0
176.5,148.134
177.5,347.53
178.5,491.361
179.5,562.0930000000001
180.5,616.9580000000001
181.5,609.938
182.5,537.6659999999999
183.5,398.537
184.5,248.52900000000002
185.5,2.73353
186.5,0.0
187.5,0.0
188.5,0.0
189.5,0.0
190.5,0.0
191.5,0.0
192.5,0.0
193.5,0.0
194.5,0.0
195.5,0.0
196.5,0.0
197.5,0.0
198.5,0.0
199.5,0.0
200.5,117.355
201.5,299.04200000000003
202.5,467.654
203.5,558.227
204.5,574.844
205.5,584.197
206.5,486.789
207.5,322.763
208.5,182.295
209.5,2.85142
210.5,0.0
211.5,0.0
212.5,0.0
213.5,0.0
214.5,0.0
215.5,0.0
216.5,0.0
217.5,0.0
218.5,0.0
219.5,0.0
220.5,0.0
221.5,0.0
222.5,0.0
223.5,0.0
224.5,194.565
225.5,428.62
226.5,386.208
227.5,242.172
228.5,111.84100000000001
229.5,308.035
230.5,455.24699999999996
231.5,436.662
232.5,111.94200000000001
233.5,0.16080899999999998
234.5,0.0
235.5,0.0
236.5,0.0
237.5,0.0
238.5,0.0
239.5,0.0
240.5,0.0
241.5,0.0
242.5,0.0
243.5,0.0
244.5,0.0
245.5,0.0
246.5,0.0
247.5,0.0
248.5,71.2257
249.5,311.099
250.5,521.716
251.5,561.981
252.5,464.524
253.5,404.039
254.5,417.902
255.5,291.921
256.5,200.609
257.5,0.0797513
258.5,0.0
259.5,0.0
260.5,0.0
261.5,0.0
262.5,0.0
263.5,0.0
264.5,0.0
265.5,0.0
266.5,0.0
267.5,0.0
268.5,0.0
269.5,0.0
270.5,0.0
271.5,0.0
272.5,136.748
273.5,434.129
274.5,618.347
275.5,447.681
276.5,445.42699999999996
277.5,303.253
278.5,53.8048
279.5,24.1709
280.5,10.5176
281.5,0.0
282.5,0.0
283.5,0.0
284.5,0.0
285.5,0.0
286.5,0.0
287.5,0.0
288.5,0.0
289.5,0.0
290.5,0.0
291.5,0.0
292.5,0.0
293.5,0.0
294.5,0.0
295.5,0.0
296.5,33.7561
297.5,99.2556
298.5,120.01299999999999
299.5,188.78400000000002
300.5,201.472
301.5,221.31400000000002
302.5,181.375
303.5,180.04
304.5,96.5167
305.5,0.0
306.5,0.0
307.5,0.0
308.5,0.0
309.5,0.0
310.5,0.0
311.5,0.0
312.5,0.0
313.5,0.0
314.5,0.0
315.5,0.0
316.5,0.0
317.5,0.0
318.5,0.0
319.5,0.0
320.5,107.992
321.5,389.12300000000005
322.5,272.89599999999996
323.5,414.775
324.5,494.315
325.5,79.345
326.5,222.547
327.5,247.67700000000002
328.5,80.6911
329.5,0.0
330.5,0.0
331.5,0.0
332.5,0.0
333.5,0.0
334.5,0.0
335.5,0.0
336.5,0.0
337.5,0.0
338.5,0.0
339.5,0.0
340.5,0.0
341.5,0.0
342.5,0.0
343.5,0.0
344.5,166.06400000000002
345.5,381.25300000000004
346.5,537.87
347.5,636.217
348.5,673.357
349.5,654.177
350.5,586.5369999999999
351.5,474.13800000000003
352.5,290.421
353.5,6.37089
354.5,0.0
355.5,0.0
356.5,0.0
357.5,0.0
358.5,0.0
359.5,0.0
360.5,0.0
361.5,0.0
362.5,0.0
363.5,0.0
364.5,0.0
365.5,0.0
366.5,0.0
367.5,0.0
368.5,151.555
369.5,209.81099999999998
370.5,387.87800000000004
371.5,342.814
372.5,551.144
373.5,609.6659999999999
374.5,595.065
375.5,316.89599999999996
376.5,145.85299999999998
377.5,3.74244
378.5,0.0
379.5,0.0
380.5,0.0
381.5,0.0
382.5,0.0
383.5,0.0
384.5,0.0
385.5,0.0
386.5,0.0
387.5,0.0
388.5,0.0
389.5,0.0
390.5,0.0
391.5,0.0
392.5,5.61857
393.5,19.8654
394.5,32.3187
395.5,41.1114
396.5,42.8562
397.5,406.17800000000005
398.5,343.42400000000004
399.5,260.314
400.5,152.961
401.5,2.75829
402.5,0.0
403.5,0.0
404.5,0.0
405.5,0.0
406.5,0.0
407.5,0.0
408.5,0.0
409.5,0.0
410.5,0.0
411.5,0.0
412.5,0.0
413.5,0.0
414.5,0.0
415.5,0.0
416.5,3.7540199999999997
417.5,18.7759
418.5,31.9274
419.5,40.6471
420.5,44.9949
421.5,439.689
422.5,469.38199999999995
423.5,407.332
424.5,212.583
425.5,7.828110000000001
426.5,0.0
427.5,0.0
428.5,0.0
429.5,0.0
430.5,0.0
431.5,0.0
432.5,0.0
433.5,0.0
434.5,0.0
435.5,0.0
436.5,0.0
437.5,0.0
438.5,0.0
439.5,0.0
440.5,57.2861
441.5,159.357
442.5,321.074
443.5,397.57099999999997
444.5,319.048
445.5,339.615
446.5,291.605
447.5,181.743
448.5,93.4145
449.5,0.0
450.5,0.0
451.5,0.0
452.5,0.0
453.5,0.0
454.5,0.0
455.5,0.0
456.5,0.0
457.5,0.0
458.5,0.0
459.5,0.0
460.5,0.0
461.5,0.0
462.5,0.0
463.5,0.0
464.5,175.09
465.5,372.66
466.5,229.57
467.5,352.19599999999997
468.5,326.6
469.5,525.818
470.5,500.76199999999994
471.5,79.1479
472.5,66.7295
473.5,0.8540639999999999
474.5,0.0
475.5,0.0
476.5,0.0
477.5,0.0
478.5,0.0
479.5,0.0
480.5,0.0
481.5,0.0
482.5,0.0
483.5,0.0
484.5,0.0
485.5,0.0
486.5,0.0
487.5,0.0
488.5,163.618
489.5,378.73800000000006
490.5,551.87
491.5,664.936
492.5,718.5039999999999
493.5,702.3889999999999
494.5,622.865
495.5,485.88699999999994
496.5,297.70099999999996
497.5,9.94783
498.5,0.0
499.5,0.0
500.5,0.0
501.5,0.0
502.5,0.0
503.5,0.0
504.5,0.0
505.5,0.0
506.5,0.0
507.5,0.0
508.5,0.0
509.5,0.0
510.5,0.0
511.5,0.0
512.5,125.814
513.5,308.731
514.5,460.736
515.5,469.60699999999997
516.5,513.698
517.5,472.587
518.5,494.25199999999995
519.5,328.306
520.5,247.55200000000002
521.5,11.3932
522.5,0.0
523.5,0.0
524.5,0.0
525.5,0.0
526.5,0.0
527.5,0.0
528.5,0.0
529.5,0.0
530.5,0.0
531.5,0.0
532.5,0.0
533.5,0.0
534.5,0.0
535.5,0.0
536.5,193.91
537.5,369.611
538.5,629.265
539.5,643.097
540.5,207.83
541.5,93.6019
542.5,103.15899999999999
543.5,204.40599999999998
544.5,173.118
545.5,0.00494763
546.5,0.0
547.5,0.0
548.5,0.0
549.5,0.0
550.5,0.0
551.5,0.0
552.5,0.0
553.5,0.0
554.5,0.0
555.5,0.0
556.5,0.0
557.5,0.0
558.5,0.0
559.5,0.0
560.5,145.27
561.5,405.475
562.5,563.1030000000001
563.5,591.903
564.5,542.28
565.5,388.358
566.5,316.694
567.5,275.222
568.5,190.352
569.5,8.10017
570.5,0.0
571.5,0.0
572.5,0.0
573.5,0.0
574.5,0.0
575.5,0.0
576.5,0.0
577.5,0.0
578.5,0.0
579.5,0.0
580.5,0.0
581.5,0.0
582.5,0.0
583.5,0.0
584.5,143.373
585.5,322.036
586.5,454.954
587.5,537.501
588.5,571.0509999999999
589.5,563.3919999999999
590.5,495.67
591.5,395.041
592.5,239.949
593.5,13.7193
594.5,0.0
595.5,0.0
596.5,0.0
597.5,0.0
598.5,0.0
599.5,0.0
600.5,0.0
601.5,0.0
602.5,0.0
603.5,0.0
604.5,0.0
605.5,0.0
606.5,0.0
607.5,0.0
608.5,108.976
609.5,314.433
