timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-01-01T00:00:00,3.0,3.0,3.0,-0.0
2025-01-01T00:15:00,2.75,2.75,2.75,-0.0
2025-01-01T00:30:00,3.0,3.0,3.0,-0.0
2025-01-01T00:45:00,2.75,2.75,2.75,-0.0
2025-01-01T01:00:00,3.0,3.0,3.0,-0.0
2025-01-01T01:15:00,3.0,3.0,3.0,-0.0
2025-01-01T01:30:00,3.5,3.5,3.5,-0.0
2025-01-01T01:45:00,4.0,4.0,4.0,-0.0
2025-01-01T02:00:00,3.75,3.75,3.75,-0.0
2025-01-01T02:15:00,4.0,4.0,4.0,-0.0
2025-01-01T02:30:00,4.25,4.25,4.25,-0.0
2025-01-01T02:45:00,4.25,4.25,4.25,-0.0
2025-01-01T03:00:00,5.0,5.0,5.0,-0.0
2025-01-01T03:15:00,4.25,4.25,4.25,-0.0
2025-01-01T03:30:00,4.25,4.25,4.25,-0.0
2025-01-01T03:45:00,3.75,3.75,3.75,-0.0
2025-01-01T04:00:00,3.75,3.75,3.75,-0.0
2025-01-01T04:15:00,3.25,3.25,3.25,-0.0
2025-01-01T04:30:00,2.75,2.75,2.75,-0.0
2025-01-01T04:45:00,3.0,3.0,3.0,-0.0
2025-01-01T05:00:00,2.75,2.75,2.75,-0.0
2025-01-01T05:15:00,3.25,3.25,3.25,-0.0
2025-01-01T05:30:00,3.0,3.0,3.0,-0.0
2025-01-01T05:45:00,3.25,3.25,3.25,-0.0
2025-01-01T06:00:00,3.5,3.5,3.5,-0.0
2025-01-01T06:15:00,4.25,4.25,4.25,-0.0
2025-01-01T06:30:00,5.25,5.25,5.25,-0.0
2025-01-01T06:45:00,5.25,5.25,5.25,-0.0
2025-01-01T07:00:00,5.5,5.5,5.5,-0.0
2025-01-01T07:15:00,6.25,6.25,6.25,-0.0
2025-01-01T07:30:00,7.75,7.75,7.75,-0.0
2025-01-01T07:45:00,6.75,6.75,6.75,-0.0
2025-01-01T08:00:00,6.00166654586792,6.002500057220459,6.002500057220459,-0.0008333333535119891
2025-01-01T08:15:00,6.5316667556762695,6.547500133514404,6.547500133514404,-0.015833333134651184
2025-01-01T08:30:00,5.576666355133057,5.614999771118164,5.614999771118164,-0.038333334028720856
2025-01-01T08:45:00,5.393333435058594,5.465000152587891,5.465000152587891,-0.0716666653752327
2025-01-01T09:00:00,3.848134994506836,4.114999771118164,4.114999771118164,-0.2668648362159729
2025-01-01T09:15:00,3.1814827919006348,3.674999952316284,3.674999952316284,-0.4935171604156494
2025-01-01T09:30:00,3.3038158416748047,4.130000114440918,4.130000114440918,-0.8261842727661133
2025-01-01T09:45:00,3.8448171615600586,4.78249979019165,4.78249979019165,-0.937682569026947
2025-01-01T10:00:00,5.62782096862793,6.835000038146973,6.835000038146973,-1.207179069519043
2025-01-01T10:15:00,3.5546364784240723,5.582499980926514,5.582499980926514,-2.0278635025024414
2025-01-01T10:30:00,1.3001196384429932,3.799999952316284,3.799999952316284,-2.499880313873291
2025-01-01T10:45:00,1.1801316738128662,3.930000066757202,3.930000066757202,-2.749868392944336
2025-01-01T11:00:00,2.8836963176727295,5.642499923706055,5.642499923706055,-2.758803606033325
2025-01-01T11:15:00,5.91438102722168,8.725000381469727,8.725000381469727,-2.810619354248047
2025-01-01T11:30:00,2.492485523223877,5.434999942779541,5.434999942779541,-2.942514419555664
2025-01-01T11:45:00,1.534327745437622,4.547500133514404,4.547500133514404,-3.0131723880767822
2025-01-01T12:00:00,1.005486249923706,4.224999904632568,4.224999904632568,-3.2195136547088623
2025-01-01T12:15:00,1.2651901245117188,4.502500057220459,4.502500057220459,-3.2373099327087402
2025-01-01T12:30:00,3.808415651321411,7.125,7.125,-3.316584348678589
2025-01-01T12:45:00,1.0857622623443604,4.452499866485596,4.452499866485596,-3.3667376041412354
2025-01-01T13:00:00,1.2821965217590332,4.485000133514404,4.485000133514404,-3.202803611755371
2025-01-01T13:15:00,1.0777792930603027,4.362500190734863,4.362500190734863,-3.2847208976745605
2025-01-01T13:30:00,2.052753210067749,5.292500019073486,5.292500019073486,-3.2397468090057373
