timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2025-01-01T00:00:00,0.0,0.0
2025-01-01T00:15:00,0.0,0.0
2025-01-01T00:30:00,0.0,0.0
2025-01-01T00:45:00,0.0,0.0
2025-01-01T01:00:00,0.0,0.0
2025-01-01T01:15:00,0.0,0.0
2025-01-01T01:30:00,0.0,0.0
2025-01-01T01:45:00,0.0,0.0
2025-01-01T02:00:00,0.0,0.0
2025-01-01T02:15:00,0.0,0.0
2025-01-01T02:30:00,0.0,0.0
2025-01-01T02:45:00,0.0,0.0
2025-01-01T03:00:00,0.0,0.0
2025-01-01T03:15:00,0.0,0.0
2025-01-01T03:30:00,0.0,0.0
2025-01-01T03:45:00,0.0,0.0
2025-01-01T04:00:00,0.0,0.0
2025-01-01T04:15:00,0.0,0.0
2025-01-01T04:30:00,0.0,0.0
2025-01-01T04:45:00,0.0,0.0
2025-01-01T05:00:00,0.0,0.0
2025-01-01T05:15:00,0.0,0.0
2025-01-01T05:30:00,0.0,0.0
2025-01-01T05:45:00,0.0,0.0
2025-01-01T06:00:00,0.0,0.0
2025-01-01T06:15:00,0.0,0.0
2025-01-01T06:30:00,0.0,0.0
2025-01-01T06:45:00,0.0,0.0
2025-01-01T07:00:00,0.0,0.0
2025-01-01T07:15:00,0.0,0.0
2025-01-01T07:30:00,0.0,0.0
2025-01-01T07:45:00,0.0,0.0
2025-01-01T08:00:00,0.0,0.0
2025-01-01T08:15:00,0.0,0.0
2025-01-01T08:30:00,0.0,0.0
2025-01-01T08:45:00,0.0,0.0
2025-01-01T09:00:00,0.0,0.0
2025-01-01T09:15:00,0.0,0.0
2025-01-01T09:30:00,0.0,0.0
2025-01-01T09:45:00,0.0,0.0
2025-01-01T10:00:00,0.0,0.0
2025-01-01T10:15:00,0.0,0.0
2025-01-01T10:30:00,0.005660284,0.36996436
2025-01-01T10:45:00,0.015746461,0.65696025
2025-01-01T11:00:00,0.015746068,0.0
2025-01-01T11:15:00,0.015745675,0.0
2025-01-01T11:30:00,0.015745282,0.0
2025-01-01T11:45:00,0.026098074,0.6742015
2025-01-01T12:00:00,0.044929616,1.2183542
2025-01-01T12:15:00,0.059891988,0.970943
2025-01-01T12:30:00,0.05989049,0.0
2025-01-01T12:45:00,0.07905714,1.2397714
2025-01-01T13:00:00,0.09388456,0.96234083
2025-01-01T13:15:00,0.11280555,1.2241659
2025-01-01T13:30:00,0.11612685,0.21767426
2025-01-01T13:45:00,0.117455974,0.08736515
2025-01-01T14:00:00,0.12417213,0.4388013
2025-01-01T14:15:00,0.1341022,0.64706326
2025-01-01T14:30:00,0.13980226,0.37277126
2025-01-01T14:45:00,0.13979876,0.0
2025-01-01T15:00:00,0.13979526,0.0
2025-01-01T15:15:00,0.13979176,0.0
2025-01-01T15:30:00,0.13978826,0.0
2025-01-01T15:45:00,0.13978475,0.0
2025-01-01T16:00:00,0.13978125,0.0
2025-01-01T16:15:00,0.13977775,0.0
2025-01-01T16:30:00,0.13977425,0.0
2025-01-01T16:45:00,0.13977075,0.0
2025-01-01T17:00:00,0.13976726,0.0
2025-01-01T17:15:00,0.13976377,0.0
2025-01-01T17:30:00,0.13976029,0.0
2025-01-01T17:45:00,0.1397568,0.0
2025-01-01T18:00:00,0.13975331,0.0
2025-01-01T18:15:00,0.13974983,0.0
2025-01-01T18:30:00,0.13974634,0.0
2025-01-01T18:45:00,0.13974285,0.0
2025-01-01T19:00:00,0.13973936,0.0
2025-01-01T19:15:00,0.13973588,0.0
2025-01-01T19:30:00,0.13973239,0.0
2025-01-01T19:45:00,0.1397289,0.0
2025-01-01T20:00:00,0.13972542,0.0
2025-01-01T20:15:00,0.13972193,0.0
2025-01-01T20:30:00,0.13971844,0.0
2025-01-01T20:45:00,0.13971496,0.0
2025-01-01T21:00:00,0.13971147,0.0
2025-01-01T21:15:00,0.13970798,0.0
2025-01-01T21:30:00,0.1397045,0.0
2025-01-01T21:45:00,0.13970101,0.0
2025-01-01T22:00:00,0.13969752,0.0
2025-01-01T22:15:00,0.13969404,0.0
2025-01-01T22:30:00,0.13969055,0.0
2025-01-01T22:45:00,0.13968706,0.0
2025-01-01T23:00:00,0.13968357,0.0
2025-01-01T23:15:00,0.13968009,0.0
2025-01-01T23:30:00,0.1396766,0.0
2025-01-01T23:45:00,0.13967311,0.0
2025-01-02T00:00:00,0.13966963,0.0
2025-01-02T00:15:00,0.13966614,0.0
2025-01-02T00:30:00,0.13966265,0.0
2025-01-02T00:45:00,0.13965917,0.0
2025-01-02T01:00:00,0.13965568,0.0
2025-01-02T01:15:00,0.1396522,0.0
2025-01-02T01:30:00,0.1396487,0.0
2025-01-02T01:45:00,0.13964522,0.0
2025-01-02T02:00:00,0.13964173,0.0
2025-01-02T02:15:00,0.13963825,0.0
2025-01-02T02:30:00,0.13963476,0.0
2025-01-02T02:45:00,0.13963127,0.0
2025-01-02T03:00:00,0.13962778,0.0
2025-01-02T03:15:00,0.1396243,0.0
2025-01-02T03:30:00,0.13962081,0.0
2025-01-02T03:45:00,0.13961732,0.0
2025-01-02T04:00:00,0.13961384,0.0
2025-01-02T04:15:00,0.13961035,0.0
2025-01-02T04:30:00,0.13960686,0.0
2025-01-02T04:45:00,0.13960338,0.0
2025-01-02T05:00:00,0.13959989,0.0
2025-01-02T05:15:00,0.1395964,0.0
2025-01-02T05:30:00,0.13959292,0.0
2025-01-02T05:45:00,0.13958943,0.0
2025-01-02T06:00:00,0.13958594,0.0
2025-01-02T06:15:00,0.13958246,0.0
2025-01-02T06:30:00,0.13957897,0.0
2025-01-02T06:45:00,0.13957548,0.0
2025-01-02T07:00:00,0.139572,0.0
2025-01-02T07:15:00,0.13956851,0.0
2025-01-02T07:30:00,0.13956502,0.0
2025-01-02T07:45:00,0.13956153,0.0
