Month,Hour,Day Type,State,Destination Charger,Estimated Departure Time,Required Soc At Departure, Estimated Arrival Time, Estimated SOC at Arrival
8,0,2,3,,,,,
8,1,2,3,,,,,
8,2,2,3,,,,,
8,3,2,3,,,,,
8,4,2,3,,,,,
8,5,2,3,,,,,
8,6,2,3,,,,,
8,7,2,2,charger_1_4,,,2,51
8,8,2,2,charger_1_4,,,1,51
8,9,2,2,charger_1_4,,,0,51
8,10,2,1,charger_1_4,9,85,,
8,11,2,1,charger_1_4,8,85,,
8,12,2,1,charger_1_4,7,85,,
8,13,2,1,charger_1_4,6,85,,
8,14,2,1,charger_1_4,5,85,,
8,15,2,1,charger_1_4,4,85,,
8,16,2,1,charger_1_4,3,85,,
8,17,2,1,charger_1_4,2,85,,
8,18,2,1,charger_1_4,1,85,,
8,19,2,1,charger_1_4,0,85,,
8,20,2,3,,,,,
8,21,2,3,,,,,
8,22,2,3,,,,,
8,23,2,3,,,,,
8,0,3,3,,,,,
8,1,3,3,,,,,
8,2,3,3,,,,,
8,3,3,3,,,,,
8,4,3,3,,,,,
8,5,3,3,,,,,
8,6,3,3,,,,,
8,7,3,2,charger_1_4,,,2,51
8,8,3,2,charger_1_4,,,1,51
8,9,3,2,charger_1_4,,,0,51
8,10,3,1,charger_1_4,8,84,,
8,11,3,1,charger_1_4,7,84,,
8,12,3,1,charger_1_4,6,84,,
8,13,3,1,charger_1_4,5,84,,
8,14,3,1,charger_1_4,4,84,,
8,15,3,1,charger_1_4,3,84,,
8,16,3,1,charger_1_4,2,84,,
8,17,3,1,charger_1_4,1,84,,
8,18,3,1,charger_1_4,0,84,,
8,19,3,3,,,,,
8,20,3,3,,,,,
8,21,3,3,,,,,
8,22,3,3,,,,,
8,23,3,3,,,,,
8,0,4,3,,,,,
8,1,4,3,,,,,
8,2,4,3,,,,,
8,3,4,3,,,,,
8,4,4,3,,,,,
8,5,4,3,,,,,
8,6,4,3,,,,,
8,7,4,3,,,,,
8,8,4,2,charger_1_3,,,1,51
8,9,4,2,charger_1_3,,,0,51
8,10,4,1,charger_1_3,8,84,,
8,11,4,1,charger_1_3,7,84,,
8,12,4,1,charger_1_3,6,84,,
8,13,4,1,charger_1_3,5,84,,
8,14,4,1,charger_1_3,4,84,,
8,15,4,1,charger_1_3,3,84,,
8,16,4,1,charger_1_3,2,84,,
8,17,4,1,charger_1_3,1,84,,
8,18,4,1,charger_1_3,0,84,,
8,19,4,3,,,,,
8,20,4,3,,,,,
8,21,4,3,,,,,
8,22,4,3,,,,,
8,23,4,3,,,,,
8,0,5,3,,,,,
8,1,5,3,,,,,
8,2,5,3,,,,,
8,3,5,3,,,,,
8,4,5,3,,,,,
8,5,5,3,,,,,
8,6,5,2,charger_1_4,,,2,52
8,7,5,2,charger_1_4,,,1,52
8,8,5,2,charger_1_4,,,0,52
8,9,5,1,charger_1_4,10,85,,
8,10,5,1,charger_1_4,9,85,,
8,11,5,1,charger_1_4,8,85,,
8,12,5,1,charger_1_4,7,85,,
8,13,5,1,charger_1_4,6,85,,
8,14,5,1,charger_1_4,5,85,,
8,15,5,1,charger_1_4,4,85,,
8,16,5,1,charger_1_4,3,85,,
8,17,5,1,charger_1_4,2,85,,
8,18,5,1,charger_1_4,1,85,,
8,19,5,1,charger_1_4,0,85,,
8,20,5,3,,,,,
8,21,5,3,,,,,
8,22,5,3,,,,,
8,23,5,3,,,,,
8,0,6,3,,,,,
8,1,6,3,,,,,
