outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
15.166667,27.333334,0.0,0.0,14.690469,26.923693,18.775156,53.792732,24.800478,34.70524,74.58601,95.26697,0.0,603.2702,974.1035,0.0
14.708333,30.75,0.0,0.0,17.059996,28.388592,18.747644,53.412968,20.434826,40.00908,100.696945,94.74085,0.0,726.98236,970.6491,0.0
14.15,34.333332,0.0,0.0,18.809607,29.223537,18.67249,47.61637,18.228922,42.488274,88.83355,83.47685,0.0,857.27234,928.70795,0.0
13.491667,39.5,0.0,0.0,20.924345,29.55313,16.853043,40.001965,15.361808,46.113564,81.79475,76.07229,0.0,977.0161,917.2177,0.0
12.675,46.083332,1.75,38.833332,23.061378,30.692738,13.881641,34.754795,13.510433,50.93793,81.86316,62.52717,2.325065,997.8744,849.5222,29.982866
13.058333,50.75,26.416666,443.0,25.043474,30.139986,14.408617,28.490368,14.701359,53.44525,91.62056,51.526196,25.03523,1023.9264,616.6733,421.89993
14.766666,53.75,73.583336,604.5,26.30452,28.333662,18.523685,24.333277,17.406412,48.288227,95.4652,42.935123,46.25909,981.3657,80.36302,716.8728
16.883333,53.25,102.166664,729.75,28.293688,25.914806,20.181595,21.02488,20.55011,38.754627,96.7592,0.0,67.490715,964.2027,0.0,829.5332
18.966667,47.916668,90.416664,877.3333,29.037893,24.085629,22.071383,17.539059,24.902855,37.20092,85.68006,0.0,74.515884,947.7495,0.0,934.68835
21.025,40.916668,79.833336,964.6667,29.825932,22.725817,25.583462,15.905351,28.978365,30.702942,77.87976,0.0,91.139694,917.9175,0.0,957.0403
23.066668,33.916668,80.416664,999.5833,30.43691,20.815857,26.993656,13.844202,31.719744,25.402018,63.06177,0.0,102.98673,839.6833,0.0,1033.9872
24.891666,28.666666,90.833336,1001.1667,29.443335,18.589334,28.834976,14.886592,35.44366,22.304134,50.671783,0.0,112.34426,597.6855,0.0,907.2741
26.533333,24.666666,93.666664,998.3333,28.115297,18.186422,30.471638,17.213194,36.98409,18.30724,44.70546,0.0,121.72695,81.99178,0.0,1029.0566
28.191668,20.666666,98.5,983.3333,26.138338,19.041855,32.544018,19.424595,40.05362,13.113104,0.0,0.0,152.85747,0.0,0.0,942.7974
29.25,17.833334,86.333336,961.1667,24.36045,17.346643,32.06864,23.660326,40.783905,13.168123,0.0,0.0,234.51132,0.0,0.0,736.0505
29.791666,15.833333,77.666664,918.1667,22.195269,16.018976,32.041252,28.844748,45.398483,13.5370455,0.0,0.0,249.3142,0.0,0.0,603.93976
30.35,13.833333,62.083332,846.9167,20.524622,14.402054,32.59702,32.258488,54.31853,11.793205,0.0,2.1529107,152.86937,0.0,33.169426,473.74478
29.608334,14.75,50.833332,599.5,19.359299,15.568271,30.579912,35.132206,49.94705,13.813025,0.0,27.57971,83.20766,0.0,395.9845,525.44183
27.966667,17.166666,44.833332,80.75,18.94706,17.70771,29.539179,37.76133,45.285934,14.967785,0.0,48.371002,46.205784,0.0,726.4942,191.91708
26.308332,19.75,0.0,0.0,18.725632,19.714031,25.848473,38.44297,40.62775,17.071444,0.0,63.327618,2.9157252,0.0,856.4478,11.672519
24.375,23.916666,0.0,0.0,17.72043,22.123602,24.919891,42.676216,37.778156,19.673763,0.0,79.62627,0.0,0.0,897.4156,0.0
22.333334,28.333334,0.0,0.0,15.865432,24.77544,22.392237,46.79022,31.414772,28.216545,0.0,92.83519,0.0,0.0,973.8095,0.0
20.275,32.916668,0.0,0.0,14.46797,27.095808,20.234255,52.23436,24.488354,33.606163,2.114024,101.2692,0.0,32.551105,973.0609,0.0
19.166666,35.583332,0.0,0.0,15.378646,28.834354,19.483389,51.804264,21.474209,37.06449,25.907099,114.249916,0.0,398.4447,931.8152,0.0
18.825,37.166668,0.0,0.0,17.727825,30.26605,18.603241,45.33862,17.130848,39.35624,47.505756,124.59217,0.0,682.7748,1009.74,0.0
18.466667,38.583332,0.0,0.0,19.846876,31.965866,15.762502,41.274906,13.3461485,46.08073,66.99427,153.64174,0.0,824.11914,892.8141,0.0
17.425,41.916668,0.0,0.0,21.737637,32.220192,15.474819,36.78761,11.703195,43.750095,83.43407,247.46227,0.0,926.1335,660.6225,0.0
15.983334,47.5,0.0,0.0,24.156029,31.114105,13.59657,30.935268,12.728184,44.92994,93.192055,231.29861,0.0,965.0679,544.25543,0.0
14.525,52.916668,2.1666667,31.833334,26.730124,31.584536,12.158747,24.54816,13.337089,47.899654,104.148865,172.52548,2.6125307,956.5125,439.4728,19.795368
15.183333,52.083332,26.333334,401.33334,28.658157,29.91844,14.8837185,20.327553,14.107749,53.143726,109.3009,85.87353,36.279514,972.4121,463.79663,279.8052
17.441668,46.5,46.666668,699.5833,29.854807,28.042198,16.216558,17.649643,15.221761,43.04112,118.041176,43.3153,63.762783,974.3091,179.60504,631.05914
19.683332,41.083332,66.0,836.4167,31.394949,26.029898,17.671095,13.963246,17.231401,36.325294,149.73099,3.2491803,94.68929,944.74805,10.786242,825.86884
22.0,36.083332,81.666664,905.3333,31.872892,24.563053,22.362518,11.737976,21.500982,35.17174,248.51094,0.0,103.45984,668.8794,0.0,819.55707
24.4,30.5,93.5,945.8333,31.606445,22.117123,25.020363,12.5082855,28.570948,25.819262,238.08615,0.0,139.86226,572.5833,0.0,892.1839
26.8,25.083334,102.75,966.1667,31.138577,19.358166,27.636358,12.976029,33.65477,24.52882,164.08208,0.0,170.57106,460.311,0.0,854.297
28.675,20.666666,111.25,976.5833,30.107042,18.483023,27.839062,14.361828,36.233723,22.786057,87.80994,0.0,172.65414,485.82047,0.0,839.0292
30.116667,17.25,118.833336,978.4167,28.362925,17.945654,30.037392,15.483305,38.67622,18.928596,42.66925,0.0,230.20088,185.80379,0.0,833.35443
31.575,13.666667,152.0,922.5,26.434624,16.999825,30.550089,16.760609,43.167656,21.136044,3.1168206,0.0,343.02155,10.6627865,0.0,549.8902
31.966667,12.0,249.25,682.9167,24.025211,15.203359,29.87692,21.56191,44.689194,21.124565,0.0,0.0,350.96338,0.0,0.0,392.12927
31.625,12.583333,232.83333,568.4167,22.070347,14.235162,27.167343,27.29158,46.423466,23.113176,0.0,0.0,393.13037,0.0,0.0,258.83868
31.266666,13.0,167.16667,451.58334,20.01561,12.950031,25.065456,32.683517,52.13298,25.997107,0.0,2.7732332,295.70728,0.0,20.148853,231.78658
30.05,14.166667,90.0,487.25,18.348055,14.371812,22.778942,37.49662,48.833874,32.088646,0.0,35.14047,130.46013,0.0,282.3393,130.78752
28.191668,15.583333,43.583332,183.16667,17.457966,15.976043,22.910711,39.28906,43.862804,32.769028,0.0,64.40736,36.779697,0.0,631.2685,21.117126
26.35,17.166666,3.1666667,10.777778,16.640148,18.743906,19.380962,42.359547,39.08275,33.489838,0.0,94.46755,2.448376,0.0,762.31744,0.6929507
24.316668,21.5,0.0,0.0,15.50359,21.46623,19.671059,43.851322,34.21403,39.11229,0.0,115.619804,0.0,0.0,810.2324,0.0
22.058332,27.5,0.0,0.0,14.62197,24.48532,19.170073,49.005867,28.689318,40.720615,0.0,138.63136,0.0,0.0,904.3326,0.0
19.816668,33.5,0.0,0.0,13.540217,26.706276,19.98231,50.90071,25.56183,37.1372,2.667755,149.83058,0.0,20.912056,936.45844,0.0
18.375,37.166668,0.0,0.0,14.369982,29.21165,19.381737,50.16771,22.11697,47.185085,33.820423,173.09314,0.0,289.58273,906.41974,0.0
17.416666,39.75,0.0,0.0,16.604736,28.83614,18.063757,44.248455,19.952797,53.947247,64.300064,201.42465,0.0,597.8198,821.5994,0.0
16.475,42.166668,0.0,0.0,19.11676,29.36039,16.955849,38.116417,18.631838,51.938503,91.24575,328.6563,0.0,775.4757,547.53265,0.0
15.458333,44.75,0.0,0.0,21.351748,29.034056,14.185675,32.356304,19.732773,59.029648,114.22135,323.6064,0.0,832.85114,371.88193,0.0
14.358334,48.333332,0.0,0.0,24.264946,27.85552,15.625435,28.69279,24.814129,56.061584,137.62863,356.3615,0.0,899.5065,254.51025,0.0
13.258333,51.75,2.6666667,20.916666,27.427114,25.541553,14.378339,24.75376,27.518074,67.6153,153.70166,269.71777,2.6709359,922.09534,228.86316,24.178082
