electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_7_1,12,78,,
1,charger_7_1,11,78,,
1,charger_7_1,10,78,,
1,charger_7_1,9,78,,
1,charger_7_1,8,78,,
1,charger_7_1,7,78,,
1,charger_7_1,6,78,,
1,charger_7_1,5,78,,
1,charger_7_1,4,78,,
1,charger_7_1,3,78,,
1,charger_7_1,2,78,,
1,charger_7_1,1,78,,
1,charger_7_1,0,78,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,75
1,charger_7_1,18,78,,
1,charger_7_1,17,78,,
1,charger_7_1,16,78,,
1,charger_7_1,15,78,,
1,charger_7_1,14,78,,
1,charger_7_1,13,78,,
1,charger_7_1,12,78,,
1,charger_7_1,11,78,,
1,charger_7_1,10,78,,
1,charger_7_1,9,78,,
1,charger_7_1,8,78,,
1,charger_7_1,7,78,,
1,charger_7_1,6,78,,
1,charger_7_1,5,78,,
1,charger_7_1,4,78,,
1,charger_7_1,3,78,,
1,charger_7_1,2,78,,
1,charger_7_1,1,78,,
1,charger_7_1,0,78,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,73
1,charger_7_1,13,78,,
1,charger_7_1,12,78,,
1,charger_7_1,11,78,,
1,charger_7_1,10,78,,
1,charger_7_1,9,78,,
1,charger_7_1,8,78,,
1,charger_7_1,7,78,,
1,charger_7_1,6,78,,
1,charger_7_1,5,78,,
1,charger_7_1,4,78,,
1,charger_7_1,3,78,,
1,charger_7_1,2,78,,
1,charger_7_1,1,78,,
1,charger_7_1,0,78,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,72
1,charger_7_1,12,80,,
1,charger_7_1,11,80,,
1,charger_7_1,10,80,,
1,charger_7_1,9,80,,
1,charger_7_1,8,80,,
1,charger_7_1,7,80,,
1,charger_7_1,6,80,,
1,charger_7_1,5,80,,
1,charger_7_1,4,80,,
1,charger_7_1,3,80,,
1,charger_7_1,2,80,,
1,charger_7_1,1,80,,
1,charger_7_1,0,80,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,74
1,charger_7_1,14,80,,
1,charger_7_1,13,80,,
1,charger_7_1,12,80,,
1,charger_7_1,11,80,,
1,charger_7_1,10,80,,
1,charger_7_1,9,80,,
1,charger_7_1,8,80,,
1,charger_7_1,7,80,,
1,charger_7_1,6,80,,
1,charger_7_1,5,80,,
1,charger_7_1,4,80,,
1,charger_7_1,3,80,,
1,charger_7_1,2,80,,
1,charger_7_1,1,80,,
1,charger_7_1,0,80,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,74
1,charger_7_1,14,80,,
1,charger_7_1,13,80,,
1,charger_7_1,12,80,,
1,charger_7_1,11,80,,
1,charger_7_1,10,80,,
1,charger_7_1,9,80,,
1,charger_7_1,8,80,,
1,charger_7_1,7,80,,
1,charger_7_1,6,80,,
1,charger_7_1,5,80,,
1,charger_7_1,4,80,,
1,charger_7_1,3,80,,
1,charger_7_1,2,80,,
1,charger_7_1,1,80,,
1,charger_7_1,0,80,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,74
1,charger_7_1,14,81,,
1,charger_7_1,13,81,,
1,charger_7_1,12,81,,
1,charger_7_1,11,81,,
1,charger_7_1,10,81,,
1,charger_7_1,9,81,,
1,charger_7_1,8,81,,
1,charger_7_1,7,81,,
1,charger_7_1,6,81,,
1,charger_7_1,5,81,,
1,charger_7_1,4,81,,
1,charger_7_1,3,81,,
1,charger_7_1,2,81,,
1,charger_7_1,1,81,,
1,charger_7_1,0,81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,75
1,charger_7_1,18,81,,
1,charger_7_1,17,81,,
1,charger_7_1,16,81,,
1,charger_7_1,15,81,,
1,charger_7_1,14,81,,
1,charger_7_1,13,81,,
1,charger_7_1,12,81,,
1,charger_7_1,11,81,,
1,charger_7_1,10,81,,
1,charger_7_1,9,81,,
1,charger_7_1,8,81,,
1,charger_7_1,7,81,,
1,charger_7_1,6,81,,
1,charger_7_1,5,81,,
1,charger_7_1,4,81,,
1,charger_7_1,3,81,,
1,charger_7_1,2,81,,
1,charger_7_1,1,81,,
1,charger_7_1,0,81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,76
1,charger_7_1,18,81,,
1,charger_7_1,17,81,,
1,charger_7_1,16,81,,
1,charger_7_1,15,81,,
1,charger_7_1,14,81,,
1,charger_7_1,13,81,,
1,charger_7_1,12,81,,
1,charger_7_1,11,81,,
1,charger_7_1,10,81,,
1,charger_7_1,9,81,,
1,charger_7_1,8,81,,
1,charger_7_1,7,81,,
1,charger_7_1,6,81,,
1,charger_7_1,5,81,,
1,charger_7_1,4,81,,
1,charger_7_1,3,81,,
1,charger_7_1,2,81,,
1,charger_7_1,1,81,,
1,charger_7_1,0,81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,76
1,charger_7_1,14,81,,
1,charger_7_1,13,81,,
1,charger_7_1,12,81,,
1,charger_7_1,11,81,,
1,charger_7_1,10,81,,
1,charger_7_1,9,81,,
1,charger_7_1,8,81,,
1,charger_7_1,7,81,,
1,charger_7_1,6,81,,
1,charger_7_1,5,81,,
1,charger_7_1,4,81,,
1,charger_7_1,3,81,,
1,charger_7_1,2,81,,
1,charger_7_1,1,81,,
1,charger_7_1,0,81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_7_1,,,0,75
1,charger_7_1,13,81,,
1,charger_7_1,12,81,,
1,charger_7_1,11,81,,
1,charger_7_1,10,81,,
1,charger_7_1,9,81,,
1,charger_7_1,8,81,,
