electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_10_1,9,88,,
1,charger_10_1,8,88,,
1,charger_10_1,7,88,,
1,charger_10_1,6,88,,
1,charger_10_1,5,88,,
1,charger_10_1,4,88,,
1,charger_10_1,3,88,,
1,charger_10_1,2,88,,
1,charger_10_1,1,88,,
1,charger_10_1,0,88,,
3,,,,,
2,charger_10_1,,,0,79
1,charger_10_1,21,88,,
1,charger_10_1,20,88,,
1,charger_10_1,19,88,,
1,charger_10_1,18,88,,
1,charger_10_1,17,88,,
1,charger_10_1,16,88,,
1,charger_10_1,15,88,,
1,charger_10_1,14,88,,
1,charger_10_1,13,88,,
1,charger_10_1,12,88,,
1,charger_10_1,11,88,,
1,charger_10_1,10,88,,
1,charger_10_1,9,88,,
1,charger_10_1,8,88,,
1,charger_10_1,7,88,,
1,charger_10_1,6,88,,
1,charger_10_1,5,88,,
1,charger_10_1,4,88,,
1,charger_10_1,3,88,,
1,charger_10_1,2,88,,
1,charger_10_1,1,88,,
1,charger_10_1,0,88,,
3,,,,,
2,charger_10_1,,,0,87
1,charger_10_1,19,88,,
1,charger_10_1,18,88,,
1,charger_10_1,17,88,,
1,charger_10_1,16,88,,
1,charger_10_1,15,88,,
1,charger_10_1,14,88,,
1,charger_10_1,13,88,,
1,charger_10_1,12,88,,
1,charger_10_1,11,88,,
1,charger_10_1,10,88,,
1,charger_10_1,9,88,,
1,charger_10_1,8,88,,
1,charger_10_1,7,88,,
1,charger_10_1,6,88,,
1,charger_10_1,5,88,,
1,charger_10_1,4,88,,
1,charger_10_1,3,88,,
1,charger_10_1,2,88,,
1,charger_10_1,1,88,,
1,charger_10_1,0,88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_10_1,,,0,88
1,charger_10_1,13,84,,
1,charger_10_1,12,84,,
1,charger_10_1,11,84,,
1,charger_10_1,10,84,,
1,charger_10_1,9,84,,
1,charger_10_1,8,84,,
1,charger_10_1,7,84,,
1,charger_10_1,6,84,,
1,charger_10_1,5,84,,
1,charger_10_1,4,84,,
1,charger_10_1,3,84,,
1,charger_10_1,2,84,,
1,charger_10_1,1,84,,
1,charger_10_1,0,84,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_10_1,,,0,84
1,charger_10_1,13,84,,
1,charger_10_1,12,84,,
1,charger_10_1,11,84,,
1,charger_10_1,10,84,,
1,charger_10_1,9,84,,
1,charger_10_1,8,84,,
1,charger_10_1,7,84,,
1,charger_10_1,6,84,,
1,charger_10_1,5,84,,
1,charger_10_1,4,84,,
1,charger_10_1,3,84,,
1,charger_10_1,2,84,,
1,charger_10_1,1,84,,
1,charger_10_1,0,84,,
3,,,,,
3,,,,,
3,,,,,
