electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_12_1,9,88,,
1,charger_12_1,8,88,,
1,charger_12_1,7,88,,
1,charger_12_1,6,88,,
1,charger_12_1,5,88,,
1,charger_12_1,4,88,,
1,charger_12_1,3,88,,
1,charger_12_1,2,88,,
1,charger_12_1,1,88,,
1,charger_12_1,0,88,,
2,charger_12_1,,,0,79
1,charger_12_1,22,88,,
1,charger_12_1,21,88,,
1,charger_12_1,20,88,,
1,charger_12_1,19,88,,
1,charger_12_1,18,88,,
1,charger_12_1,17,88,,
1,charger_12_1,16,88,,
1,charger_12_1,15,88,,
1,charger_12_1,14,88,,
1,charger_12_1,13,88,,
1,charger_12_1,12,88,,
1,charger_12_1,11,88,,
1,charger_12_1,10,88,,
1,charger_12_1,9,88,,
1,charger_12_1,8,88,,
1,charger_12_1,7,88,,
1,charger_12_1,6,88,,
1,charger_12_1,5,88,,
1,charger_12_1,4,88,,
1,charger_12_1,3,88,,
1,charger_12_1,2,88,,
1,charger_12_1,1,88,,
1,charger_12_1,0,88,,
2,charger_12_1,,,0,87
1,charger_12_1,21,88,,
1,charger_12_1,20,88,,
1,charger_12_1,19,88,,
1,charger_12_1,18,88,,
1,charger_12_1,17,88,,
1,charger_12_1,16,88,,
1,charger_12_1,15,88,,
1,charger_12_1,14,88,,
1,charger_12_1,13,88,,
1,charger_12_1,12,88,,
1,charger_12_1,11,88,,
1,charger_12_1,10,88,,
1,charger_12_1,9,88,,
1,charger_12_1,8,88,,
1,charger_12_1,7,88,,
1,charger_12_1,6,88,,
1,charger_12_1,5,88,,
1,charger_12_1,4,88,,
1,charger_12_1,3,88,,
1,charger_12_1,2,88,,
1,charger_12_1,1,88,,
1,charger_12_1,0,88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,87
1,charger_12_1,14,83,,
1,charger_12_1,13,83,,
1,charger_12_1,12,83,,
1,charger_12_1,11,83,,
1,charger_12_1,10,83,,
1,charger_12_1,9,83,,
1,charger_12_1,8,83,,
1,charger_12_1,7,83,,
1,charger_12_1,6,83,,
1,charger_12_1,5,83,,
1,charger_12_1,4,83,,
1,charger_12_1,3,83,,
1,charger_12_1,2,83,,
1,charger_12_1,1,83,,
1,charger_12_1,0,83,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,83
1,charger_12_1,14,87,,
1,charger_12_1,13,87,,
1,charger_12_1,12,87,,
1,charger_12_1,11,87,,
1,charger_12_1,10,87,,
1,charger_12_1,9,87,,
1,charger_12_1,8,87,,
1,charger_12_1,7,87,,
1,charger_12_1,6,87,,
1,charger_12_1,5,87,,
1,charger_12_1,4,87,,
1,charger_12_1,3,87,,
1,charger_12_1,2,87,,
1,charger_12_1,1,87,,
1,charger_12_1,0,87,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,87
1,charger_12_1,14,96,,
1,charger_12_1,13,96,,
1,charger_12_1,12,96,,
1,charger_12_1,11,96,,
1,charger_12_1,10,96,,
1,charger_12_1,9,96,,
1,charger_12_1,8,96,,
1,charger_12_1,7,96,,
1,charger_12_1,6,96,,
1,charger_12_1,5,96,,
1,charger_12_1,4,96,,
1,charger_12_1,3,96,,
1,charger_12_1,2,96,,
1,charger_12_1,1,96,,
1,charger_12_1,0,96,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,95
1,charger_12_1,13,71,,
1,charger_12_1,12,71,,
1,charger_12_1,11,71,,
1,charger_12_1,10,71,,
1,charger_12_1,9,71,,
1,charger_12_1,8,71,,
1,charger_12_1,7,71,,
1,charger_12_1,6,71,,
1,charger_12_1,5,71,,
1,charger_12_1,4,71,,
1,charger_12_1,3,71,,
1,charger_12_1,2,71,,
1,charger_12_1,1,71,,
1,charger_12_1,0,71,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,70
1,charger_12_1,15,94,,
1,charger_12_1,14,94,,
1,charger_12_1,13,94,,
1,charger_12_1,12,94,,
1,charger_12_1,11,94,,
1,charger_12_1,10,94,,
1,charger_12_1,9,94,,
1,charger_12_1,8,94,,
1,charger_12_1,7,94,,
1,charger_12_1,6,94,,
1,charger_12_1,5,94,,
1,charger_12_1,4,94,,
1,charger_12_1,3,94,,
1,charger_12_1,2,94,,
1,charger_12_1,1,94,,
1,charger_12_1,0,94,,
3,,,,,
2,charger_12_1,,,0,94
1,charger_12_1,22,83,,
1,charger_12_1,21,83,,
1,charger_12_1,20,83,,
1,charger_12_1,19,83,,
1,charger_12_1,18,83,,
1,charger_12_1,17,83,,
1,charger_12_1,16,83,,
1,charger_12_1,15,83,,
1,charger_12_1,14,83,,
1,charger_12_1,13,83,,
1,charger_12_1,12,83,,
1,charger_12_1,11,83,,
1,charger_12_1,10,83,,
1,charger_12_1,9,83,,
1,charger_12_1,8,83,,
1,charger_12_1,7,83,,
1,charger_12_1,6,83,,
1,charger_12_1,5,83,,
1,charger_12_1,4,83,,
1,charger_12_1,3,83,,
1,charger_12_1,2,83,,
1,charger_12_1,1,83,,
1,charger_12_1,0,83,,
2,charger_12_1,,,0,83
1,charger_12_1,19,83,,
1,charger_12_1,18,83,,
1,charger_12_1,17,83,,
1,charger_12_1,16,83,,
1,charger_12_1,15,83,,
1,charger_12_1,14,83,,
1,charger_12_1,13,83,,
1,charger_12_1,12,83,,
1,charger_12_1,11,83,,
1,charger_12_1,10,83,,
1,charger_12_1,9,83,,
1,charger_12_1,8,83,,
1,charger_12_1,7,83,,
1,charger_12_1,6,83,,
1,charger_12_1,5,83,,
1,charger_12_1,4,83,,
1,charger_12_1,3,83,,
1,charger_12_1,2,83,,
1,charger_12_1,1,83,,
1,charger_12_1,0,83,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,83
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,16,82,,
1,charger_12_1,15,82,,
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
2,charger_12_1,,,0,82
1,charger_12_1,21,82,,
1,charger_12_1,20,82,,
1,charger_12_1,19,82,,
1,charger_12_1,18,82,,
1,charger_12_1,17,82,,
1,charger_12_1,16,82,,
1,charger_12_1,15,82,,
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
2,charger_12_1,,,0,82
1,charger_12_1,20,82,,
1,charger_12_1,19,82,,
1,charger_12_1,18,82,,
1,charger_12_1,17,82,,
1,charger_12_1,16,82,,
1,charger_12_1,15,82,,
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
1,charger_12_1,5,82,,
1,charger_12_1,4,82,,
1,charger_12_1,3,82,,
1,charger_12_1,2,82,,
1,charger_12_1,1,82,,
1,charger_12_1,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_12_1,,,0,82
1,charger_12_1,14,82,,
1,charger_12_1,13,82,,
1,charger_12_1,12,82,,
1,charger_12_1,11,82,,
1,charger_12_1,10,82,,
1,charger_12_1,9,82,,
1,charger_12_1,8,82,,
1,charger_12_1,7,82,,
1,charger_12_1,6,82,,
