electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_5_1,10,87,,
1,charger_5_1,9,87,,
1,charger_5_1,8,87,,
1,charger_5_1,7,87,,
1,charger_5_1,6,87,,
1,charger_5_1,5,87,,
1,charger_5_1,4,87,,
1,charger_5_1,3,87,,
1,charger_5_1,2,87,,
1,charger_5_1,1,87,,
1,charger_5_1,0,87,,
2,charger_5_1,,,0,80
1,charger_5_1,22,87,,
1,charger_5_1,21,87,,
1,charger_5_1,20,87,,
1,charger_5_1,19,87,,
1,charger_5_1,18,87,,
1,charger_5_1,17,87,,
1,charger_5_1,16,87,,
1,charger_5_1,15,87,,
1,charger_5_1,14,87,,
1,charger_5_1,13,87,,
1,charger_5_1,12,87,,
1,charger_5_1,11,87,,
1,charger_5_1,10,87,,
1,charger_5_1,9,87,,
1,charger_5_1,8,87,,
1,charger_5_1,7,87,,
1,charger_5_1,6,87,,
1,charger_5_1,5,87,,
1,charger_5_1,4,87,,
1,charger_5_1,3,87,,
1,charger_5_1,2,87,,
1,charger_5_1,1,87,,
1,charger_5_1,0,87,,
2,charger_5_1,,,0,87
1,charger_5_1,20,87,,
1,charger_5_1,19,87,,
1,charger_5_1,18,87,,
1,charger_5_1,17,87,,
1,charger_5_1,16,87,,
1,charger_5_1,15,87,,
1,charger_5_1,14,87,,
1,charger_5_1,13,87,,
1,charger_5_1,12,87,,
1,charger_5_1,11,87,,
1,charger_5_1,10,87,,
1,charger_5_1,9,87,,
1,charger_5_1,8,87,,
1,charger_5_1,7,87,,
1,charger_5_1,6,87,,
1,charger_5_1,5,87,,
1,charger_5_1,4,87,,
1,charger_5_1,3,87,,
1,charger_5_1,2,87,,
1,charger_5_1,1,87,,
1,charger_5_1,0,87,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_5_1,,,0,86
1,charger_5_1,15,100,,
1,charger_5_1,14,100,,
1,charger_5_1,13,100,,
1,charger_5_1,12,100,,
1,charger_5_1,11,100,,
1,charger_5_1,10,100,,
1,charger_5_1,9,100,,
1,charger_5_1,8,100,,
1,charger_5_1,7,100,,
1,charger_5_1,6,100,,
1,charger_5_1,5,100,,
1,charger_5_1,4,100,,
1,charger_5_1,3,100,,
1,charger_5_1,2,100,,
1,charger_5_1,1,100,,
1,charger_5_1,0,100,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_5_1,,,0,99
1,charger_5_1,14,81,,
1,charger_5_1,13,81,,
1,charger_5_1,12,81,,
1,charger_5_1,11,81,,
1,charger_5_1,10,81,,
1,charger_5_1,9,81,,
1,charger_5_1,8,81,,
1,charger_5_1,7,81,,
1,charger_5_1,6,81,,
1,charger_5_1,5,81,,
1,charger_5_1,4,81,,
1,charger_5_1,3,81,,
1,charger_5_1,2,81,,
1,charger_5_1,1,81,,
1,charger_5_1,0,81,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_5_1,,,0,81
1,charger_5_1,13,85,,
1,charger_5_1,12,85,,
1,charger_5_1,11,85,,
1,charger_5_1,10,85,,
1,charger_5_1,9,85,,
1,charger_5_1,8,85,,
1,charger_5_1,7,85,,
1,charger_5_1,6,85,,
1,charger_5_1,5,85,,
1,charger_5_1,4,85,,
1,charger_5_1,3,85,,
1,charger_5_1,2,85,,
1,charger_5_1,1,85,,
1,charger_5_1,0,85,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_5_1,,,0,85
1,charger_5_1,13,85,,
1,charger_5_1,12,85,,
1,charger_5_1,11,85,,
1,charger_5_1,10,85,,
1,charger_5_1,9,85,,
1,charger_5_1,8,85,,
1,charger_5_1,7,85,,
1,charger_5_1,6,85,,
1,charger_5_1,5,85,,
1,charger_5_1,4,85,,
1,charger_5_1,3,85,,
1,charger_5_1,2,85,,
1,charger_5_1,1,85,,
1,charger_5_1,0,85,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_5_1,,,0,85
1,charger_5_1,15,85,,
1,charger_5_1,14,85,,
1,charger_5_1,13,85,,
1,charger_5_1,12,85,,
1,charger_5_1,11,85,,
1,charger_5_1,10,85,,
1,charger_5_1,9,85,,
1,charger_5_1,8,85,,
1,charger_5_1,7,85,,
1,charger_5_1,6,85,,
1,charger_5_1,5,85,,
1,charger_5_1,4,85,,
1,charger_5_1,3,85,,
1,charger_5_1,2,85,,
1,charger_5_1,1,85,,
1,charger_5_1,0,85,,
3,,,,,
2,charger_5_1,,,0,85
1,charger_5_1,21,85,,
1,charger_5_1,20,85,,
1,charger_5_1,19,85,,
1,charger_5_1,18,85,,
1,charger_5_1,17,85,,
1,charger_5_1,16,85,,
1,charger_5_1,15,85,,
1,charger_5_1,14,85,,
1,charger_5_1,13,85,,
1,charger_5_1,12,85,,
1,charger_5_1,11,85,,
1,charger_5_1,10,85,,
1,charger_5_1,9,85,,
1,charger_5_1,8,85,,
1,charger_5_1,7,85,,
1,charger_5_1,6,85,,
1,charger_5_1,5,85,,
1,charger_5_1,4,85,,
1,charger_5_1,3,85,,
1,charger_5_1,2,85,,
1,charger_5_1,1,85,,
1,charger_5_1,0,85,,
3,,,,,
2,charger_5_1,,,0,85
1,charger_5_1,20,85,,
1,charger_5_1,19,85,,
1,charger_5_1,18,85,,
1,charger_5_1,17,85,,
1,charger_5_1,16,85,,
1,charger_5_1,15,85,,
1,charger_5_1,14,85,,
1,charger_5_1,13,85,,
1,charger_5_1,12,85,,
1,charger_5_1,11,85,,
1,charger_5_1,10,85,,
1,charger_5_1,9,85,,
1,charger_5_1,8,85,,
1,charger_5_1,7,85,,
1,charger_5_1,6,85,,
1,charger_5_1,5,85,,
1,charger_5_1,4,85,,
1,charger_5_1,3,85,,
1,charger_5_1,2,85,,
1,charger_5_1,1,85,,
1,charger_5_1,0,85,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
