electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_15_1,8,80,,
1,charger_15_1,7,80,,
1,charger_15_1,6,80,,
1,charger_15_1,5,80,,
1,charger_15_1,4,80,,
1,charger_15_1,3,80,,
1,charger_15_1,2,80,,
1,charger_15_1,1,80,,
1,charger_15_1,0,80,,
3,,,,,
2,charger_15_1,,,0,78
1,charger_15_1,21,87,,
1,charger_15_1,20,87,,
1,charger_15_1,19,87,,
1,charger_15_1,18,87,,
1,charger_15_1,17,87,,
1,charger_15_1,16,87,,
1,charger_15_1,15,87,,
1,charger_15_1,14,87,,
1,charger_15_1,13,87,,
1,charger_15_1,12,87,,
1,charger_15_1,11,87,,
1,charger_15_1,10,87,,
1,charger_15_1,9,87,,
1,charger_15_1,8,87,,
1,charger_15_1,7,87,,
1,charger_15_1,6,87,,
1,charger_15_1,5,87,,
1,charger_15_1,4,87,,
1,charger_15_1,3,87,,
1,charger_15_1,2,87,,
1,charger_15_1,1,87,,
1,charger_15_1,0,87,,
3,,,,,
2,charger_15_1,,,0,85
1,charger_15_1,19,87,,
1,charger_15_1,18,87,,
1,charger_15_1,17,87,,
1,charger_15_1,16,87,,
1,charger_15_1,15,87,,
1,charger_15_1,14,87,,
1,charger_15_1,13,87,,
1,charger_15_1,12,87,,
1,charger_15_1,11,87,,
1,charger_15_1,10,87,,
1,charger_15_1,9,87,,
1,charger_15_1,8,87,,
1,charger_15_1,7,87,,
1,charger_15_1,6,87,,
1,charger_15_1,5,87,,
1,charger_15_1,4,87,,
1,charger_15_1,3,87,,
1,charger_15_1,2,87,,
1,charger_15_1,1,87,,
1,charger_15_1,0,87,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_1,,,3,9
2,charger_15_1,,,2,9
2,charger_15_1,,,1,9
2,charger_15_1,,,0,9
1,charger_15_1,8,79,,
1,charger_15_1,7,79,,
1,charger_15_1,6,79,,
1,charger_15_1,5,79,,
1,charger_15_1,4,79,,
1,charger_15_1,3,79,,
1,charger_15_1,2,79,,
1,charger_15_1,1,79,,
1,charger_15_1,0,79,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_1,,,1,44
2,charger_15_1,,,0,44
1,charger_15_1,11,84,,
1,charger_15_1,10,84,,
1,charger_15_1,9,84,,
1,charger_15_1,8,84,,
1,charger_15_1,7,84,,
1,charger_15_1,6,84,,
1,charger_15_1,5,84,,
1,charger_15_1,4,84,,
1,charger_15_1,3,84,,
1,charger_15_1,2,84,,
1,charger_15_1,1,84,,
1,charger_15_1,0,84,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_1,,,0,49
1,charger_15_1,12,84,,
1,charger_15_1,11,84,,
1,charger_15_1,10,84,,
1,charger_15_1,9,84,,
1,charger_15_1,8,84,,
1,charger_15_1,7,84,,
1,charger_15_1,6,84,,
1,charger_15_1,5,84,,
1,charger_15_1,4,84,,
1,charger_15_1,3,84,,
1,charger_15_1,2,84,,
1,charger_15_1,1,84,,
1,charger_15_1,0,84,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_1,,,1,49
2,charger_15_1,,,0,49
1,charger_15_1,13,84,,
1,charger_15_1,12,84,,
1,charger_15_1,11,84,,
1,charger_15_1,10,84,,
1,charger_15_1,9,84,,
1,charger_15_1,8,84,,
1,charger_15_1,7,84,,
1,charger_15_1,6,84,,
1,charger_15_1,5,84,,
1,charger_15_1,4,84,,
1,charger_15_1,3,84,,
1,charger_15_1,2,84,,
1,charger_15_1,1,84,,
1,charger_15_1,0,84,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_1,,,1,49
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
1,charger_15_1,,86,,
