Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,24.01,0,43.49,8.2,1.8,8.19
1,2,8,0,23.87,0,45.54,7.8,0.24,6.12
1,3,8,0,23.81,0,46.82,8.2,0,5.87
1,4,8,0,23.69,0,48.43,6.8,0.24,4.24
1,5,8,0,23.61,0,49.92,6.7,0.36,3.73
1,6,8,0,23.48,0,51.13,5.6,2.16,2.81
1,7,8,0,23.46,0,51.72,6.8,0.96,3.07
1,8,8,0,23.5,0,51.83,7.1,23.76,3.74
1,9,8,0,23.66,0,50.91,8.4,9.72,8.76
1,10,8,0,23.81,0,49.26,8.3,3.72,12.24
1,11,8,0,23.94,0,47.28,10.7,10.2,17.54
1,12,8,0,24.06,0,45.52,12.7,2.28,21.86
1,13,8,0,24.07,0,44.5,8.6,3.72,20.21
1,14,8,0,24.07,0,43.41,11.7,11.4,27.25
1,15,8,0,24.07,0,42.37,12.9,0.72,30.7
1,16,8,0,24.08,0,41.68,15.4,4.92,34.81
1,17,8,0,24.08,0,41.48,13.2,7.56,29.38
1,18,8,0,24.08,0,41.87,11.6,1.8,23.22
1,19,8,0,24.07,0,42.58,14.1,5.4,26.17
1,20,8,0,24.07,0,42.87,17.3,1.92,28.73
1,21,8,0,24.07,0,42.88,13.7,6.72,22.76
1,22,8,0,24.07,0,42.93,15.8,7.56,23.96
1,23,8,0,24.07,0,42.75,15.1,2.04,21.29
1,24,8,0,24.07,0,42.55,15.8,0.36,20.37
1,1,4,0,24.07,0,42.88,14.7,0.24,16.97
1,2,4,0,24.01,0,44.53,8.7,2.16,8
1,3,4,0,23.84,0,46.57,7.6,0.24,5.34
1,4,4,0,23.59,0,48.65,5.9,0.12,3.06
1,5,4,0,23.37,0,50.37,5.4,0,2.13
1,6,4,0,23.36,0,50.74,8.1,0.6,2.61
1,7,4,0,23.12,0,51.37,5.1,1.2,1.07
1,8,4,0,23.23,0,50.65,9.9,11.52,2.41
1,9,4,0,23.38,0,49.21,11.5,16.56,3.25
1,10,4,0,23.41,0,47.98,11,10.2,3.11
1,11,4,0,23.48,0,47.15,11.6,5.4,3.87
1,12,4,0,23.58,0,46.32,12,11.4,6.3
1,13,4,0,23.64,0,45.38,12.8,3.96,6.78
1,14,4,0,23.72,0,43.72,13.9,1.2,7.84
1,15,4,0,23.88,0,41.56,17.1,0.84,10.97
1,16,4,0,23.76,0,40.22,10.8,1.92,6.68
1,17,4,0,23.72,0,39.07,11.2,0.48,7.09
1,18,4,0,23.66,0,38.49,12.6,3.84,4.81
1,19,4,0,23.69,0,38.09,14.7,6.24,6
1,20,4,0,23.76,0,37.6,17.5,3.72,7.09
1,21,4,0,23.78,0,37.28,18.7,2.16,7
1,22,4,0,23.67,0,37.58,16.1,12.6,4.44
1,23,4,0,23.75,0,37.2,20.9,1.68,6.7
1,24,4,0,23.68,0,36.98,19.4,0.84,4.57
1,1,5,0,23.41,0,37.24,14.6,0.36,1.95
1,2,5,0,23.13,0,37.87,11.6,0.6,1.04
1,3,5,0,23.09,0,38.2,13.8,0,1.39
1,4,5,0,22.99,0,38.61,12.9,1.68,1.03
1,5,5,0,22.92,0,38.82,12.4,0.12,0.83
1,6,5,0,22.87,0,38.88,11.9,0.48,0.69
1,7,5,0,22.85,0,38.67,12.8,12.12,0.77
1,8,5,0,22.79,0,38.31,9.7,16.92,0.42
1,9,5,0,22.96,0,37.33,13.2,9,1.33
1,10,5,0,23.27,0,35.94,13.2,15.24,2.71
1,11,5,0,23.56,0,34.72,14.9,5.88,6.5
1,12,5,0,23.64,0,34.15,11.5,1.56,7.54
1,13,5,0,23.72,0,33.79,11.2,0.48,10.33
1,14,5,0,23.9,0,33.46,13.3,1.68,14.25
