market_date,filename,url,periods,raw_sha256
2023-01-01,marginalpdbcpt_20230101.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230101.1,24,2b1d865d150441aeea93e52264ab6caa6aa77ef9f599521ab45383b5b6928492
2023-01-02,marginalpdbcpt_20230102.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230102.1,24,a8fd0d9c169c3095738b365d19f94ce209b6100ed60b3115774864415a6b16c9
2023-01-03,marginalpdbcpt_20230103.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230103.1,24,b81a10a2279297679957e9051d5e7c3154783db015cccccf306659ce4a1a6bdb
2023-01-04,marginalpdbcpt_20230104.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230104.1,24,09393b0794aac5be4a9bddffbc5dc8c6cecc605a59681eef394d058abd35bc5d
2023-01-05,marginalpdbcpt_20230105.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230105.1,24,bc03b1f7e913b768661006c254f1c534b5858d61f3638f5954432be7f409cab6
2023-01-06,marginalpdbcpt_20230106.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230106.1,24,d64fd8533ebee701437816adfe931670d548371c65da7e4ef99724c9b42b9b2b
2023-01-07,marginalpdbcpt_20230107.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230107.1,24,3ee94523856c53eb61b41397443a0eec383449d483095ecc14035d98845d2907
2023-01-08,marginalpdbcpt_20230108.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230108.1,24,07e652ded1ab55ba5b3fec76b02915edabf1b00e7f98a67a99e4e3763ec02824
2023-01-09,marginalpdbcpt_20230109.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230109.1,24,525ddbe7ecc43435dcf291fdfd0217f2f20a27b257032b7f1812b4058a593778
2023-01-10,marginalpdbcpt_20230110.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230110.1,24,9e73c8400620bdb4b2255ddc2da0004ce980ec62766e418ed804d339083943bc
2023-01-11,marginalpdbcpt_20230111.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230111.1,24,3123b67e955cafc156d615e4b8722336cf69447859a5671b0c6e10a41cff93c0
2023-01-12,marginalpdbcpt_20230112.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230112.1,24,1cccdf9f893dae887837d7bc224a436138dd5d9a73bb06c4bbf1f1bbd6b43ff8
2023-01-13,marginalpdbcpt_20230113.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230113.1,24,d05045adaaa0590eef8ed6166111cf180f55b6f8a323cd5c8e2b3ba4066c396e
2023-01-14,marginalpdbcpt_20230114.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230114.1,24,f24ce6d82e9787c4895ed56c74d10b44758d50041cbc49b48e0f4058ecbb716c
2023-01-15,marginalpdbcpt_20230115.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230115.1,24,490160acbc2da98f290feab669122cc79d16528549935301d7504c13b40739ca
2023-01-16,marginalpdbcpt_20230116.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230116.1,24,f00b4f1f1aee0d527863c41b412c29bb0e6b0e915eb96090dc3f7c29d4d1277e
2023-01-17,marginalpdbcpt_20230117.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230117.1,24,4a697757ab6b2791355f4b0b427e2119d0760e9452b5d4c56d61e9b6aacde388
2023-01-18,marginalpdbcpt_20230118.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230118.1,24,d475a88f9e7553eb77b202b28ad20c137384ad0a2f961a0c0f3518155e1d1ef0
2023-01-19,marginalpdbcpt_20230119.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230119.1,24,e9774698723910aa68d31acae2fd46c16f5be1742c83febc03704abe0b602664
2023-01-20,marginalpdbcpt_20230120.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230120.1,24,4004ebeea1204362674981752265cc0d12526cd497633a2382ac12cff199437f
2023-01-21,marginalpdbcpt_20230121.3,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230121.3,24,5193c78dc0e8b3d54a5cc08137f4d89e5572e3527e226c2ac278bc72a520bd73
2023-01-22,marginalpdbcpt_20230122.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230122.1,24,36bfc830fdb3fa096129f5f6de9103ce84b3025a8eda91272e1b7cd38327129b
2023-01-23,marginalpdbcpt_20230123.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230123.1,24,225c0338986b74f223a55f15a84e25fca06a11c8a1b52db2b671a09d3fb04933
2023-01-24,marginalpdbcpt_20230124.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230124.1,24,9c63fec32eb3502b3c5dc46a89131a15049a92c853a8ba54030f1d26a956b3fd
2023-01-25,marginalpdbcpt_20230125.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230125.1,24,a234347a6bfe7f7341c9bbf25255305b794a8b01c67868a4eea9bf7f8038e617
2023-01-26,marginalpdbcpt_20230126.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230126.1,24,eec33b7e5ef6864000c4510ae47b996646fbcc21d5d8c4c138cdbe3b8b2ec0d8
2023-01-27,marginalpdbcpt_20230127.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230127.1,24,3b28c8ffe50e6a0ff0a48403ec93947b253070ff636b04ea417d05a0e65cffb2
2023-01-28,marginalpdbcpt_20230128.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230128.1,24,a48525d326ee1a83ffa639c41a6bc224526619c4eeb8177b693bfa80037df0df
2023-01-29,marginalpdbcpt_20230129.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230129.1,24,7d9e20e7d4badc48f9c6f3b9644963596b54efa1ac6d874e7b51f6a580a86e31
2023-01-30,marginalpdbcpt_20230130.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230130.1,24,7c2f02701fd8c63bd8be81ceb82e0b5068cf0cec90eef6c52dc5d68c72d957b8
2023-01-31,marginalpdbcpt_20230131.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230131.1,24,d17187c71012cc0e8777e8a4b45d8572b1a7b63760317c42424371e8e35b30ce
2023-02-01,marginalpdbcpt_20230201.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230201.1,24,2b8a452a0e68d02929f3fff4cd2a0c7eea4cacf17b5675101c6e029e9d4ecc1b
2023-02-02,marginalpdbcpt_20230202.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230202.1,24,bedfb00ab7315c948a67a5ab6f7bd82ec597e2d5aa65b65c153082da1346ca29
2023-02-03,marginalpdbcpt_20230203.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230203.1,24,92dfcbd425306bcabb4894e6f23bd0d4b954a2de9ecb0d83cdd3334fc9ec97a3
2023-02-04,marginalpdbcpt_20230204.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230204.1,24,ea035dd8e08caeb6ce09ab5607e8566ca0a4cbc32821ed3f8a957f1b4d3f508e
2023-02-05,marginalpdbcpt_20230205.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230205.1,24,1137d31e5388d641885aa3723cf649220b0d4ffe5d71b7e37d7aa3ba69d12789
2023-02-06,marginalpdbcpt_20230206.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230206.1,24,d59c551d5e396ff7b35ecf8049853bf22930d7b4e8e379f144cf39dd874036a4
2023-02-07,marginalpdbcpt_20230207.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230207.1,24,591512e2ecb3d7d9578b49fd004633ae193d5de6a28a35b2bd5b23f6c44ef363
2023-02-08,marginalpdbcpt_20230208.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230208.1,24,4cf639a557b3f988f5f434e693cda9b97b3eebaea21b6e7809212dac00305d96
2023-02-09,marginalpdbcpt_20230209.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230209.1,24,094e52cdd818a4cd7c60ab817f3c439f5bdc7de21e8c1791d6c86bd2ea8e2ace
2023-02-10,marginalpdbcpt_20230210.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230210.1,24,b8fe9a86c1ae41d1d6f68d51930bd2c2febfbd4fae08fe201576e35e6fa12669
2023-02-11,marginalpdbcpt_20230211.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230211.1,24,0acec955badff392557ffa53431d57f3a57e2fbafcdcaf62c9a5e0c29743f86f
2023-02-12,marginalpdbcpt_20230212.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230212.1,24,e61530352a78b843b0f5660a10c2b00b042a6c453e73f4558441ede22d3588c2
2023-02-13,marginalpdbcpt_20230213.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230213.1,24,c57586fe8568df1306c0cf905b9f72349cf07dd6d413f200dcbf29f0bbf4bf2a
2023-02-14,marginalpdbcpt_20230214.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230214.1,24,f3fab1ce75ec9d0816bb2531ae9bb86f786898cc2bbacb398be2ae3296a02775
2023-02-15,marginalpdbcpt_20230215.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230215.1,24,80fa522f5c9e4e65f12653c7a7fe1f0a87f99f045b490afc6f671d7f74128cd8
2023-02-16,marginalpdbcpt_20230216.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230216.1,24,91759660f076664265876ed9d8164779def46badf2ac23f771fc88faf447dca7
2023-02-17,marginalpdbcpt_20230217.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230217.1,24,2ef1838b3bcca6668831351a660046e785387eded1aade3935bc6e135a1239c2
2023-02-18,marginalpdbcpt_20230218.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230218.1,24,256045e637fb70e70234ff7cd41654870aa47ae98b1164a233280cc6fdf445b9
2023-02-19,marginalpdbcpt_20230219.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230219.1,24,106b9202abd5c0cbd17b8bafc78c1422cf352d2d6530abf2f0b17299d5f6342a
2023-02-20,marginalpdbcpt_20230220.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230220.1,24,4df0b5dcbf2eccdff77f3991989f03dd57f0b7e54065d51167016500480fb3f5
2023-02-21,marginalpdbcpt_20230221.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230221.1,24,79b002c1f6a989171cd06cebec1b3fee53296480abacdac417c5c457b3410da7
2023-02-22,marginalpdbcpt_20230222.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230222.1,24,6a6caa4ab44aaf2013a2aa3608ec3e8ae460984e1cb3587b9a7c3e3909d6895b
2023-02-23,marginalpdbcpt_20230223.2,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230223.2,24,bd2577c30918b6c940fa104c4f14822ae03a2789d95dc3c6777bce05993db627
2023-02-24,marginalpdbcpt_20230224.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230224.1,24,8cf9300a721e27675f8a224c4663a43ce326a2ec8e2e5a0e10af73b1331a030a
2023-02-25,marginalpdbcpt_20230225.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230225.1,24,11e4164cf283a6d091760fc5e48c0e7d0834f0f3576b72344fcb13a919f3e5e0
2023-02-26,marginalpdbcpt_20230226.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230226.1,24,e836897c53b9efe37fd91209f397964179ee5186abd90c33df8a1c3a41ac69a0
2023-02-27,marginalpdbcpt_20230227.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230227.1,24,f1fb9d995bdb7fa38e63abbd7eeff8e86453d9328dafb7f8dd91c3b9147ec9df
2023-02-28,marginalpdbcpt_20230228.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230228.1,24,6b90cb99049f60ea6ec1981e6912c7211397a4f22990ad659bc52fef319ba751
2023-03-01,marginalpdbcpt_20230301.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230301.1,24,840bfa170c1c0d745b28e08450eb5f96a64f949a8776ffc41e90786d8a27c6a3
2023-03-02,marginalpdbcpt_20230302.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230302.1,24,a0c53e72ed6a392a346c016f12b83d1c50a273d79fb514e3c4e590c8f3732e03
2023-03-03,marginalpdbcpt_20230303.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230303.1,24,0f3496c42568c0026d085b0df53f08a2c6780ab68ebeba32cd12c5e9c09b23ad
2023-03-04,marginalpdbcpt_20230304.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230304.1,24,a8a067e0e0afee815604362dc9e9c86500da688a48aee3fbf7af0f90d726adf2
2023-03-05,marginalpdbcpt_20230305.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230305.1,24,e6099f297d407d74feadc55250d72008125fb810ab7c46365f47c52f0b9ec007
2023-03-06,marginalpdbcpt_20230306.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230306.1,24,b08bb91ba62a93b87143e0e70e8b332cc1d1fc687a04740944ee03e71e9fc431
2023-03-07,marginalpdbcpt_20230307.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230307.1,24,53771a257bc37e7e25885c561f97060bf90ccb0b490e3120e714eca35c11fce2
2023-03-08,marginalpdbcpt_20230308.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230308.1,24,85f9ee7b2ed2b8fa5e7a8a672827969a714b54340c8113e735c2190c61137240
2023-03-09,marginalpdbcpt_20230309.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230309.1,24,e809b97d704e18aeadb162eb42695e5357e1ae771eaa1ec833b77fdf01153313
2023-03-10,marginalpdbcpt_20230310.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230310.1,24,9fc3a7c44f28604dd74a203cd9317628b45faf1bca458f44f0f2ebe7a4f8bbec
2023-03-11,marginalpdbcpt_20230311.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230311.1,24,1382653801af451c400530fd116e9560033d09b16070e4ab4823941faa31ed13
2023-03-12,marginalpdbcpt_20230312.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230312.1,24,d47dec92e2f5a6748aa87e9ac5e14b6b0b7b62c535cbcd2a1be92f9e6cfac96d
2023-03-13,marginalpdbcpt_20230313.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230313.1,24,8a8e31e0d9eba845815d8eb25afcb5163dd4af6f068a22fcaa5b04d8ce64f534
2023-03-14,marginalpdbcpt_20230314.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230314.1,24,70bc3390aaa81ffb344caf67d96709c4e2384df2967235ab0026e3c781e20c68
2023-03-15,marginalpdbcpt_20230315.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230315.1,24,2f4b3964da2453fad952c64620c5b241fe7c7a5ec8aa26732ec0441486b92f48
2023-03-16,marginalpdbcpt_20230316.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230316.1,24,bee85d4082bfcca05fbb79b1c1aaa012d54b58ba326f07d4386065c895a0572a
2023-03-17,marginalpdbcpt_20230317.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230317.1,24,1b0940948cc178ad370a80640a7abb10694a33ea000b9c0f661d2d3bf91d7fc0
2023-03-18,marginalpdbcpt_20230318.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230318.1,24,02f3ae8fdb5d3c561c5b7e0bbbfc6718b1a3e2f958b526bd7c367043072ac9ea
2023-03-19,marginalpdbcpt_20230319.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230319.1,24,41eedc42cf4b8811d39317358df6cb0eab04b9ee86783144d4e3730174609cec
2023-03-20,marginalpdbcpt_20230320.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230320.1,24,659ea782d68d3415bf9de4a11c664910910b523c50f4f9fae3cab8754084f3dc
2023-03-21,marginalpdbcpt_20230321.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230321.1,24,2e61123b3599bf7d7d2f374a2202505af31351edfbbc1abb03e75261fa6a37fb
2023-03-22,marginalpdbcpt_20230322.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230322.1,24,b533f3d5e7361031a66b0bea8f7247c0b186c4a7efbe36b18d4ad139ee944255
