Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW],Occupant Count [people],Temperature Set Point [C],HVAC Mode [Off/Cooling/Heating]
6,1,1,1,27.3379489434958,0,59.8788140016393,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,2,1,1,27.2356566510284,0,59.9971648101971,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,3,1,1,27.1387782275827,0,60.2840639295413,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,4,1,1,27.0504754517899,0,60.6492348459515,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,5,1,1,26.9735356160077,0,60.9016416297421,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,6,1,1,27.2172530180209,0,60.5388098100373,11.495944141315,0.0,0.0,0,12.0745,13.4082595169468,30,0
6,7,1,1,27.5624584509415,0,59.9654071250424,11.495944141315,0.0,0.0,0,95.1272,13.4082595169468,30,0
6,8,1,1,27.8843145962666,0,59.5664328773412,11.495944141315,0.0,0.0,0,253.607,13.4082595169468,30,0
6,9,1,1,28.1494392540512,0,59.2474816300268,11.495944141315,0.0,0.0,0,419.096,13.4082595169468,30,0
6,10,1,1,28.355997976785,0,58.9271432662642,11.495944141315,0.0,0.0,0,562.741,13.4082595169468,30,0
6,11,1,1,28.4554804880682,0,58.7694558129572,11.495944141315,0.0,0.0,0,642.262,13.4082595169468,30,0
6,12,1,1,28.6086657969208,0,58.5902004724831,11.495944141315,0.0,0.0,0,676.939,13.4082595169468,30,0
6,13,1,1,28.7894126315257,0,58.2606141618083,11.495944141315,0.0,0.0,0,670.825,13.4082595169468,30,0
6,14,1,1,28.9760727893117,0,57.7812084033749,11.495944141315,0.0,0.0,0,621.525,13.4082595169468,30,0
6,15,1,1,29.2750890904338,0,57.4358049069878,11.495944141315,0.0,0.0,0,530.373,13.4082595169468,30,0
6,16,1,1,29.5801347047255,0,58.1602339445438,11.495944141315,0.0,0.0,0,400.258,13.4082595169468,30,0
6,17,1,1,29.8182237678049,0,59.4441048949124,11.495944141315,0.0,0.0,0,235.398,13.4082595169468,30,0
6,18,1,1,29.8507037105237,0,60.2264007901256,9.27775041704389,0.0,0.0,0,87.1374,0.0,30,0
6,19,1,1,29.6563547709739,0,60.0788602089518,9.27775041704389,0.0,0.0,0,9.35545,0.0,30,0
6,20,1,1,29.3480119233209,0,60.2027393841805,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,21,1,1,29.1069687273981,0,60.5785774801226,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,22,1,1,28.9236447424352,0,61.0320899096213,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,23,1,1,28.7736804272314,0,61.4162576597282,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,24,1,1,28.6531250586397,0,61.6980891662574,9.27775041704389,0.0,0.0,0,0.0,0.0,30,0
6,1,2,1,28.6334874906766,0,61.5829418250335,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,2,2,1,28.5812705478546,0,61.5045347487992,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,3,2,1,28.5033750582581,0,61.5105596065656,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,4,2,1,28.406337020984,0,61.6082012412466,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,5,2,1,28.3238572356716,0,61.6770567820949,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,6,2,1,25.9816273229568,0,50.2662791995699,15.3279255217533,0.0,142.242849576311,0,7.35348,26.8165190338935,26,1
6,7,2,1,25.9225006140819,0,49.9931323022131,26.6101370602148,0.0,87.7586441210961,0,89.2398,53.6330380677869,26,1
6,8,2,1,25.9898587999733,0,49.9781285395505,56.7299065997691,0.0,137.318387352577,0,238.795,254.756930821988,26,1
6,9,2,1,25.9999999988777,0,49.9693054435132,48.3488351711977,0.0,136.371672825964,0,386.274,254.756930821988,26,1
6,10,2,1,25.9999999999999,0,49.9875014465235,46.4147417646043,0.0,136.053910529988,0,558.966,254.756140010003,26,1
6,11,2,1,25.9999999999999,0,49.9999859992146,48.3488351711977,0.0,135.42846939893,0,579.218,254.756930821988,26,1
6,12,2,1,25.9999999999999,0,50.0024208166336,49.3520873072429,4.22486025682972,125.899698438524,0,554.09,134.082178952634,26,1
6,13,2,1,25.9999999999999,0,49.9871131411824,49.9605796766922,4.18587829360581,139.195217678864,0,529.468,254.756930821988,26,1
6,14,2,1,25.9999999999999,0,49.9877452825899,46.4147417646043,1.65650483728134,140.783966857967,0,471.897,254.756140010003,26,1
6,15,2,1,25.9999999999999,0,49.985231399729,46.4147417646043,1.26736494767953,148.499414776696,0,443.519,254.756930821988,26,1
6,16,2,1,25.9999999999999,0,49.9866787290094,49.3158818744944,3.02578076173284,153.401615800567,0,374.987,254.756930821988,26,1
6,17,2,1,25.9999999999999,0,49.9959020763925,39.1455387703235,0.949911607849397,126.130922360424,0,244.04,80.4495571016802,26,1
6,18,2,1,26.0,0,49.980633854912,19.1961123349402,0.937713581481055,98.6668891135763,0,86.8898,26.8165190338935,26,1
6,19,2,1,25.9999999999999,0,49.9428738725808,16.6173211261489,0.0,84.3647962588751,0,9.33897,26.8165190338935,26,1
6,20,2,1,26.0,0,49.9077054307403,16.6173211261489,0.0,69.8396290087286,0,0.0,26.8165190338935,26,1
6,21,2,1,25.9999999999999,0,49.9324562457412,15.3279255217533,0.0,60.2767098991742,0,0.0,26.8165190338935,26,1
6,22,2,1,27.4050762086504,0,46.1732844366835,15.3279255217533,0.0,0.0,0,0.0,13.4082595169468,30,0
6,23,2,1,27.9557432102957,0,43.4219617063228,15.3279255217533,0.0,0.0,0,0.0,13.4082595169468,30,0
6,24,2,1,27.8596544597896,0,42.1446429321018,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,1,3,1,27.7846192613431,0,40.985511672346,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,2,3,1,27.7143239231798,0,40.0701753334982,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,3,3,1,27.6395936193358,0,39.6783362629926,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,4,3,1,27.5578887919044,0,39.5742294566285,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,5,3,1,27.4933987623515,0,39.5280980319914,12.3703338893919,0.0,0.0,0,0.0,0.0,30,0
6,6,3,1,25.9413363146009,0,49.812813282555,15.3279255217533,0.0,80.0688708183515,0,12.8719,26.8165190338935,26,1
6,7,3,1,25.9056632656516,0,49.9778896973325,26.6101370602148,0.0,64.4441692174908,0,99.5762,53.6330380677869,26,1
6,8,3,1,25.9869281840997,0,49.9640600108572,56.7299065997691,0.0,116.350028352639,0,261.26,254.756930821988,26,1
6,9,3,1,25.999999900245,0,49.9824261569342,48.3488351711977,0.0,118.337793133501,0,439.149,254.756930821988,26,1
6,10,3,1,25.9999999999999,0,49.9914690978131,46.4147417646043,0.0,120.748923308491,0,578.797,254.756140010003,26,1
6,11,3,1,25.9999999999999,0,49.995531263641,48.3488351711977,1.02088113925858,122.617930519978,0,674.65,254.756930821988,26,1
6,12,3,1,25.9999999999999,0,50.0008300145661,49.3520873072429,4.22987863465507,114.832610280735,0,718.233,134.082178952634,26,1
6,13,3,1,25.9999999999999,0,49.9890518238557,49.9605796766922,3.13729035367701,128.909708663889,0,713.124,254.756930821988,26,1
6,14,3,1,25.9999999999999,0,49.9842362107303,46.4147417646043,1.96269493928104,132.413562497877,0,662.198,254.756140010003,26,1
6,15,3,1,25.9999999999999,0,49.9820306825766,46.4147417646043,1.94651642702267,135.481624122602,0,561.24,254.756930821988,26,1
6,16,3,1,25.9999999999999,0,49.9878846812068,49.3158818744944,3.02400479040537,137.781133041829,0,426.856,254.756930821988,26,1
6,17,3,1,25.9999999999999,0,50.0328445127878,39.1455387703235,0.950181126845241,106.268193286715,0,247.332,80.4495571016802,26,1
6,18,3,1,25.9999999999999,0,49.9924798821962,19.1961123349402,0.935924338224005,76.4497995319892,0,91.1951,26.8165190338935,26,1
