Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
15.1666666666666,27.3333333333333,0.0,0.0,14.6904684833113,26.9236918233833,18.7751560390481,53.7927325382311,24.8004779856172,34.7052388929211,74.5860126119839,95.266967742015,0.0,603.270203763116,974.103525207594,0.0
14.7083333333333,30.75,0.0,0.0,17.0599965730597,28.3885909336715,18.747644803189,53.4129694915855,20.4348261360845,40.0090801805082,100.696944331973,94.7408504286248,0.0,726.982380931588,970.649111088397,0.0
14.15,34.3333333333333,0.0,0.0,18.8096073157853,29.2235368906053,18.672489695478,47.6163713453486,18.2289211504802,42.4882752088569,88.8335511489842,83.4768538327025,0.0,857.272357228798,928.707973981733,0.0
13.4916666666666,39.5,0.0,0.0,20.9243448026075,29.553130009275,16.8530432370836,40.0019652794601,15.3618076013731,46.1135628808524,81.7947448803633,76.0722888377315,0.0,977.016135259179,917.217701719521,0.0
12.675,46.0833333333333,1.75,38.8333333333333,23.061378129831,30.692737924012,13.881641682162,34.7547939046604,13.5104329738813,50.9379302134435,81.8631561837034,62.5271681323745,2.32506501228293,997.874397330926,849.522200849361,29.9828658848492
13.0583333333333,50.75,26.4166666666666,443.0,25.0434733083656,30.1399868990392,14.4086165625862,28.490367400408,14.7013589986731,53.4452531698847,91.6205597053896,51.5261967726074,25.0352299293077,1023.92641500029,616.673249716837,421.899927892786
14.7666666666666,53.75,73.5833333333333,604.5,26.3045202518812,28.3336626786872,18.5236846980956,24.3332775339131,17.4064130375033,48.2882255375931,95.4652014735246,42.93512438767,46.2590900801881,981.36571417149,80.3630181086559,716.872793692411
16.8833333333333,53.25,102.166666666666,729.75,28.2936879203721,25.9148071026204,20.1815952921827,21.0248785935469,20.5501094300888,38.7546266138642,96.7592031840937,0.0,67.4907177421506,964.202669828983,0.0,829.533207282478
18.9666666666666,47.9166666666666,90.4166666666666,877.333333333333,29.0378942049581,24.0856285231171,22.0713832148711,17.5390591245226,24.9028545256065,37.200920324641,85.6800639706314,0.0,74.5158850741296,947.749517534482,0.0,934.688356175988
21.025,40.9166666666666,79.8333333333333,964.666666666666,29.8259316279618,22.7258165086794,25.5834618619874,15.9053508843757,28.9783648717335,30.702942327005,77.8797591209042,0.0,91.1396948476223,917.91746006612,0.0,957.040293061793
