Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,21.77,0,38.95,10.7,0.48,6.87
1,2,8,0,21.68,0,41.22,8.6,0.36,5.02
1,3,8,0,21.64,0,42.75,9,0.6,4.83
1,4,8,0,21.63,0,43.33,9.6,0.24,4.93
1,5,8,0,21.52,0,44.28,7.7,0.84,3.66
1,6,8,0,21.46,0,44.78,7.9,1.8,3.58
1,7,8,0,21.45,0,45.05,8.5,9.48,3.73
1,8,8,0,21.55,0,45.15,10.7,14.52,5.05
1,9,8,0,21.69,0,44.36,15,3.48,10.43
1,10,8,0,21.74,0,43.85,11.8,10.68,10.54
1,11,8,0,21.9,0,43.38,16,7.44,17.84
1,12,8,0,21.99,0,42.68,16.4,4.32,22.09
1,13,8,0,21.97,0,42.55,9.8,6.12,16.81
1,14,8,0,21.93,0,42.67,7.5,2.88,13.91
1,15,8,0,21.92,0,42.41,9.2,1.44,14.49
1,16,8,0,21.92,0,41.6,10.4,3.24,13.82
1,17,8,0,21.87,0,41.17,9.1,1.2,11.37
1,18,8,0,21.85,0,41.53,9.3,3,11.58
1,19,8,0,21.94,0,41.69,15.1,2.04,17.03
1,20,8,0,21.98,0,41.1,17.8,4.44,18.65
1,21,8,0,21.97,0,40.26,16.1,3.36,15.31
1,22,8,0,22,0,39.29,21.2,0.84,19.5
1,23,8,0,21.99,0,38.78,19.2,1.44,16.1
1,24,8,0,21.91,0,38.5,15.9,0.96,11.73
1,1,2,0,21.81,0,38.1,14.4,0.48,8.63
1,2,2,0,21.6,0,37.94,10.5,0.6,3.86
1,3,2,0,21.13,0,38.45,7.7,0.24,2.04
1,4,2,0,20.85,0,37.79,7.8,3.6,1.55
1,5,2,0,20.78,0,36.54,7.9,0.24,1.14
1,6,2,0,20.73,0,35.18,7.1,4.32,0.79
1,7,2,0,20.71,0,33.84,8.6,6.6,0.72
1,8,2,0,20.7,0,32.55,9.5,22.2,0.87
1,9,2,0,21.12,0,30.6,14,3.72,3.71
1,10,2,0,21.4,0,29.28,13.1,5.76,7.03
1,11,2,0,21.42,0,28.52,11,12.12,8.48
1,12,2,0,21.51,0,27.22,12.6,5.28,11.79
1,13,2,0,21.48,0,26.41,9,0.6,10.97
1,14,2,0,21.43,0,25.62,7.5,9.48,10.79
1,15,2,0,21.6,0,24.71,9.5,1.92,12.27
1,16,2,0,21.58,0,24.29,8.8,3.12,9.38
1,17,2,0,21.3,0,24.74,10.8,3.84,4.42
1,18,2,0,21.17,0,25.78,11.4,1.68,3.47
