Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
0.5,0.0
1.5,0.0
2.5,0.0
3.5,0.0
4.5,0.0
5.5,0.0
6.5,0.0
7.5,11.0882
8.5,109.836
9.5,191.27
10.5,273.692
11.5,342.301
12.5,312.278
13.5,197.19299999999998
14.5,122.51
15.5,48.9231
16.5,0.0
17.5,0.0
18.5,0.0
19.5,0.0
20.5,0.0
21.5,0.0
22.5,0.0
23.5,0.0
24.5,0.0
25.5,0.0
26.5,0.0
27.5,0.0
28.5,0.0
29.5,0.0
30.5,0.0
31.5,13.718
32.5,261.214
33.5,445.404
34.5,547.31
35.5,586.717
36.5,566.156
37.5,513.769
38.5,386.375
39.5,224.09900000000002
40.5,0.131332
41.5,0.0
42.5,0.0
43.5,0.0
44.5,0.0
45.5,0.0
46.5,0.0
47.5,0.0
48.5,0.0
49.5,0.0
50.5,0.0
51.5,0.0
52.5,0.0
53.5,0.0
54.5,0.0
55.5,15.6739
56.5,219.517
57.5,396.958
58.5,432.04
59.5,496.582
60.5,532.749
61.5,459.056
62.5,415.204
63.5,201.544
64.5,0.888799
65.5,0.0
66.5,0.0
67.5,0.0
68.5,0.0
69.5,0.0
70.5,0.0
71.5,0.0
72.5,0.0
73.5,0.0
74.5,0.0
75.5,0.0
76.5,0.0
77.5,0.0
78.5,0.0
79.5,11.8992
80.5,165.942
81.5,253.752
82.5,377.819
83.5,368.231
84.5,369.301
85.5,172.37
86.5,82.6775
87.5,8.05288
88.5,0.0
89.5,0.0
90.5,0.0
91.5,0.0
92.5,0.0
93.5,0.0
94.5,0.0
95.5,0.0
96.5,0.0
97.5,0.0
98.5,0.0
99.5,0.0
100.5,0.0
101.5,0.0
102.5,0.0
103.5,13.1032
104.5,246.92700000000002
105.5,397.249
106.5,435.87800000000004
107.5,549.925
108.5,535.161
109.5,483.26800000000003
110.5,389.711
111.5,217.47400000000002
112.5,4.4981
113.5,0.0
114.5,0.0
115.5,0.0
116.5,0.0
117.5,0.0
118.5,0.0
119.5,0.0
120.5,0.0
121.5,0.0
122.5,0.0
123.5,0.0
124.5,0.0
125.5,0.0
126.5,0.0
127.5,6.706810000000001
128.5,134.106
129.5,260.117
130.5,294.955
131.5,252.956
132.5,300.626
133.5,240.267
134.5,284.231
135.5,105.054
136.5,0.0
137.5,0.0
138.5,0.0
139.5,0.0
140.5,0.0
141.5,0.0
142.5,0.0
143.5,0.0
144.5,0.0
145.5,0.0
146.5,0.0
147.5,0.0
148.5,0.0
149.5,0.0
150.5,0.0
151.5,12.1373
152.5,153.257
153.5,223.31900000000002
154.5,309.712
155.5,304.73400000000004
156.5,220.27700000000002
157.5,193.34
158.5,190.94799999999998
159.5,96.8756
160.5,0.0
161.5,0.0
162.5,0.0
163.5,0.0
164.5,0.0
165.5,0.0
166.5,0.0
167.5,0.0
168.5,0.0
169.5,0.0
170.5,0.0
171.5,0.0
172.5,0.0
173.5,0.0
174.5,0.0
175.5,14.373
176.5,293.472
177.5,449.281
178.5,572.286
179.5,621.1759999999999
180.5,618.477
181.5,559.786
182.5,439.717
183.5,261.096
184.5,3.7365199999999996
185.5,0.0
186.5,0.0
187.5,0.0
188.5,0.0
189.5,0.0
190.5,0.0
191.5,0.0
192.5,0.0
193.5,0.0
194.5,0.0
195.5,0.0
196.5,0.0
197.5,0.0
198.5,0.0
199.5,12.4549
200.5,304.272
201.5,372.18300000000005
202.5,363.73199999999997
203.5,477.92699999999996
204.5,503.966
205.5,412.249
206.5,411.195
207.5,262.251
208.5,9.11048
209.5,0.0
210.5,0.0
211.5,0.0
212.5,0.0
213.5,0.0
214.5,0.0
215.5,0.0
216.5,0.0
217.5,0.0
218.5,0.0
219.5,0.0
220.5,0.0
221.5,0.0
222.5,0.0
223.5,17.2444
224.5,311.058
225.5,486.20300000000003
226.5,516.34
227.5,497.285
228.5,433.88199999999995
229.5,457.538
230.5,402.142
231.5,259.137
232.5,3.7762
233.5,0.0
234.5,0.0
235.5,0.0
236.5,0.0
237.5,0.0
238.5,0.0
239.5,0.0
240.5,0.0
241.5,0.0
242.5,0.0
243.5,0.0
244.5,0.0
245.5,0.0
246.5,0.0
247.5,6.6234399999999996
248.5,73.2792
249.5,175.86
250.5,124.275
251.5,139.248
252.5,120.277
253.5,185.907
254.5,122.87799999999999
255.5,78.5984
256.5,3.72833
257.5,0.0
258.5,0.0
259.5,0.0
260.5,0.0
261.5,0.0
262.5,0.0
263.5,0.0
264.5,0.0
265.5,0.0
266.5,0.0
267.5,0.0
268.5,0.0
269.5,0.0
270.5,0.0
271.5,2.36485
272.5,45.1992
273.5,59.0102
274.5,106.82700000000001
275.5,131.562
276.5,144.621
277.5,150.281
278.5,113.98899999999999
279.5,39.5911
280.5,0.0
281.5,0.0
282.5,0.0
283.5,0.0
284.5,0.0
285.5,0.0
286.5,0.0
287.5,0.0
288.5,0.0
289.5,0.0
290.5,0.0
291.5,0.0
292.5,0.0
293.5,0.0
294.5,0.0
295.5,2.29354
296.5,55.3806
297.5,92.2063
298.5,150.995
299.5,160.58100000000002
300.5,96.0161
301.5,109.8
302.5,53.2879
303.5,30.1207
304.5,0.0
305.5,0.0
306.5,0.0
307.5,0.0
308.5,0.0
309.5,0.0
310.5,0.0
311.5,0.0
312.5,0.0
313.5,0.0
314.5,0.0
315.5,0.0
316.5,0.0
317.5,0.0
318.5,0.0
319.5,6.8895800000000005
320.5,176.132
321.5,237.484
322.5,345.07199999999995
323.5,250.9
324.5,94.5266
325.5,145.04399999999998
326.5,114.338
327.5,38.9605
328.5,0.0
329.5,0.0
330.5,0.0
331.5,0.0
332.5,0.0
333.5,0.0
334.5,0.0
335.5,0.0
336.5,0.0
337.5,0.0
338.5,0.0
339.5,0.0
340.5,0.0
341.5,0.0
342.5,0.0
343.5,20.7775
344.5,224.23
345.5,505.108
346.5,337.99699999999996
347.5,447.43300000000005
348.5,483.921
349.5,110.20700000000001
350.5,191.778
351.5,167.4
352.5,3.11329
353.5,0.0
354.5,0.0
355.5,0.0
356.5,0.0
357.5,0.0
358.5,0.0
359.5,0.0
360.5,0.0
361.5,0.0
362.5,0.0
363.5,0.0
364.5,0.0
365.5,0.0
366.5,0.0
367.5,17.4529
368.5,330.36699999999996
369.5,540.8580000000001
370.5,658.5930000000001
371.5,713.3789999999999
372.5,708.428
373.5,629.972
374.5,504.769
375.5,319.751
376.5,9.12534
377.5,0.0
378.5,0.0
379.5,0.0
380.5,0.0
381.5,0.0
382.5,0.0
383.5,0.0
384.5,0.0
385.5,0.0
386.5,0.0
387.5,0.0
388.5,0.0
389.5,0.0
390.5,0.0
391.5,5.79905
392.5,112.035
393.5,262.11400000000003
394.5,166.722
395.5,78.7156
396.5,162.009
397.5,440.06
398.5,402.041
399.5,331.43
400.5,41.4557
401.5,0.0
402.5,0.0
403.5,0.0
404.5,0.0
405.5,0.0
406.5,0.0
407.5,0.0
408.5,0.0
409.5,0.0
410.5,0.0
411.5,0.0
412.5,0.0
413.5,0.0
414.5,0.0
415.5,14.8241
416.5,186.416
417.5,385.855
418.5,534.991
419.5,532.247
420.5,515.14
421.5,475.24300000000005
422.5,332.575
423.5,194.93599999999998
424.5,4.45996
425.5,0.0
426.5,0.0
427.5,0.0
428.5,0.0
429.5,0.0
430.5,0.0
431.5,0.0
432.5,0.0
433.5,0.0
434.5,0.0
435.5,0.0
436.5,0.0
437.5,0.0
438.5,0.0
439.5,8.92639
440.5,46.5631
441.5,86.5764
442.5,113.581
443.5,122.84299999999999
444.5,117.94
445.5,106.428
446.5,73.6238
447.5,35.27
448.5,0.0
449.5,0.0
450.5,0.0
451.5,0.0
452.5,0.0
453.5,0.0
454.5,0.0
455.5,0.0
456.5,0.0
457.5,0.0
458.5,0.0
459.5,0.0
460.5,0.0
461.5,0.0
462.5,0.0
463.5,6.37744
464.5,28.3198
465.5,68.7252
466.5,77.0854
467.5,55.0986
468.5,34.2418
469.5,441.694
470.5,384.145
471.5,259.474
472.5,12.1456
473.5,0.0
474.5,0.0
475.5,0.0
476.5,0.0
477.5,0.0
478.5,0.0
479.5,0.0
480.5,0.0
481.5,0.0
482.5,0.0
483.5,0.0
484.5,0.0
485.5,0.0
486.5,0.0
487.5,11.2694
488.5,76.8771
489.5,156.01
490.5,220.292
491.5,107.78
492.5,148.48
493.5,76.3304
494.5,113.196
495.5,82.3809
496.5,7.501519999999999
497.5,0.0
498.5,0.0
499.5,0.0
500.5,0.0
501.5,0.0
502.5,0.0
503.5,0.0
504.5,0.0
505.5,0.0
506.5,0.0
507.5,0.0
508.5,0.0
509.5,0.0
510.5,0.0
511.5,0.08009379999999999
512.5,21.6067
513.5,145.286
514.5,265.72700000000003
515.5,440.00199999999995
516.5,476.131
517.5,342.533
518.5,296.763
519.5,163.945
520.5,8.12335
521.5,0.0
522.5,0.0
523.5,0.0
524.5,0.0
525.5,0.0
526.5,0.0
527.5,0.0
528.5,0.0
529.5,0.0
530.5,0.0
531.5,0.0
532.5,0.0
533.5,0.0
534.5,0.0
535.5,92.2764
536.5,227.354
537.5,419.978
538.5,458.744
539.5,456.20599999999996
540.5,458.61699999999996
541.5,409.76099999999997
542.5,355.32300000000004
543.5,243.94
544.5,19.2653
545.5,0.0
546.5,0.0
547.5,0.0
548.5,0.0
549.5,0.0
550.5,0.0
551.5,0.0
552.5,0.0
553.5,0.0
554.5,0.0
555.5,0.0
556.5,0.0
557.5,0.0
558.5,0.0
559.5,15.7977
560.5,62.7486
561.5,94.8317
562.5,116.662
563.5,149.704
564.5,152.01
565.5,115.929
566.5,134.17600000000002
567.5,57.1006
568.5,1.18139
569.5,0.0
570.5,0.0
571.5,0.0
572.5,0.0
573.5,0.0
574.5,0.0
575.5,0.0
576.5,0.0
577.5,0.0
578.5,0.0
579.5,0.0
580.5,0.0
581.5,0.0
582.5,0.0
583.5,10.1516
584.5,52.1789
585.5,73.0141
586.5,109.47
587.5,134.986
588.5,110.758
589.5,101.256
590.5,81.9824
591.5,36.0775
592.5,7.25132
593.5,0.0
594.5,0.0
595.5,0.0
596.5,0.0
597.5,0.0
598.5,0.0
599.5,0.0
600.5,0.0
601.5,0.0
602.5,0.0
603.5,0.0
604.5,0.0
605.5,0.0
606.5,0.0
607.5,84.4549
608.5,273.246
609.5,491.417
610.5,499.20300000000003
611.5,369.92800000000005
612.5,391.976
