Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6,1,2,0,22.992902371598085,-1.4515420728463582,84.71759963894024,0.1884836005763968,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,2,2,0,22.79166964794232,-1.652774796502122,85.91268795853844,0.1870827856171855,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,3,2,0,22.56001456023965,-1.884429884204792,87.27237772828481,0.1857952599959571,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,4,2,0,22.360547526690063,-2.0838969177543802,88.44825055826836,0.1891186582173376,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,5,2,0,22.19051918035501,-2.253925264089432,89.46086454885712,0.2063125910792058,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,6,2,0,22.034852796590748,-2.409591647853695,90.3948042741797,0.2389666891040779,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,7,2,0,22.034045753766083,-2.7437320240116883,90.44847616106009,0.2929416386431294,0.0,0.0,0.0,13.748435723529226,1.0,24.77777777777777,1
6,8,2,0,22.17364892908591,-2.8263510709140895,89.74830446158809,0.4794467663109071,0.0,0.0,0.0,104.74757053100558,1.0,25.0,1
6,9,2,0,24.8195253200088,-0.1804746799911996,75.95110009705657,0.6682013691290578,1.3129785013160815,1.3928249762971858,0.0,158.30169669606695,1.0,25.0,1
6,10,2,0,23.87927410209788,-1.120725897902119,79.32038536229136,0.8656050680119658,0.0,0.0,0.0,329.17297701042895,1.0,25.0,1
6,11,2,0,23.90045686627152,-1.0995431337284707,79.16959866280139,0.8592850847445221,0.0,0.0,0.0,432.86932384184485,1.0,24.99999999999999,1
6,12,2,0,24.025950388473994,-0.9740496115259951,78.39237995591431,0.7364622146083253,0.1143322587808598,0.0,0.0,483.56609709401675,0.0,24.99999999999999,1
6,13,2,0,24.43083958146276,-0.5691604185372405,76.46406935699694,0.8280704439240473,0.1143322567036356,0.0,0.0,472.2048220480263,1.0,25.0,1
6,14,2,0,24.689922130586343,-0.3100778694136572,75.22490147798433,0.5950412595753992,0.0,0.0,0.0,470.1811976889696,0.0,25.0,1
6,15,2,0,24.975952723838223,-0.024047276161773823,73.82577722156032,0.5254242445843347,0.1143322344305016,0.1580642245715423,0.0,458.6564660831906,0.0,24.999999999999996,1
6,16,2,0,24.994947714886656,-0.0050522851133436575,73.49107165098336,1.496873927405979,0.2674421099587906,0.5544353741062412,0.0,326.85913999145896,1.0,25.0,1
6,17,2,0,24.998443129343475,-0.001556870656525433,73.28977312043601,0.4540653359599037,0.3271297105467495,0.3413352072740521,0.0,206.86538611095068,1.0,25.0,1
6,18,2,0,24.99900069426975,-0.0009993057302501995,73.17338858753077,0.4092872124149345,0.1851452479140388,0.2779202118556727,0.0,109.67421835197369,1.0,25.0,1
6,19,2,0,24.999821401146857,-0.000178598853143086,73.17567247576474,0.2487142779325812,0.0,0.0590391904130241,0.0,44.66317570318038,0.0,25.0,1
6,20,2,0,24.958289772131334,-0.041710227868666294,73.49898511490478,0.3951053886641468,0.0,0.0,0.0,-0.0,1.0,25.0,1
6,21,2,0,24.997964043373912,-0.002035956626087909,73.01319526776786,0.3663071135551261,0.3743342157714638,0.6814120155510608,0.0,0.0,1.0,25.0,1
6,22,2,0,23.35927206070992,-0.029616828178969712,79.90911577040157,0.388683760337448,0.0,0.7246763286623423,0.0,0.0,1.0,23.38888888888889,1
6,23,2,0,22.782459435421856,0.004681657644077575,82.12453368813549,0.1943512022018684,0.0,0.7260178541330428,0.0,0.0,0.0,22.77777777777778,1
6,24,2,0,22.95527916324244,-0.989165281202002,81.25155948371142,0.1901487573242347,0.0,0.0,0.0,0.0,0.0,23.944444444444443,1
6,1,3,0,22.67940054812664,-1.7650438963178026,82.54103905806932,0.1884836005763968,0.0,0.0,0.0,0.0,0.0,24.444444444444443,1
6,2,3,0,22.42207347807885,-1.0223709663655924,83.69585326522771,0.1803734736330296,0.0,0.0,0.0,0.0,1.0,23.444444444444443,1
6,3,3,0,22.169195685446116,-0.6085820923316625,84.93297074024501,0.1698623959590317,0.0,0.0,0.0,0.0,1.0,22.77777777777778,1
6,4,3,0,21.94605600036244,-1.8317217774153391,86.00929807001617,0.1891186582173376,0.0,0.0,0.0,0.0,1.0,23.77777777777778,1
6,5,3,0,21.6750067752482,-2.7694376691962432,87.26177935217437,0.2063125910792058,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,6,3,0,21.46871291575093,-2.9757315286935118,88.19030829091948,0.2389666891040779,0.0,0.0,0.0,0.0,1.0,24.444444444444443,1
6,7,3,0,21.857885716059503,-2.9198920617182758,86.13249041457014,0.2929416386431294,0.0,0.0,0.0,32.467655716222716,1.0,24.77777777777778,1
6,8,3,0,22.467725670534744,-2.532274329465256,83.04574276848471,0.3793441075310875,0.0,0.0,0.0,128.31342337697188,1.0,25.0,1
6,9,3,0,24.821695694371154,-0.17830430562884914,71.76369428645222,0.5660881908985179,1.034978744415873,1.067442384580183,0.0,284.48844290733194,0.0,25.000000000000004,1
6,10,3,0,24.357951960451864,-0.6420480395481256,73.76914661966792,0.7676775548508084,0.0,0.0,0.0,413.49719868322927,0.0,24.99999999999999,1
6,11,3,0,24.570385908979727,-0.4296140910202837,72.89391853666166,0.8592850847445221,0.2631828837769786,0.0,0.0,535.3922341791832,1.0,25.00000000000001,1
6,12,3,0,24.978832058891104,-0.021167941108885202,71.3085011749682,1.0708806108763471,0.0,0.353951426289742,0.0,563.4972015446726,1.0,24.99999999999999,1
6,13,3,0,24.887778439780405,-0.001110449108484346,71.50386603229954,0.8280704439240473,0.0,0.4159932829093938,0.0,555.2170512964601,1.0,24.88888888888889,1
6,14,3,0,23.927605849467135,0.03871696057824536,75.0026610266485,0.6878901580840512,0.0,1.2213365671703664,0.0,527.1985222835447,1.0,23.88888888888889,1
6,15,3,0,23.98777725264982,-0.012222747350179475,74.13229201809244,0.6153004074074627,0.1137363089904213,1.46071038389063,0.0,563.085365541212,1.0,24.0,1
6,16,3,0,24.964089762076387,-0.0359102379236127,69.06878502843887,0.5849365848781899,0.7839809221937459,2.3898753318649093,0.0,373.4165329004055,1.0,25.0,1
6,17,3,0,24.99788614885309,-0.002113851146908985,68.84186163117747,0.4540653359599037,0.227473276931336,0.6185051268720723,0.0,271.4470779871942,1.0,25.0,1
