Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,9.752909342447929e-08,0,0,0,0.0
8.0,1.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,2.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,3.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,4.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,5.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.008633417892456054,0,0,0,10.4125
8.0,7.0,1.0,0,,,,0.3047500157674155,0,0,0,100.7875
8.0,8.0,1.0,0,,,,0.5388667521158854,0,0,0,258.2291666666667
8.0,9.0,1.0,0,,,,1.3050333333333335,0,0,0,423.6333333333333
8.0,10.0,1.0,0,,,,1.61705,0,0,0,566.4833333333333
8.0,11.0,1.0,0,,,,2.7272666666666656,0,0,0,663.2208333333333
8.0,12.0,1.0,0,,,,3.8617166666666654,0,0,0,710.2041666666667
8.0,13.0,1.0,0,,,,2.1907833333333344,0,0,0,703.4583333333334
8.0,14.0,1.0,0,,,,2.5295333333333327,0,0,0,645.5083333333333
8.0,15.0,1.0,0,,,,1.4962833333333336,0,0,0,545.4208333333333
8.0,16.0,1.0,0,,,,0.8163333348592121,0,0,0,396.81666666666666
8.0,17.0,1.0,0,,,,1.7462166666666668,0,0,0,229.44166666666666
8.0,18.0,1.0,0,,,,0.9585166666666666,0,0,0,78.375
8.0,19.0,1.0,0,,,,0.8073000000000001,0,0,0,5.254166666666666
8.0,20.0,1.0,0,,,,0.7443833847045899,0,0,0,0.0
8.0,21.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,22.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,23.0,1.0,0,,,,9.918212890625013e-08,0,0,0,0.0
