Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,0.7707166666666666,0,0,0,0.0
8.0,1.0,1.0,0,,,,0.8917500000000004,0,0,0,0.0
8.0,2.0,1.0,0,,,,1.4260000000000006,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.2345499999999998,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.23529999999999973,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.2948166666666669,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.26769999999999994,0,0,0,0.0
8.0,7.0,1.0,0,,,,0.5473500000000003,0,0,0,0.0
8.0,8.0,1.0,0,,,,0.3123666666666665,0,0,0,0.0
8.0,9.0,1.0,0,,,,0.40440000000000004,0,0,0,0.0
8.0,10.0,1.0,0,,,,0.6441999999999997,0,0,0,0.0
8.0,11.0,1.0,0,,,,0.48046666666666704,0,0,0,0.0
8.0,12.0,1.0,0,,,,0.1711333333333332,0,0,0,0.0
8.0,13.0,1.0,0,,,,0.17153333333333323,0,0,0,0.0
8.0,14.0,1.0,0,,,,0.17206666666666656,0,0,0,0.0
8.0,15.0,1.0,0,,,,0.7430999999999999,0,0,0,0.0
8.0,16.0,1.0,0,,,,3.4765666666666672,0,0,0,0.0
8.0,17.0,1.0,0,,,,1.589966666666667,0,0,0,0.0
8.0,18.0,1.0,0,,,,2.394866666666667,0,0,0,0.0
8.0,19.0,1.0,0,,,,3.7947500000000023,0,0,0,0.0
8.0,20.0,1.0,0,,,,3.3201666666666676,0,0,0,0.0
8.0,21.0,1.0,0,,,,1.7074500000000004,0,0,0,0.0
8.0,22.0,1.0,0,,,,2.5115333333333334,0,0,0,0.0
8.0,23.0,1.0,0,,,,0.8765333333333332,0,0,0,0.0
8.0,24.0,1.0,0,,,,1.1414166666666685,0,0,0,0.0
8.0,1.0,2.0,0,,,,1.5170833333333338,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.21193333333333336,0,0,0,0.0
8.0,3.0,2.0,0,,,,1.127033333333333,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.6340166666666649,0,0,0,0.0
8.0,5.0,2.0,0,,,,0.2408999999999998,0,0,0,0.0
8.0,6.0,2.0,0,,,,0.4416666666666667,0,0,0,0.0
