month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
6,1,2,0,22.992903,-1.451542,84.7176,0.1884836,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,2,2,0,22.79167,-1.6527748,85.91269,0.18708278,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,3,2,0,22.560015,-1.8844299,87.27238,0.18579526,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,4,2,0,22.360548,-2.0838969,88.44825,0.18911865,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,5,2,0,22.19052,-2.2539253,89.46086,0.2063126,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,6,2,0,22.034853,-2.4095917,90.394806,0.23896669,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1
6,7,2,0,22.034046,-2.743732,90.44848,0.29294163,0.0,0.0,0.0,13.748436,1.0,24.777779,24.777779,1
6,8,2,0,22.173649,-2.8263512,89.74831,0.47944677,0.0,0.0,0.0,104.747574,1.0,25.0,25.0,1
6,9,2,0,24.819525,-0.18047468,75.9511,0.6682014,1.3129785,1.392825,0.0,158.3017,1.0,25.0,25.0,1
6,10,2,0,23.879274,-1.1207259,79.32039,0.86560506,0.0,0.0,0.0,329.17297,1.0,25.0,25.0,1
6,11,2,0,23.900457,-1.0995431,79.1696,0.85928506,0.0,0.0,0.0,432.86932,1.0,25.0,25.0,1
6,12,2,0,24.02595,-0.9740496,78.39238,0.73646224,0.11433226,0.0,0.0,483.5661,0.0,25.0,25.0,1
6,13,2,0,24.43084,-0.5691604,76.464066,0.82807046,0.11433226,0.0,0.0,472.20483,1.0,25.0,25.0,1
6,14,2,0,24.689922,-0.31007788,75.2249,0.5950413,0.0,0.0,0.0,470.18118,0.0,25.0,25.0,1
6,15,2,0,24.975952,-0.024047276,73.825775,0.52542424,0.11433224,0.15806423,0.0,458.65646,0.0,25.0,25.0,1
