Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,19.29,0,24.4,0.43,0,0
1,2,8,0,19.04,0,24.79,0.47,0,0
1,3,8,0,18.9,0,24.88,0.49,0,0
1,4,8,0,18.74,0,24.96,0.45,0,0
1,5,8,0,18.59,0,25.02,0.42,0,0
1,6,8,0,18.45,0,25.05,0.39,0,0
1,7,8,0,18.33,0,25.06,0.43,0,0
1,8,8,0,18.22,0,25.05,0.42,0,0
1,9,8,0,19.12,0,23.52,0.4,0,0.73
1,10,8,0,20.64,0,20.86,2.4,0,0.62
1,11,8,0,20.97,0,19.52,6.29,0,0
1,12,8,0,20.98,0,18.37,8.61,0,0
1,13,8,0,20.97,0,17.78,7.91,0,0
1,14,8,0,20.97,0,17.72,8.67,0,0
1,15,8,0,20.97,0,17.53,8.68,0,0
1,16,8,0,20.97,0,17.67,7.53,0,0
1,17,8,0,20.97,0,17.86,8.68,0,0
1,18,8,0,20.97,0,18.68,5,0,0
1,19,8,0,20.36,0,20.86,2.55,0,0
1,20,8,0,19.91,0,22.45,2.63,0,0
1,21,8,0,19.87,0,23.2,2.85,0,0
1,22,8,0,19.79,0,23.62,2.93,0,0
1,23,8,0,19.71,0,23.86,2.92,0,0
1,24,8,0,19.58,0,24,1.81,0,0
1,1,2,0,19.36,0,24.28,0.51,0,0.21
1,2,2,0,19.04,0,24.71,0.53,0,0
1,3,2,0,18.68,0,25.08,0.52,0,0
1,4,2,0,18.39,0,25.19,0.48,0,0
1,5,2,0,18.17,0,25.14,0.47,0,0
1,6,2,0,17.96,0,24.95,0.42,0,0
1,7,2,0,17.79,0,24.54,0.43,0,0
1,8,2,0,18.31,0,23.34,0.43,0,0.78
1,9,2,0,20.94,0,19.12,1.62,0,0.61
1,10,2,0,20.97,0,17.13,6.32,0,0
1,11,2,0,20.97,0,15.61,8.94,0,0
1,12,2,0,20.98,0,15.36,8.94,0,0
1,13,2,0,20.95,0,15.44,7.91,0,0
1,14,2,0,20.96,0,15.78,8.73,0,0
1,15,2,0,20.97,0,16.07,7.91,0,0
1,16,2,0,20.96,0,16.41,7.96,0,0
1,17,2,0,20.96,0,16.52,8.12,0,0
1,18,2,0,20.98,0,16.88,9.09,0,0
1,19,2,0,20.97,0,17.24,9.62,0,0
1,20,2,0,20.97,0,16.97,10.02,0,0
1,21,2,0,20.97,0,16.71,6.33,0,0
1,22,2,0,20.56,0,17.22,2.82,0,0
1,23,2,0,20.19,0,17.8,2.62,0,0
1,24,2,0,19.94,0,18.09,1.74,0,0
1,1,3,0,19.66,0,18.38,0.51,0,0.2
1,2,3,0,19.36,0,18.73,0.51,0,0
1,3,3,0,19.08,0,19.06,0.45,0,0
1,4,3,0,18.87,0,19.3,0.5,0,0
1,5,3,0,18.71,0,19.5,0.46,0,0
1,6,3,0,18.55,0,19.68,0.43,0,0
1,7,3,0,18.41,0,19.85,0.38,0,0
1,8,3,0,18.82,0,19.4,0.46,0,0.77
1,9,3,0,20.94,0,17.03,1.55,0,0.24
1,10,3,0,20.95,0,17.28,5.09,0,0
1,11,3,0,20.97,0,17.49,6.85,0,0
1,12,3,0,20.97,0,17.59,6.62,0,0
1,13,3,0,20.92,0,17.83,8.29,0,0
1,14,3,0,20.98,0,18.45,7.28,0,0
1,15,3,0,20.97,0,18.94,7.8,0,0
1,16,3,0,20.97,0,18.7,8.83,0,0
1,17,3,0,20.97,0,18.1,7.8,0,0
1,18,3,0,20.96,0,18.14,8.72,0,0
1,19,3,0,20.97,0,18.45,9.17,0,0
1,20,3,0,20.97,0,18.61,9.43,0,0
1,21,3,0,20.97,0,18.37,6.72,0,0
1,22,3,0,20.57,0,18.79,2.86,0,0
1,23,3,0,20.16,0,19.38,2.93,0,0
1,24,3,0,19.87,0,19.74,1.81,0,0
1,1,4,0,19.58,0,20.07,0.54,0,0.11
1,2,4,0,19.15,0,20.56,0.55,0,0
1,3,4,0,18.83,0,20.87,0.54,0,0
1,4,4,0,18.55,0,21.1,0.52,0,0
