Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,22,0,38.48,10,0.72,4.13
1,2,8,0,21.9,0,40.77,8.9,0.72,3.25
1,3,8,0,21.78,0,42.56,7.5,0.48,2.09
1,4,8,0,21.83,0,43,11.2,0.24,3.82
1,5,8,0,21.77,0,43.74,9.3,3.36,2.36
1,6,8,0,21.79,0,43.89,11.6,2.16,3.44
1,7,8,0,21.75,0,44.07,10.3,8.76,2.4
1,8,8,0,21.76,0,44.21,11.6,6.72,3.61
1,9,8,0,21.9,0,43.33,15.6,2.4,7.77
1,10,8,0,22,0,42.59,13.7,2.28,8.57
1,11,8,0,22.15,0,42.31,13.6,1.44,11.44
1,12,8,0,22.39,0,41.24,20.4,2.88,20.97
1,13,8,0,22.39,0,40.91,11.7,3.96,14.12
1,14,8,0,22.44,0,40.44,18.9,0.6,21.52
1,15,8,0,22.43,0,40.01,12.4,1.32,13.53
1,16,8,0,22.35,0,39.53,9.5,1.44,9.54
1,17,8,0,22.27,0,39.02,9.9,4.44,8.58
1,18,8,0,22.26,0,38.87,10.9,3,9.11
1,19,8,0,22.32,0,38.89,13.7,3.6,11.53
1,20,8,0,22.42,0,38.34,23.3,2.64,20.32
1,21,8,0,22.39,0,37.88,17.3,5.28,12.83
1,22,8,0,22.36,0,37.71,16.5,3.24,11.37
1,23,8,0,22.33,0,37.65,16.8,1.68,10.61
1,24,8,0,22.15,0,37.86,11.7,2.4,5.54
1,1,2,0,22.02,0,37.72,11.6,1.44,4.11
1,2,2,0,21.88,0,37.4,12,4.08,2.62
1,3,2,0,21.66,0,37.36,11.4,0.36,1.11
1,4,2,0,21.26,0,37.08,8.7,0.6,0.37
1,5,2,0,21.11,0,35.99,9.8,0.48,0.22
1,6,2,0,21.11,0,34.42,13.1,5.16,0.34
1,7,2,0,21.01,0,33.1,10.4,5.16,0
1,8,2,0,21.03,0,31.61,12.4,25.68,0.25
1,9,2,0,21.28,0,29.85,11.5,2.4,2.46
1,10,2,0,21.73,0,28.1,18.8,1.2,7.54
1,11,2,0,21.81,0,27.12,13.2,10.08,6.29
1,12,2,0,21.8,0,25.89,10.5,1.2,7.42
1,13,2,0,21.87,0,24.78,11.6,2.52,9.09
1,14,2,0,22.06,0,23.59,16.6,7.32,13.12
1,15,2,0,22.03,0,22.86,10.2,1.32,9.97
1,16,2,0,22.02,0,22.3,12.2,1.92,8.63
1,17,2,0,21.69,0,22.47,11.2,1.2,2.22
