Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,21.21,0,40.29,0.44,0,0
1,2,8,0,21.02,0,40.8,0.44,0,0
1,3,8,0,20.87,0,41.27,0.39,0,0
1,4,8,0,20.73,0,41.67,0.4,0,0
1,5,8,0,20.59,0,42.09,0.44,0,0
1,6,8,0,20.46,0,42.47,0.49,0,0
1,7,8,0,20.34,0,42.81,0.51,0,0
1,8,8,0,20.26,0,43.07,0.53,0,0
1,9,8,0,20.55,0,42.5,0.52,0,0.77
1,10,8,0,21.06,0,41.83,2.84,0,0.84
1,11,8,0,21.54,0,43.01,7.79,0,0.02
1,12,8,0,22.38,0,42.58,9.07,0,0.45
1,13,8,0,23.05,0,41.75,9.15,0,0.09
1,14,8,0,23.43,0,40.95,9.78,0,0
1,15,8,0,23.41,0,40.07,9.1,0,0
1,16,8,0,23.2,0,38.34,9.72,0,0
1,17,8,0,22.7,0,38.04,9.08,0,0
1,18,8,0,22.06,0,39.07,6.14,0,0
1,19,8,0,22.11,0,38.92,2.55,0,0
1,20,8,0,22.01,0.06,39.06,2.57,0,0
1,21,8,0,21.87,0.08,39.22,2.25,0,0
1,22,8,0,21.7,0.08,39.49,2.45,0,0
1,23,8,0,21.54,0.07,39.78,2.6,0,0
1,24,8,0,21.35,0.03,40.07,1.44,0,0
1,1,2,0,21.2,0,40.32,0.42,0,0
1,2,2,0,20.93,0,40.86,0.38,0,0
1,3,2,0,20.58,0,41.47,0.36,0,0
1,4,2,0,20.22,0,41.82,0.38,0,0
1,5,2,0,19.96,0,41.89,0.42,0,0
1,6,2,0,19.73,0,41.88,0.43,0,0
1,7,2,0,19.5,0,41.89,0.48,0,0
1,8,2,0,19.7,0,40.83,0.45,0,0.63
1,9,2,0,20.78,0,37.07,1.3,0,0.87
1,10,2,0,20.93,0,33.76,4.46,0,0
1,11,2,0,20.98,0,30.11,8.24,0,0
1,12,2,0,21.24,0,25.95,8.79,0,0
1,13,2,0,21.1,0,23.63,8.72,0,0
1,14,2,0,21.15,0,22.53,8.5,0,0
1,15,2,0,21.1,0,22.47,8.67,0,0
1,16,2,0,20.97,0,22.29,8.33,0,0
1,17,2,0,20.92,0,22.58,8.96,0,0
1,18,2,0,20.99,0,23.32,8.45,0,0
1,19,2,0,20.95,0,24.02,8.15,0,0
1,20,2,0,20.94,0,23.84,8.51,0,0
1,21,2,0,20.99,0,23.26,5.78,0,0
