Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8.00,0.00,23.79,0.00,34.17,2.38,0.00,0.00
1,2,8.00,0.00,24.77,0.00,34.84,1.92,0.00,0.00
1,3,8.00,0.00,25.08,0.00,38.42,2.37,0.00,0.00
1,4,8.00,0.00,24.01,0.00,34.64,1.92,0.00,0.24
1,5,8.00,0.00,23.95,0.00,34.88,3.27,0.00,0.00
1,6,8.00,0.00,23.47,0.00,38.31,6.41,0.00,0.00
1,7,8.00,0.00,23.50,0.00,38.21,6.88,0.00,0.00
1,8,8.00,0.00,23.64,0.00,40.12,7.78,2.54,0.00
1,9,8.00,0.00,24.07,0.00,39.89,9.13,2.48,1.17
1,10,8.00,0.00,24.63,0.00,36.79,10.47,2.48,3.79
1,11,8.00,0.00,25.00,0.00,34.63,12.72,1.66,10.30
1,12,8.00,0.00,25.56,0.56,35.58,14.07,11.92,16.88
1,13,8.00,0.00,25.91,0.91,34.99,13.17,9.94,20.38
1,14,8.00,0.00,25.87,0.87,33.27,12.27,16.23,20.70
1,15,8.00,0.00,25.90,0.90,32.83,11.37,15.24,18.90
1,16,8.00,0.00,25.45,0.46,33.80,11.37,4.14,18.04
1,17,8.00,0.00,25.25,0.25,34.33,12.72,4.14,18.36
1,18,8.00,0.00,25.23,0.23,34.71,12.72,3.81,18.21
1,19,8.00,0.00,25.09,0.09,35.28,11.82,2.65,18.37
1,20,8.00,0.00,25.05,0.05,34.21,10.92,1.65,17.09
1,21,8.00,0.00,25.12,0.12,33.57,10.02,6.62,13.79
1,22,8.00,0.00,25.01,0.02,32.95,9.13,6.96,8.36
1,23,8.00,0.00,24.71,0.01,32.29,5.08,7.12,4.21
1,24,8.00,0.00,24.41,0.01,31.68,2.38,0.00,2.19
1,1,4.00,0.00,24.53,0.00,33.11,2.38,0.00,0.00
1,2,4.00,0.00,25.04,0.00,34.83,1.92,0.00,0.00
1,3,4.00,0.00,25.16,0.00,39.28,2.37,0.00,0.00
1,4,4.00,0.00,23.92,0.00,35.26,1.92,0.00,0.16
