Month,Hour,Day Type,State,Destination Charger,Estimated Departure Time,Required Soc At Departure, Estimated Arrival Time, Estimated SOC at Arrival
7,0,6,1,charger_12_1,14,86,,
7,1,6,1,charger_12_1,13,86,,
7,2,6,1,charger_12_1,12,86,,
7,3,6,1,charger_12_1,11,86,,
7,4,6,1,charger_12_1,10,86,,
7,5,6,1,charger_12_1,9,86,,
7,6,6,1,charger_12_1,8,86,,
7,7,6,1,charger_12_1,7,86,,
7,8,6,1,charger_12_1,6,86,,
7,9,6,1,charger_12_1,5,86,,
7,10,6,1,charger_12_1,4,86,,
7,11,6,1,charger_12_1,3,86,,
7,12,6,1,charger_12_1,2,86,,
7,13,6,1,charger_12_1,1,86,,
7,14,6,1,charger_12_1,0,86,,
7,15,6,3,,,,,
7,16,6,3,,,,,
7,17,6,3,,,,,
7,18,6,3,,,,,
7,19,6,2,charger_12_1,,,1,33
7,20,6,2,charger_12_1,,,0,33
7,21,6,1,charger_12_1,17,87,,
7,22,6,1,charger_12_1,16,87,,
7,23,6,1,charger_12_1,15,87,,
7,0,7,1,charger_12_1,14,87,,
7,1,7,1,charger_12_1,13,87,,
7,2,7,1,charger_12_1,12,87,,
7,3,7,1,charger_12_1,11,87,,
7,4,7,1,charger_12_1,10,87,,
7,5,7,1,charger_12_1,9,87,,
7,6,7,1,charger_12_1,8,87,,
7,7,7,1,charger_12_1,7,87,,
7,8,7,1,charger_12_1,6,87,,
7,9,7,1,charger_12_1,5,87,,
7,10,7,1,charger_12_1,4,87,,
7,11,7,1,charger_12_1,3,87,,
7,12,7,1,charger_12_1,2,87,,
7,13,7,1,charger_12_1,1,87,,
7,14,7,1,charger_12_1,0,87,,
7,15,7,3,,,,,
7,16,7,3,,,,,
7,17,7,3,,,,,
7,18,7,3,,,,,
7,19,7,2,charger_12_1,,,1,40
7,20,7,2,charger_12_1,,,0,40
7,21,7,1,charger_12_1,11,87,,
7,22,7,1,charger_12_1,10,87,,
7,23,7,1,charger_12_1,9,87,,
7,0,1,1,charger_12_1,8,87,,
7,1,1,1,charger_12_1,7,87,,
7,2,1,1,charger_12_1,6,87,,
7,3,1,1,charger_12_1,5,87,,
7,4,1,1,charger_12_1,4,87,,
7,5,1,1,charger_12_1,3,87,,
7,6,1,1,charger_12_1,2,87,,
7,7,1,1,charger_12_1,1,87,,
7,8,1,1,charger_12_1,0,87,,
7,9,1,3,,,,,
7,10,1,3,,,,,
7,11,1,3,,,,,
7,12,1,3,,,,,
7,13,1,3,,,,,
7,14,1,3,,,,,
7,15,1,3,,,,,
7,16,1,2,charger_12_1,,,2,40
7,17,1,2,charger_12_1,,,1,40
7,18,1,2,charger_12_1,,,0,40
7,19,1,1,charger_12_1,13,80,,
7,20,1,1,charger_12_1,12,80,,
7,21,1,1,charger_12_1,11,80,,
7,22,1,1,charger_12_1,10,80,,
7,23,1,1,charger_12_1,9,80,,
7,0,2,1,charger_12_1,8,80,,
7,1,2,1,charger_12_1,7,80,,
7,2,2,1,charger_12_1,6,80,,
7,3,2,1,charger_12_1,5,80,,
7,4,2,1,charger_12_1,4,80,,
7,5,2,1,charger_12_1,3,80,,
7,6,2,1,charger_12_1,2,80,,
7,7,2,1,charger_12_1,1,80,,
7,8,2,1,charger_12_1,0,80,,
7,9,2,3,,,,,
7,10,2,3,,,,,
7,11,2,3,,,,,
7,12,2,3,,,,,
7,13,2,3,,,,,
7,14,2,3,,,,,
7,15,2,3,,,,,
7,16,2,3,,,,,
