Month,Hour,Day Type,State,Destination Charger,Estimated Departure Time,Required Soc At Departure, Estimated Arrival Time, Estimated SOC at Arrival
7,0,6,1,charger_15_2,9,97,,
7,1,6,1,charger_15_2,8,97,,
7,2,6,1,charger_15_2,7,97,,
7,3,6,1,charger_15_2,6,97,,
7,4,6,1,charger_15_2,5,97,,
7,5,6,1,charger_15_2,4,97,,
7,6,6,1,charger_15_2,3,97,,
7,7,6,1,charger_15_2,2,97,,
7,8,6,1,charger_15_2,1,97,,
7,9,6,1,charger_15_2,0,97,,
7,10,6,3,,,,,
7,11,6,2,charger_15_2,,,0,70
7,12,6,1,charger_15_2,22,97,,
7,13,6,1,charger_15_2,21,97,,
7,14,6,1,charger_15_2,20,97,,
7,15,6,1,charger_15_2,19,97,,
7,16,6,1,charger_15_2,18,97,,
7,17,6,1,charger_15_2,17,97,,
7,18,6,1,charger_15_2,16,97,,
7,19,6,1,charger_15_2,15,97,,
7,20,6,1,charger_15_2,14,97,,
7,21,6,1,charger_15_2,13,97,,
7,22,6,1,charger_15_2,12,97,,
7,23,6,1,charger_15_2,11,97,,
7,0,7,1,charger_15_2,10,97,,
7,1,7,1,charger_15_2,9,97,,
7,2,7,1,charger_15_2,8,97,,
7,3,7,1,charger_15_2,7,97,,
7,4,7,1,charger_15_2,6,97,,
7,5,7,1,charger_15_2,5,97,,
7,6,7,1,charger_15_2,4,97,,
7,7,7,1,charger_15_2,3,97,,
7,8,7,1,charger_15_2,2,97,,
7,9,7,1,charger_15_2,1,97,,
7,10,7,1,charger_15_2,0,97,,
7,11,7,3,,,,,
7,12,7,2,charger_15_2,,,0,87
7,13,7,1,charger_15_2,18,86,,
7,14,7,1,charger_15_2,17,86,,
7,15,7,1,charger_15_2,16,86,,
7,16,7,1,charger_15_2,15,86,,
7,17,7,1,charger_15_2,14,86,,
7,18,7,1,charger_15_2,13,86,,
7,19,7,1,charger_15_2,12,86,,
7,20,7,1,charger_15_2,11,86,,
7,21,7,1,charger_15_2,10,86,,
7,22,7,1,charger_15_2,9,86,,
7,23,7,1,charger_15_2,8,86,,
7,0,1,1,charger_15_2,7,86,,
7,1,1,1,charger_15_2,6,86,,
7,2,1,1,charger_15_2,5,86,,
7,3,1,1,charger_15_2,4,86,,
7,4,1,1,charger_15_2,3,86,,
7,5,1,1,charger_15_2,2,86,,
7,6,1,1,charger_15_2,1,86,,
7,7,1,1,charger_15_2,0,86,,
7,8,1,3,,,,,
7,9,1,3,,,,,
7,10,1,3,,,,,
7,11,1,3,,,,,
7,12,1,3,,,,,
7,13,1,3,,,,,
7,14,1,3,,,,,
7,15,1,3,,,,,
7,16,1,2,charger_15_2,,,1,49
7,17,1,2,charger_15_2,,,0,49
7,18,1,1,charger_15_2,14,85,,
7,19,1,1,charger_15_2,13,85,,
7,20,1,1,charger_15_2,12,85,,
7,21,1,1,charger_15_2,11,85,,
7,22,1,1,charger_15_2,10,85,,
7,23,1,1,charger_15_2,9,85,,
7,0,2,1,charger_15_2,8,85,,
7,1,2,1,charger_15_2,7,85,,
7,2,2,1,charger_15_2,6,85,,
7,3,2,1,charger_15_2,5,85,,
7,4,2,1,charger_15_2,4,85,,
7,5,2,1,charger_15_2,3,85,,
7,6,2,1,charger_15_2,2,85,,
7,7,2,1,charger_15_2,1,85,,
7,8,2,1,charger_15_2,0,85,,
7,9,2,3,,,,,
7,10,2,3,,,,,
7,11,2,3,,,,,
7,12,2,3,,,,,
7,13,2,3,,,,,
7,14,2,3,,,,,
7,15,2,3,,,,,
7,16,2,3,,,,,
7,17,2,2,charger_15_2,,,0,48
7,18,2,1,charger_15_2,13,85,,
7,19,2,1,charger_15_2,12,85,,
