Month,Hour,Day Type,State,Destination Charger,Estimated Departure Time,Required Soc At Departure, Estimated Arrival Time, Estimated SOC at Arrival
7,0,6,1,charger_15_2,9,82,,
7,1,6,1,charger_15_2,8,82,,
7,2,6,1,charger_15_2,7,82,,
7,3,6,1,charger_15_2,6,82,,
7,4,6,1,charger_15_2,5,82,,
7,5,6,1,charger_15_2,4,82,,
7,6,6,1,charger_15_2,3,82,,
7,7,6,1,charger_15_2,2,82,,
7,8,6,1,charger_15_2,1,82,,
7,9,6,1,charger_15_2,0,82,,
7,10,6,3,,,,,
7,11,6,2,charger_15_2,,,0,78
7,12,6,1,charger_15_2,21,72,,
7,13,6,1,charger_15_2,20,72,,
7,14,6,1,charger_15_2,19,72,,
7,15,6,1,charger_15_2,18,72,,
7,16,6,1,charger_15_2,17,72,,
7,17,6,1,charger_15_2,16,72,,
7,18,6,1,charger_15_2,15,72,,
7,19,6,1,charger_15_2,14,72,,
7,20,6,1,charger_15_2,13,72,,
7,21,6,1,charger_15_2,12,72,,
7,22,6,1,charger_15_2,11,72,,
7,23,6,1,charger_15_2,10,72,,
7,0,7,1,charger_15_2,9,72,,
7,1,7,1,charger_15_2,8,72,,
7,2,7,1,charger_15_2,7,72,,
7,3,7,1,charger_15_2,6,72,,
7,4,7,1,charger_15_2,5,72,,
7,5,7,1,charger_15_2,4,72,,
7,6,7,1,charger_15_2,3,72,,
7,7,7,1,charger_15_2,2,72,,
7,8,7,1,charger_15_2,1,72,,
7,9,7,1,charger_15_2,0,72,,
7,10,7,3,,,,,
7,11,7,2,charger_15_2,,,0,70
7,12,7,1,charger_15_2,21,72,,
7,13,7,1,charger_15_2,20,72,,
7,14,7,1,charger_15_2,19,72,,
7,15,7,1,charger_15_2,18,72,,
7,16,7,1,charger_15_2,17,72,,
7,17,7,1,charger_15_2,16,72,,
7,18,7,1,charger_15_2,15,72,,
7,19,7,1,charger_15_2,14,72,,
7,20,7,1,charger_15_2,13,72,,
7,21,7,1,charger_15_2,12,72,,
7,22,7,1,charger_15_2,11,72,,
7,23,7,1,charger_15_2,10,72,,
7,0,1,1,charger_15_2,9,72,,
