Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,0
6.5,0
7.5,0
8.5,63.513
9.5,125.992
10.5,164.418
11.5,171.869
12.5,164.556
13.5,138.788
14.5,91.1782
15.5,36.282
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,5.83991
33.5,264.002
34.5,348.772
35.5,379.48
36.5,224
37.5,244.785
38.5,138.12
39.5,66.5576
40.5,0
41.5,0
42.5,0
43.5,0
44.5,0
45.5,0
46.5,0
47.5,0
48.5,0
49.5,0
50.5,0
51.5,0
52.5,0
53.5,0
54.5,0
55.5,0
56.5,64.5374
57.5,119.602
58.5,166.538
59.5,218.636
60.5,237.616
61.5,208.336
62.5,129.731
63.5,53.7221
64.5,0
65.5,0
66.5,0
67.5,0
68.5,0
69.5,0
70.5,0
71.5,0
72.5,0
73.5,0
74.5,0
75.5,0
76.5,0
77.5,0
78.5,0
79.5,0
80.5,36.6133
81.5,74.2487
82.5,102.166
83.5,115.917
84.5,116.961
85.5,102.053
86.5,70.1385
87.5,27.5057
88.5,0
89.5,0
90.5,0
91.5,0
92.5,0
93.5,0
94.5,0
95.5,0
96.5,0
97.5,0
98.5,0
99.5,0
100.5,0
101.5,0
102.5,0
103.5,0
104.5,158.93
105.5,276.344
106.5,408.875
107.5,426.502
108.5,407.462
109.5,188.373
110.5,77.1712
111.5,3.96993
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,0
120.5,0
121.5,0
122.5,0
123.5,0
124.5,0
125.5,0
126.5,0
127.5,0
128.5,22.4292
129.5,49.8184
130.5,62.5351
131.5,83.4616
132.5,81.4581
133.5,69.2206
134.5,48.714
135.5,19.5701
136.5,0
137.5,0
138.5,0
139.5,0
140.5,0
141.5,0
142.5,0
143.5,0
144.5,0
145.5,0
146.5,0
147.5,0
148.5,0
149.5,0
150.5,0
151.5,0
152.5,30.7702
153.5,63.5701
154.5,118.856
155.5,108.222
156.5,113.047
157.5,105.275
158.5,81.5558
159.5,61.2699
160.5,0
161.5,0
162.5,0
163.5,0
164.5,0
165.5,0
166.5,0
167.5,0
168.5,0
169.5,0
170.5,0
171.5,0
172.5,0
173.5,0
174.5,0
175.5,0
176.5,177.968
177.5,281.111
178.5,389.758
179.5,407.032
180.5,426.661
181.5,393.667
182.5,335.529
183.5,147.191
184.5,0
185.5,0
186.5,0
187.5,0
188.5,0
189.5,0
190.5,0
191.5,0
192.5,0
193.5,0
194.5,0
195.5,0
196.5,0
197.5,0
198.5,0
199.5,0
200.5,110.996
201.5,227.167
202.5,282.528
203.5,260.821
204.5,291.828
205.5,239.543
206.5,257.275
207.5,100.2
208.5,0
209.5,0
210.5,0
211.5,0
212.5,0
213.5,0
214.5,0
215.5,0
216.5,0
217.5,0
218.5,0
219.5,0
220.5,0
221.5,0
222.5,0
223.5,0
224.5,34.1569
225.5,59.3775
226.5,97.1588
227.5,90.216
228.5,40.1196
229.5,451.205
230.5,419.129
231.5,231.684
232.5,0
233.5,0
234.5,0
235.5,0
236.5,0
237.5,0
238.5,0
239.5,0
240.5,0
241.5,0
242.5,0
243.5,0
244.5,0
245.5,0
