Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6,1,2,0,25.95790298357863,-1.2643192386435906,70.15944762416677,0.596663687177702,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,2,2,0,25.7080920387825,-1.5141301834397218,71.39126649740231,0.5942910503894766,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,3,2,0,25.43651468684475,-1.7857075353774725,72.76188566284783,0.5919184136012512,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,4,2,0,25.189693508108743,-2.0325287141134787,74.03752226346192,0.5895457768130258,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,5,2,0,24.739434363759425,-1.9272323029072425,76.11141878272713,0.5871731400248004,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,6,2,0,26.52242075036184,-0.14424591630482553,68.559496837168,0.6171764808713771,2.3024757597874275,0.6874244938767938,0.0,0.0,2.0,26.666666666666664,1
6,7,2,0,25.782265859934064,-0.8844008067326037,71.70654458394571,0.6870089049398334,0.0,0.0,0.0,13.748435723529226,2.0,26.666666666666668,1
6,8,2,0,26.99635670802025,-0.11475440309086338,67.00476128135143,1.011557726896578,1.684169027951796,0.1937285103662007,0.0,104.74757053100558,2.0,27.111111111111114,1
6,9,2,0,26.23257848948948,-0.9896437327327412,70.3227644602274,0.7585377289260713,0.0,0.0,0.0,158.30169669606695,1.0,27.22222222222222,1
6,10,2,0,26.523817282737213,-0.6984049394850018,69.1003729704382,1.0852096844907833,0.0,0.0,0.0,329.17297701042895,1.0,27.222222222222214,1
6,11,2,0,27.188951234222927,-0.033270987999298285,66.49883401075168,10.825548989884158,0.0,0.3433029976205688,0.0,432.86932384184485,1.0,27.222222222222225,1
6,12,2,0,27.222194921527628,-2.7300694597442998e-05,66.22141362882465,0.7446991255015262,0.0,0.2129643676692882,0.0,483.56609709401675,1.0,27.222222222222225,1
6,13,2,0,27.222223629861077,1.4076388623607272e-06,66.04081152561736,0.7511112454094211,0.0,0.3089858229659054,0.0,472.2048220480263,1.0,27.222222222222214,1
6,14,2,0,27.222225111871147,2.8896489219221166e-06,65.80184794282995,0.750398589415484,0.0,0.4710121157872724,0.0,470.1811976889696,1.0,27.222222222222225,1
6,15,2,0,27.222227119400912,4.89717869101014e-06,65.48180991374896,0.7446127313191134,0.0,0.6895397766791199,0.0,458.6564660831906,1.0,27.22222222222222,1
6,16,2,0,27.22223434035977,1.2118137547645347e-05,64.88964563039391,0.7548042965473819,0.0,0.9318567670466176,0.0,326.85913999145896,1.0,27.22222222222222,1
6,17,2,0,27.222229401807944,7.179585722383308e-06,64.45291219780519,0.7761986520582583,1.3317880833745177,1.2214116889580395,0.0,206.86538611095068,1.0,27.22222222222222,1
6,18,2,0,27.2222280546834,5.8324611877935695e-06,63.99722217824706,0.8163871523984471,1.7758056501200807,1.3934499780816976,0.0,109.67421835197369,1.0,27.22222222222221,1
6,19,2,0,26.94721535292872,0.002770908484276191,64.53542827417687,1.062791499893752,0.4439605637104447,1.5388532781044055,0.0,44.66317570318038,2.0,26.944444444444443,1
6,20,2,0,26.66879984153444,0.0021331748677795304,65.09466964297987,1.414320008632516,0.1390894767233797,1.5507439849401856,0.0,-0.0,2.0,26.66666666666666,1
6,21,2,0,26.66668133216428,1.466549760564817e-05,64.79501534548778,0.8738000928741106,0.0,0.9526815521370304,0.0,0.0,1.0,26.666666666666675,1
6,22,2,0,26.666668585581384,1.918914716014797e-06,64.75527755822164,0.9086029288317456,0.0,0.3153532271693185,0.0,0.0,2.0,26.666666666666668,1
6,23,2,0,26.66666718155525,5.148885797723324e-07,64.78236526327241,0.6361575751771806,0.0,0.0609917976077017,0.0,0.0,2.0,26.66666666666667,1
6,24,2,0,26.387768793575024,-0.27889787309164404,65.88307088509355,0.5990363239659275,0.4439413858415211,0.0,0.0,0.0,2.0,26.666666666666668,1
6,1,3,0,25.90804107133232,-0.7586255953343475,67.8443241793725,0.596663687177702,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,2,3,0,25.49491993763748,-1.1717467290291879,69.55439091628679,0.5942910503894766,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,3,3,0,25.154292737266196,-1.5123739294004714,70.96730729343416,0.5919184136012512,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,4,3,0,24.785884889762823,-1.880781776903845,72.51263218296211,0.5895457768130258,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,5,3,0,24.05333590595149,-2.6133307607151792,75.62401390482546,0.5871731400248004,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,6,3,0,24.07252932196297,-2.5941373447036966,75.54442097247247,0.6212814660531185,0.0,0.0,0.0,0.0,2.0,26.666666666666668,1
6,7,3,0,24.479516521530087,-2.1871501451365845,73.77373831390469,0.6870089049398334,0.0,0.0,0.0,32.467655716222716,2.0,26.66666666666667,1
6,8,3,0,25.119578762388134,-1.5470879042785235,71.09840221479922,0.7531552605712994,0.0,0.0,0.0,128.31342337697188,2.0,26.666666666666657,1
6,9,3,0,25.8268340171478,-0.8398326495188506,68.23792610837774,0.7585377289260713,0.0,0.0,0.0,284.48844290733194,1.0,26.66666666666665,1
