Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6,1,2,0,23.3803630395146,0.04702970618126301,67.86629902553065,0.3338145899881863,0.0,1.750007522765146,0.0,0.0,2.0,23.333333333333336,1
6,2,2,0,23.3346602104614,0.0013268771280650071,67.34361546746389,0.3323905985177032,0.0,2.61769958329591,0.0,0.0,2.0,23.333333333333336,1
6,3,2,0,23.33340469399701,7.136066368218508e-05,66.92191188231784,0.3309666070472202,0.0,2.182582000523796,0.0,0.0,2.0,23.33333333333333,1
6,4,2,0,23.33334377131213,1.0437978801292047e-05,66.44266576497778,0.335077953412098,0.0,1.6150711503299409,0.0,0.0,2.0,23.33333333333333,1
6,5,2,0,23.33334206494203,8.731608701850746e-06,66.08824967189119,0.3389968697847305,0.0,1.1353075041945535,0.0,0.0,2.0,23.33333333333333,1
6,6,2,0,23.333342196027075,8.862693746891637e-06,66.0807274943367,0.5516146384283517,0.0,1.0510482785669364,0.0,0.0,2.0,23.33333333333333,1
6,7,2,0,23.33334574044338,1.2407110052237158e-05,65.91791019028565,0.6741968370054277,1.3423363272694422,2.314768687764597,0.0,13.748435723529226,2.0,23.33333333333333,1
6,8,2,0,23.33333985242265,6.519089321699312e-06,65.82220738778852,0.6159925871187333,0.0,1.2581091943233136,0.0,104.74757053100558,1.0,23.33333333333333,1
6,9,2,0,24.46202944195202,-2.760192780270202,61.707026309419184,0.8399002319210381,0.0,0.0,0.0,158.30169669606695,1.0,27.22222222222222,1
6,10,2,0,24.33203902697456,-2.8901831952476513,62.41060508514473,0.988408446031249,0.0,0.0,0.0,329.17297701042895,0.0,27.22222222222221,1
6,11,2,0,24.880069856269078,-2.3421523659531474,60.589475009951386,1.0720133169180304,0.4462720872345903,0.0,0.0,432.86932384184485,1.0,27.222222222222225,1
6,12,2,0,25.664685314101543,-1.5575369081206816,58.18360230739976,1.0403656175538585,0.3198724621404394,0.0,0.0,483.56609709401675,1.0,27.222222222222225,1
6,13,2,0,26.74551838523717,-0.47670383698504537,54.782374389524215,1.0394708280534772,3.622239157433589,0.0,0.0,472.2048220480263,1.0,27.222222222222214,1
6,14,2,0,26.396639947427897,-0.8255822747943284,55.994247654990176,0.903574954346782,0.0,0.0,0.0,470.1811976889696,1.0,27.222222222222225,1
6,15,2,0,26.72643743029672,-0.4957847919255016,54.97201603955161,0.7352068970751334,0.2231360436172872,0.0,0.0,458.6564660831906,0.0,27.22222222222222,1
6,16,2,0,27.070531362355204,-0.15169085986701702,54.02679487739016,0.7154260633291398,0.4462720872346121,0.0,0.0,326.85913999145896,1.0,27.22222222222222,1
6,17,2,0,27.21931363510529,-0.002908587116930761,53.339696961258014,0.6914502007611087,2.294802912427553,2.233297018685735,0.0,206.86538611095068,2.0,27.22222222222222,1
6,18,2,0,27.222194182148957,-2.8040073264179455e-05,53.2998496778302,0.7789314889540769,2.789419356146521,1.9921537227045856,0.0,109.67421835197369,2.0,27.22222222222222,1
6,19,2,0,27.22222388596541,1.6637431947685855e-06,53.36067776933647,0.5863361475447553,0.2890535158510897,1.0210939657520457,0.0,44.66317570318038,2.0,27.222222222222214,1
6,20,2,0,27.222222385872,1.6364977639682365e-07,53.68831568281784,0.5548936672212489,0.0,0.1014846777590344,0.0,-0.0,2.0,27.222222222222225,1
6,21,2,0,27.22222282523703,6.030148149704928e-07,53.972997685187295,0.5408531834223891,1.1915668667809145,0.3356069108589082,0.0,0.0,2.0,27.222222222222214,1
6,22,2,0,26.50946788175845,-0.7127543404637748,56.54354334013064,0.4463776241573638,0.0,0.0,0.0,0.0,2.0,27.222222222222225,1
6,23,2,0,25.99702862275659,-1.22519359946563,58.489146394458345,0.4083305467110537,0.2231360436172873,0.0,0.0,0.0,2.0,27.22222222222222,1
6,24,2,0,25.93122817749802,-1.2909940447242008,58.89936613407699,0.3352385814586693,0.338404116118349,0.0,0.0,0.0,2.0,27.22222222222222,1
6,1,3,0,25.458095587167108,-1.7641266350551135,60.7406150386964,0.3357541716757765,0.2679105601160397,0.0,0.0,0.0,2.0,27.22222222222222,1
6,2,3,0,24.801677210007057,-2.4205450122151646,63.48905619837996,0.3323905985177032,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,3,3,0,24.50376928858868,-2.718452933633536,64.66885755479318,0.3309666070472202,0.0,0.0,0.0,0.0,2.0,27.222222222222214,1
6,4,3,0,24.16345250511452,-3.058769717107694,66.16147717954617,0.335077953412098,0.0,0.0,0.0,0.0,2.0,27.222222222222214,1
6,5,3,0,23.88810508659289,-3.334117135629331,67.29273252103758,0.3389968697847305,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,6,3,0,23.580258297154074,-3.641963925068147,68.68400631099297,0.3903423740477156,0.0,0.0,0.0,0.0,2.0,27.22222222222222,1
6,7,3,0,23.764859749246845,-3.457362472975376,68.04291116938833,0.4582793772605196,0.0,0.0,0.0,32.467655716222716,2.0,27.22222222222222,1
6,8,3,0,24.09467199717873,-3.1275502250434855,66.87799948620085,0.560763441237981,0.0,0.0,0.0,128.31342337697188,2.0,27.222222222222214,1
6,9,3,0,24.71104299068664,-2.5111792315356,64.5620764798117,0.8399002319210381,0.443947683324539,0.0,0.0,284.48844290733194,2.0,27.22222222222224,1
6,10,3,0,26.256278382338447,-0.9659438398837672,59.1350019332918,1.041384965693381,0.969046723052482,0.0,0.0,413.49719868322927,2.0,27.222222222222214,1
