outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
8.9,96.01582,0.0,0.0,8.425138,12.406134,9.328124,100.0,81.510254,95.74639,0.0,168.63217,0.0,0.0,490.15073,0.0
8.3,96.654205,0.0,0.0,4.4359474,12.877887,8.461764,100.0,80.26118,93.881546,4.0119824,154.92265,0.0,23.0689,484.3848,0.0
8.3,100.0,0.0,0.0,8.620285,12.215617,5.986283,97.75237,79.3303,87.93796,47.4099,118.42589,0.0,150.53865,449.34985,0.0
7.2,100.0,0.0,0.0,9.778904,12.820958,6.2050667,98.15753,77.42921,82.952,94.23123,84.757256,0.0,334.7172,368.8867,0.0
6.95,100.0,0.0,0.0,10.594126,11.687273,6.6735673,89.16932,85.6903,92.49832,127.43759,40.46035,0.0,458.27557,184.8189,0.0
6.7,100.0,0.0,0.0,11.170649,11.853071,7.517917,86.80097,86.78424,98.90049,142.33305,0.0,0.0,542.1733,0.0,0.0
8.33,100.0,0.0,0.0,12.039457,10.252157,7.5775576,79.1645,89.804695,84.842,163.77916,0.0,0.0,476.04483,0.0,0.0
4.4,100.0,4.0,23.0,12.567343,10.095909,7.853043,78.236336,85.75364,85.60621,151.01424,0.0,3.2285666,472.16464,0.0,14.759162
8.89,100.0,48.5,154.0,13.081029,11.208897,10.664631,85.00954,93.39155,94.18659,126.90397,0.0,53.043304,481.51868,0.0,147.09947
10.0,100.0,96.0,341.0,13.053039,7.764918,10.5886755,78.73712,92.675896,73.07036,86.18895,0.0,95.89752,375.11783,0.0,193.6304
10.6,89.21299,127.5,458.5,11.521295,6.3128057,10.895827,84.49692,93.0886,74.88198,39.89687,0.0,146.70734,182.24496,0.0,53.134388
11.1,86.29294,141.5,539.0,11.889747,9.311119,13.653862,87.13056,99.05228,82.01562,0.0,0.0,157.89249,0.0,0.0,8.505992
12.2,80.23797,166.0,482.5,10.407435,8.482778,13.033461,90.79296,89.82489,69.490555,0.0,0.0,128.20624,0.0,0.0,2.3395298
12.8,79.78318,154.0,481.5,10.664528,8.439811,13.590376,89.6927,93.76764,76.26062,0.0,0.0,126.66716,0.0,0.0,0.0
12.8,83.06425,124.0,470.5,10.571429,7.1380963,13.171432,89.00057,96.16492,73.943855,0.0,0.0,76.266685,0.0,0.0,0.0
13.3,80.39159,88.0,383.0,8.509721,7.654396,13.143745,98.34341,92.68202,88.79237,0.0,0.0,51.890495,0.0,0.0,2.1398141
11.7,85.77428,40.5,185.0,6.4160814,6.0848436,10.922367,93.67621,88.294205,75.136536,0.0,0.0,16.29649,0.0,0.0,0.0
11.7,85.77428,0.0,0.0,9.160175,7.7637124,13.370787,98.097565,100.0,87.19658,0.0,0.0,0.0,0.0,0.0,0.0
10.6,92.273674,0.0,0.0,8.831425,8.15142,11.39141,92.272995,88.614456,77.804985,0.0,0.0,0.0,0.0,0.0,0.0
10.6,89.212975,0.0,0.0,8.549766,9.441159,13.323946,94.70082,96.66651,74.808365,0.0,3.6456966,0.0,0.0,16.666042,0.0
10.6,89.212975,0.0,0.0,6.9664397,8.893952,12.248979,94.744385,82.766914,61.3208,0.0,46.612053,0.0,0.0,129.26436,0.0
8.3,96.654205,0.0,0.0,7.2018213,11.703946,11.108195,89.56546,79.64929,76.91104,0.0,104.53172,0.0,0.0,211.06404,0.0
6.7,95.94628,0.0,0.0,6.7544208,11.817912,11.344894,93.1001,80.347336,81.53541,0.0,157.41495,0.0,0.0,57.012463,0.0
