Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,18.89294690007536,,59.53315477856845,0.2875392527959141,0.0,0.0,0.1956486075790435,0.0
1,2,1,0,18.879098184728285,,59.84928032333151,0.286347737336349,1.116857516674988,0.0,0.3830354397424471,0.0
1,3,1,0,18.86935420958069,,60.118503613232,0.2854314697619376,0.0,0.0,0.6090380257315738,0.0
1,4,1,0,18.86388053647405,,60.175699187167325,0.2913004068105692,0.0,0.0,0.7629488770530319,0.0
1,5,1,0,18.849854989839987,,60.27341354341543,0.3388534030161152,0.0,0.0,0.892102091831528,0.0
1,6,1,0,18.83377480992736,,60.35561525294007,0.3960656687348709,0.0,0.0,0.9711475440866034,0.0
1,7,1,0,20.405594551488587,,54.80441678041615,0.5525072779014925,0.0,0.0,2.132346787471653,0.0
1,8,1,0,21.65248744317359,,50.99171689130348,0.6446731947453518,2.734505449023649,0.0,2.31348355700105,0.0
1,9,1,0,21.66692933663371,,51.23899668030954,0.9241173371860216,2.722483160853321,0.0,1.113737801654792,36.5188
1,10,1,0,21.65704253299646,,51.28070955641892,1.178371219418769,0.0,0.0,1.3061963677149595,136.43800000000002
1,11,1,0,21.622171016537457,,51.395394866995,1.2179920506530049,0.0,0.0,0.95387848645448,239.601
1,12,1,0,21.189480336138075,,52.96039251460381,1.1786095836763557,1.87986418958502,0.2411611811906155,0.02525737047395,317.212
1,13,1,0,19.139104984589125,,60.11752904669576,1.092507407640953,0.0,0.8615605679460838,0.0555720631814758,330.609
1,14,1,0,20.61889041986381,,54.85339910298156,0.9693937625043574,0.3706276686537503,0.0759934302108896,0.6934232476549858,313.063
1,15,1,0,21.347992031408,,52.46764014293683,0.8638513787441373,0.0,0.0,0.4358438005427233,255.509
1,16,1,0,21.396064348309885,,52.2713857353131,0.7743720188555737,0.0,0.0,0.3678825529217174,154.892
1,17,1,0,21.377376819445807,,52.36029709167874,0.6539754872942849,0.372627882582935,0.0,0.1736539549863137,43.073
1,18,1,0,21.38326355527305,,52.75248865970114,0.8373695675733803,0.371206009200781,0.0,0.1073872541583778,0.0
1,19,1,0,21.371583388468828,,52.89011098718858,0.778171847608931,0.7454854539366509,0.0,0.3689970135658427,0.0
1,20,1,0,21.35973196453132,,53.01344961833967,0.7282991668797363,0.0,0.0,0.5324360813943586,0.0
1,21,1,0,21.355934119922296,,53.110972382701405,0.649874877097467,0.0,0.0,0.5970720343464002,0.0
1,22,1,0,21.174721508657072,,53.8584612161478,0.3924715361271235,0.0,0.0,0.790102574327812,0.0
1,23,1,0,18.388951899134675,,63.79240424004407,0.2929475596995335,0.0,0.5346528234401808,0.1354452466626575,0.0
1,24,1,0,18.388444993768424,,63.8737008997593,0.3193763541674148,0.0,0.2513430418505013,0.0062050002724499,0.0
1,1,2,0,18.37584319494796,,64.10909844408752,0.2875392527959141,0.0,0.0,0.1038657462389722,0.0
1,2,2,0,18.373133620747907,,64.08899556573894,0.286347737336349,0.0,0.0,0.3164696416875676,0.0
1,3,2,0,18.37665177025777,,64.1268425347932,0.2854314697619376,0.0,0.0,0.5194271241746948,0.0
1,4,2,0,18.391259246088225,,64.13133144064807,0.2913004068105692,0.0,0.0,0.7153128693863163,0.0
1,5,2,0,18.392443350370737,,64.19090948757417,0.3176167070233815,0.0,0.0,0.8625712607556343,0.0
1,6,2,0,18.39663118793792,,64.21457609894625,0.3660306323351958,0.0,0.0,0.8902211587321636,0.0
1,7,2,0,19.967472194904115,,58.30040769805131,0.5525072779014925,0.0,0.0,2.0599666757423933,0.0
1,8,2,0,21.25442535532755,,54.09764916222331,0.6446731947453518,1.653093883464057,0.0,2.404111528552191,0.0
1,9,2,0,21.296297889886223,,54.25202442741081,1.003296382406384,0.7754511960733365,0.0,1.80337418314581,35.8227
1,10,2,0,21.27565521315006,,54.34296018028248,1.2583660941479533,0.0,0.0,1.2390601827691785,117.63
1,11,2,0,21.25530299855977,,54.65282175487346,1.2971705513872192,2.495985111698263,0.0,0.301777094653387,141.58599999999998
1,12,2,0,20.85871943960032,,55.97878293837342,1.2595755916474352,0.0,0.0,0.6996181586551702,119.9
1,13,2,0,18.931338476707698,,63.13399860377579,1.175575612888523,0.0,0.7551022125022823,0.039406037879542,107.149
1,14,2,0,20.41675511733569,,57.503775853936496,0.9693937625043574,0.0,0.0296586806792329,0.9849767232258386,96.1124
1,15,2,0,21.022620111887164,,55.34035839394296,0.8638513787441373,0.0,0.0,1.3401595391026622,57.497
1,16,2,0,21.139648044970627,,54.928687524289664,0.7743720188555737,0.0,0.0,1.7216632202105502,34.8821
1,17,2,0,21.159990374385444,,54.97064109827701,0.8520617661622696,0.0,0.0,1.012563444936261,9.26777
1,18,2,0,21.152057790157325,,55.5358670147268,0.8373695675733803,1.8612480751014195,0.0,0.6468068226429714,-0.0
1,19,2,0,21.14733756835286,,55.57084978329157,1.0174047227558958,0.4086309307791294,0.0,0.9120363035625152,0.0
1,20,2,0,21.137456948019363,,55.53004227879191,0.6713291606720229,0.0,0.0,1.0392093382414278,0.0
1,21,2,0,21.133866458133248,,55.58202830617215,0.649874877097467,0.7446679392427463,0.0,0.8871261932896778,0.0
1,22,2,0,20.96157805045729,,56.29707925857671,0.3924715361271235,0.7440130141306922,0.0,0.9802866955760684,0.0
1,23,2,0,18.22469299033652,,66.59898863955739,0.2929475596995335,0.0,0.8355826293563732,0.0887364765205884,0.0
1,24,2,0,18.20233219243237,,66.69222731612896,0.3193763541674148,0.0,0.1350872623125396,0.0321669704405343,0.0
1,1,3,0,18.228373151834376,,66.8008997801769,0.2875392527959141,0.0,0.0,0.0800537825884602,0.0
1,2,3,0,18.216439410774043,,66.91370297492021,0.286347737336349,0.0,0.0,0.3301532569879982,0.0
1,3,3,0,18.23637829636696,,66.84586071833441,0.2854314697619376,0.0,0.0,0.5430244745803202,0.0
1,4,3,0,18.24048995039671,,66.91406631954843,0.2913004068105692,0.0,0.0,0.669471263666271,0.0
1,5,3,0,18.24773341432974,,66.9787495329193,0.3388534030161152,0.0,0.0,0.7769888517670188,0.0
1,6,3,0,18.24287736303428,,67.00739579004622,0.3660306323351958,0.0,0.0,1.0084206746406943,0.0
1,7,3,0,19.816310233744108,,60.8094020817904,0.4441519056484149,0.0,0.0,2.202169800505903,0.0
