Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,20.36907588241773,,46.1754157474352,0.5584658026848832,0.0,0.0,3.755235530677397,0.0
1,2,1,0,20.20265598580425,,46.67006502504377,0.6071859759726961,0.0,0.0,3.6485178834401664,0.0
1,3,1,0,20.08892467919829,,47.0198360630123,0.554085922753121,0.0,0.0,3.675853904526412,0.0
1,4,1,0,19.995421498744086,,47.25309885919023,0.5806015284690325,0.424653641673101,0.0,3.847442200108213,0.0
1,5,1,0,19.900261487270093,,47.49150875912524,0.6816025705639133,0.0,0.0,3.955984735761187,0.0
1,6,1,0,19.82915712760275,,47.58218495686789,0.8158351076229619,0.0,0.0,4.046658382781978,0.0
1,7,1,0,19.792198599197363,,47.71610424832191,0.8474468936948927,0.0,0.0,3.83049446877066,0.0
1,8,1,0,19.707874031941564,,47.74083770294344,0.8184260245643377,0.0,0.0,4.715055105594653,0.0
1,9,1,0,19.690931018689405,,47.88841279955772,1.0572321477156157,0.0,0.0,3.466689826910231,36.5188
1,10,1,0,19.66760483349633,,48.03773273789445,1.2559227834573068,0.0,0.0,2.486487875306201,136.43800000000002
1,11,1,0,19.65411451832738,,48.09984714476684,1.275270099060585,0.0,0.0,1.2846128545929782,239.601
1,12,1,0,19.61262115496008,,48.248113559515474,1.234420457281168,0.0,0.0,0.3838479415566701,317.212
1,13,1,0,19.57757305136028,,48.37587341542729,1.2294071777413949,0.0,0.3524803180951698,0.0,330.609
1,14,1,0,19.568593212137937,,48.45821940334823,1.0464643378006429,0.0,0.6427172612859492,0.0,313.063
1,15,1,0,19.54906859276774,,48.57288688509594,1.029998575884797,0.0,1.0559990940454398,0.0,255.509
1,16,1,0,19.522558942484697,,48.742867864854304,1.0632342807013762,0.0,1.092334943780781,0.0,154.892
1,17,1,0,19.46380345528172,,48.95429898296309,1.2234866374222813,0.0,0.4784305206640928,0.0,43.073
1,18,1,0,19.43056507612829,,49.09434337687487,1.1340804733400147,0.0,0.0,0.1710703256335891,0.0
1,19,1,0,19.34478118027426,,49.39808904102715,0.8432891639911975,0.0,0.0,0.7705488133600915,0.0
1,20,1,0,19.42619015431349,,49.16623988804059,0.782524113482699,0.0,0.0,1.4476963556025084,0.0
