Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6,1,5,0,23.098652321508187,-0.12356990071403473,61.08618706939714,0.356839337505185,0.0556820749439664,1.1192156533017508,0.0,0.0,3.0,23.22222222222222,1
6,2,5,0,22.234742241247595,0.012520019025370033,64.36137822300137,0.345078176742608,0.1593384127425786,1.4696382527495122,0.0,0.0,3.0,22.222222222222225,1
6,3,5,0,22.22306062705176,0.0008384048295368984,64.49341495856878,0.3387689465039555,0.0570042541599849,1.4583723249818925,0.0,0.0,3.0,22.22222222222222,1
6,4,5,0,22.222250807273824,2.858505160219238e-05,64.76970203742943,0.3348560489555698,0.0,1.3373423861324163,0.0,0.0,3.0,22.22222222222222,1
6,5,5,0,22.22223628399804,1.4061775818419164e-05,65.15211963486537,0.3486069612419522,0.0,1.1634531994188064,0.0,0.0,3.0,22.22222222222222,1
6,6,5,0,22.222237339641477,1.5117419255972209e-05,65.87128360292583,0.3468944773948613,0.3348339792834228,1.3357148776111307,0.0,0.0,3.0,22.22222222222222,1
6,7,5,0,22.22223150944947,9.287227246801422e-06,66.06557845638196,0.4085890149870355,0.9058187075945112,1.238941393607999,0.0,25.331349139364978,2.0,22.22222222222222,1
6,8,5,0,22.332554999135777,-0.0007783341975589053,65.94541265092933,0.4025127188968289,0.0,1.3196619928428115,0.0,91.3025372636674,2.0,22.333333333333336,1
6,9,5,0,22.77179786746559,-0.005979910312195358,64.0983463231024,0.452809967381209,3.3150162166740884,4.025016181002456,0.0,221.9750196320213,2.0,22.777777777777786,1
6,10,5,0,23.266788316687915,-0.06654501664541357,62.21950654244738,0.4006759376235907,0.2153955621201093,2.458844056469148,0.0,401.6440655198635,1.0,23.33333333333333,1
6,11,5,0,24.406891466552025,-0.0375529778923962,58.28827201001668,0.3983307482932367,0.0,1.653833819092308,0.0,564.9103135172027,1.0,24.44444444444442,1
6,12,5,0,24.444318506501777,-0.00012593794265569613,58.10131366161614,0.3992909788126442,1.6562987308873265,3.2172144161427454,0.0,668.9315603227061,1.0,24.444444444444432,1
6,13,5,0,24.444450690478845,6.246034406132139e-06,57.92735771903682,0.4030177654177895,0.226496204063869,3.049252284685874,0.0,683.7988149642849,1.0,24.44444444444444,1
6,14,5,0,24.44445135994257,6.915498126147668e-06,57.64570741013612,0.3561344099313106,0.0,3.5096958299469416,0.0,687.1585217856914,0.0,24.444444444444443,1
6,15,5,0,24.44445850842148,1.4063977037181985e-05,57.32197501541758,0.3563043439382849,0.2264892379042108,4.315030179439976,0.0,645.0040155805684,0.0,24.444444444444443,1
6,16,5,0,24.44445478355788,1.0339113437396463e-05,56.916584953651366,0.4050484647955354,1.020969834630433,6.009754206514755,0.0,553.2722461365797,1.0,24.444444444444443,1
6,17,5,0,23.581624525871685,0.026068970316128315,59.09817427893629,0.3593610586349881,0.4529948054853451,7.337235183013413,0.0,421.3911356017899,0.0,23.555555555555557,1
6,18,5,0,25.532449684984197,-0.023105870571363596,52.52615296533046,0.7734966420998196,0.0,4.635886401563596,0.0,247.31622175003903,2.0,25.55555555555556,1
6,19,5,0,26.459463942693237,-0.04053605730676324,49.811235408247015,0.6240874826286994,0.0,2.4251671777830084,0.0,67.32168443089382,3.0,26.5,1
6,20,5,0,24.51266223636168,0.06821779191724175,55.8666171451121,0.5945645710326142,0.4529916283356738,3.645800085131785,0.0,-0.0,3.0,24.44444444444444,1
6,21,5,0,21.815444423659397,0.14877775699273244,64.49494146320085,0.5288646920655684,0.0,8.10475875773694,0.0,0.0,2.0,21.666666666666664,1
