Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8.00,0.00,23.72,0.00,42.92,8.92,0.00,0.00
1,2,8.00,0.00,23.54,0.00,43.53,9.06,0.00,0.00
1,3,8.00,0.00,23.45,0.00,43.85,9.11,0.00,0.00
1,4,8.00,0.00,23.37,0.00,44.18,9.19,0.00,0.00
1,5,8.00,0.00,23.30,0.00,44.51,8.67,0.00,0.00
1,6,8.00,0.00,23.24,0.00,44.78,8.89,0.00,0.00
1,7,8.00,0.00,23.24,0.00,45.00,12.42,0.38,0.00
1,8,8.00,0.00,23.30,0.00,45.17,10.84,0.38,0.00
1,9,8.00,0.00,23.64,0.00,44.50,10.04,0.38,0.00
1,10,8.00,0.00,24.12,0.00,43.58,11.86,0.38,0.00
1,11,8.00,0.00,23.81,0.00,43.91,12.04,0.38,41.92
1,12,8.00,0.00,23.41,0.00,43.95,11.99,0.57,67.43
1,13,8.00,0.00,23.52,0.08,42.84,12.24,0.57,45.93
1,14,8.00,0.00,23.48,0.06,42.58,10.76,0.85,70.16
1,15,8.00,0.00,23.53,0.04,42.17,12.07,0.57,68.88
1,16,8.00,0.00,23.72,0.04,41.54,10.62,0.38,45.83
1,17,8.00,0.00,23.56,0.00,41.72,12.35,0.38,53.20
1,18,8.00,0.00,24.05,0.00,40.57,12.10,0.38,7.77
1,19,8.00,0.00,24.28,0.00,40.49,9.67,0.00,0.00
1,20,8.00,0.00,24.19,0.00,41.07,9.21,0.00,0.00
1,21,8.00,0.00,24.11,0.00,41.53,9.61,0.00,0.00
1,22,8.00,0.00,24.02,0.00,41.92,8.59,0.00,0.00
1,23,8.00,0.00,23.94,0.00,42.20,8.56,0.00,0.00
1,24,8.00,0.00,23.86,0.00,42.42,8.40,0.00,0.00
1,1,4.00,0.00,23.83,0.00,42.56,11.76,0.00,0.00
1,2,4.00,0.00,23.74,0.00,42.94,11.36,0.00,0.00
1,3,4.00,0.00,23.60,0.00,43.49,10.82,0.00,0.00
1,4,4.00,0.00,23.47,0.00,44.03,10.40,0.00,0.00
1,5,4.00,0.00,23.35,0.00,44.50,12.55,0.00,0.00
1,6,4.00,0.00,23.24,0.00,44.87,12.15,0.00,0.00
1,7,4.00,0.00,22.14,0.00,48.00,14.37,0.66,2.10
1,8,4.00,0.00,21.96,0.00,48.94,28.02,1.80,0.34
1,9,4.00,0.00,22.59,0.00,47.97,56.71,3.32,9.81
1,10,4.00,0.00,22.91,0.00,48.10,42.44,3.60,17.20
1,11,4.00,0.00,23.06,0.00,48.35,47.85,3.70,22.32
1,12,4.00,0.00,23.28,0.00,47.63,49.09,4.42,29.32
1,13,4.00,0.00,23.20,0.00,45.91,54.38,5.28,32.72
1,14,4.00,0.00,23.35,0.00,44.18,50.84,5.00,32.36
1,15,4.00,0.00,23.45,0.00,42.58,42.01,3.15,29.51
1,16,4.00,0.00,23.49,0.00,40.51,43.86,3.05,26.80
1,17,4.00,0.00,23.52,0.00,39.15,51.93,4.07,23.57
1,18,4.00,0.00,22.99,0.00,38.80,44.36,2.41,16.83
1,19,4.00,0.00,22.34,0.00,37.86,20.20,1.94,9.35
1,20,4.00,0.00,22.02,0.00,36.98,17.30,1.40,2.69
1,21,4.00,0.00,21.83,0.00,37.30,18.62,1.57,0.00
1,22,4.00,0.00,21.68,0.00,37.87,17.48,0.74,0.00
1,23,4.00,0.00,22.31,0.00,36.47,18.32,0.47,0.00
1,24,4.00,0.00,22.54,0.00,36.22,19.16,0.47,0.00
1,1,5.00,0.00,22.45,0.00,36.58,15.46,0.00,0.00
1,2,5.00,0.00,22.36,0.00,36.78,15.46,0.00,0.00
1,3,5.00,0.00,22.27,0.00,36.97,15.05,0.00,0.00
1,4,5.00,0.00,22.18,0.00,37.14,15.38,0.00,0.00
1,5,5.00,0.00,22.11,0.00,37.28,14.00,0.00,0.00
1,6,5.00,0.00,22.04,0.00,37.43,14.38,0.00,0.00
1,7,5.00,0.00,21.24,0.00,38.69,16.56,0.66,0.00
1,8,5.00,0.00,21.31,0.00,37.56,27.88,1.80,0.00
1,9,5.00,0.00,22.00,0.00,36.22,54.26,3.32,0.31
1,10,5.00,0.00,22.51,0.00,36.02,47.34,3.61,14.10
1,11,5.00,0.00,22.86,0.00,35.46,44.86,3.70,32.86
1,12,5.00,0.00,23.08,0.00,35.03,45.17,4.39,50.28
1,13,5.00,0.00,23.09,0.00,34.75,46.78,5.28,61.83
1,14,5.00,0.00,23.36,0.00,35.17,49.98,5.00,71.38
1,15,5.00,0.00,23.51,0.00,36.10,43.94,3.15,70.03
1,16,5.00,0.00,23.59,0.00,35.51,42.28,3.06,66.25
1,17,5.00,0.00,23.59,0.00,34.79,51.77,4.08,57.68
1,18,5.00,0.00,23.02,0.00,34.70,36.62,2.41,45.56
1,19,5.00,0.00,22.30,0.00,34.52,18.26,1.94,39.23
1,20,5.00,0.00,21.97,0.00,35.45,16.58,1.39,35.91
1,21,5.00,0.00,21.77,0.00,36.15,17.70,1.56,30.20
1,22,5.00,0.00,21.62,0.00,35.71,14.13,0.74,25.22
1,23,5.00,0.00,22.31,0.00,34.21,15.43,0.47,0.00
1,24,5.00,0.00,22.57,0.00,34.02,17.12,0.47,0.00
1,1,6.00,0.00,22.49,0.00,34.52,12.18,0.00,0.00
1,2,6.00,0.00,22.39,0.00,34.88,11.86,0.00,0.00
1,3,6.00,0.00,22.29,0.00,35.35,11.37,0.00,0.00
1,4,6.00,0.00,22.17,0.00,35.92,12.13,0.00,0.00
1,5,6.00,0.00,22.05,0.00,36.39,12.48,0.00,0.00
1,6,6.00,0.00,21.95,0.00,36.84,11.04,0.00,0.00
1,7,6.00,0.00,21.20,0.00,39.30,15.53,0.67,0.00
1,8,6.00,0.00,21.29,0.00,39.96,27.28,1.81,0.00
