month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
1,1,1,0,19.280825,,24.089243,0.24710993,0.0,0.0,5.052129,0.0,1.0,18.944445,18.944445,2
1,2,1,0,19.224539,,24.195166,0.21611243,0.0,0.0,5.2608676,0.0,1.0,18.944445,18.944445,2
1,3,1,0,19.187181,,24.182838,0.21511829,0.0,0.0,5.5205235,0.0,1.0,18.944445,18.944445,2
1,4,1,0,19.156492,,24.100168,0.21412414,0.0,0.0,5.700993,0.0,1.0,18.944445,18.944445,2
1,5,1,0,19.241453,,23.846668,0.21313,0.0,0.0,5.9038005,0.0,1.0,19.055555,19.055555,2
1,6,1,0,19.448076,,23.441942,0.21313,0.0,0.0,6.175599,0.0,1.0,19.277779,19.277779,2
1,7,1,0,19.762514,,23.318884,1.4630209,0.0,0.0,6.3301044,0.0,1.0,19.61111,19.61111,2
1,8,1,0,19.870396,,23.416914,0.4002155,1.2835635,0.0,5.8536873,0.0,1.0,19.722221,19.722221,2
1,9,1,0,19.917728,,23.222418,0.41013074,0.0,0.0,6.293165,0.0,1.0,19.777779,19.777779,2
1,10,1,0,19.903906,,23.18719,0.21810074,0.0,0.0,6.116055,0.0,0.0,19.777779,19.777779,2
1,11,1,0,19.891462,,23.149317,0.2171066,0.0,0.0,5.8279133,0.0,0.0,19.777779,19.777779,2
1,12,1,0,19.877996,,23.065453,0.2171066,0.0,0.0,5.7953825,0.0,0.0,19.777779,19.777779,2
1,13,1,0,19.867163,,23.075853,0.21909489,0.47664228,0.0,5.4812665,0.0,0.0,19.777779,19.777779,2
1,14,1,0,19.857534,,23.197054,0.41782022,0.0,0.0,5.014213,0.0,1.0,19.777779,19.777779,2
1,15,1,0,19.849876,,23.317072,0.41357535,0.0,0.0,4.8404665,0.0,1.0,19.777779,19.777779,2
1,16,1,0,19.89589,,23.453445,0.4362592,0.0,0.0,5.3829017,0.0,1.0,19.833334,19.833334,2
1,17,1,0,20.00463,,23.313469,0.5065211,0.0,0.0,5.361168,0.0,1.0,19.944445,19.944445,2
