Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,22.19,0,34.79,9.4,4.56,4.41
1,2,8,0,22.05,0,36.12,6.8,0.6,2.01
1,3,8,0,21.89,0,37.07,5.8,0.12,1.01
1,4,8,0,21.79,0,37.71,6.5,0,0.86
1,5,8,0,21.71,0,38.23,6.7,0.12,0.64
1,6,8,0,21.68,0,38.41,7.7,1.32,0.65
1,7,8,0,21.64,0,38.57,7.9,3,0.48
1,8,8,0,21.84,0,38.28,13.1,14.88,2.03
1,9,8,0,22.12,0,37.52,18.3,2.28,9.49
1,10,8,0,22.22,0,36.86,12.9,11.16,10.12
1,11,8,0,22.24,0,36.33,10.4,9.12,11.52
1,12,8,0,22.27,0,35.69,10,4.56,13.42
1,13,8,0,22.31,0,35.22,8.2,6.48,14.31
1,14,8,0,22.39,0,34.6,12.8,3.84,21.5
1,15,8,0,22.47,0,33.86,14,4.68,25.01
1,16,8,0,22.49,0,33.62,13.8,1.2,26.56
1,17,8,0,22.49,0,33.43,8,2.4,19.34
1,18,8,0,22.49,0,33.48,9.1,3.72,14.63
1,19,8,0,22.5,0,34.15,11.6,3.48,15.8
1,20,8,0,22.5,0,34.59,19.7,4.56,22.68
1,21,8,0,22.5,0,34.62,20.5,3.24,21.45
1,22,8,0,22.5,0,34.59,17.7,3.24,16.47
1,23,8,0,22.5,0,34.4,21.4,1.68,18.2
1,24,8,0,22.34,0,34.37,11.3,0.24,6.8
1,1,2,0,22.22,0,34.45,11.8,0.24,5.41
1,2,2,0,22.06,0,34.91,9.6,0.48,2.06
1,3,2,0,21.68,0,35.62,7.1,0.12,0.24
1,4,2,0,21.23,0,36.28,4.9,1.92,0
1,5,2,0,21.11,0,36.09,6.4,0.48,0
1,6,2,0,21.08,0,35.49,8.6,3.36,0
1,7,2,0,20.99,0,34.94,8.4,7.8,0
1,8,2,0,20.99,0,34.27,10.8,24.72,0
1,9,2,0,21.36,0,32.76,13.6,5.88,0.86
1,10,2,0,21.74,0,31.47,17.2,5.64,4.55
1,11,2,0,21.88,0,31.08,15.3,7.44,6.32
1,12,2,0,21.85,0,31.02,11.4,5.64,6.27
1,13,2,0,21.77,0,30.42,8.3,0.72,6.42
1,14,2,0,22.15,0,29.02,18.4,0.96,13.14
1,15,2,0,22.18,0,27.68,10.8,0.96,10.29
1,16,2,0,22.14,0,26.64,8.2,3.48,9.94
1,17,2,0,22.07,0,25.8,7.9,3.48,8.05
1,18,2,0,21.99,0,25.16,11.3,4.68,4.77
1,19,2,0,22.02,0,25.25,14.2,3.84,5.34
1,20,2,0,22.2,0,25.49,21.2,2.64,9
1,21,2,0,22.04,0,26.17,13.9,13.44,3.05
1,22,2,0,22.01,0,26.91,16.2,4.08,3.47
1,23,2,0,22.07,0,27.25,21.8,1.56,5.92
1,24,2,0,21.91,0,27.68,16,0.84,1.5
1,1,3,0,21.66,0,27.95,13.6,0.6,0.4
1,2,3,0,21.26,0,28.53,9.4,2.4,0
1,3,3,0,21.27,0,28.54,13.1,0,0
1,4,3,0,21.02,0,29.04,7.6,0.36,0
1,5,3,0,20.93,0,29.32,6.9,0.36,0
1,6,3,0,20.93,0,29.54,9.5,1.32,0
1,7,3,0,20.92,0,29.65,10.6,3.84,0
1,8,3,0,20.96,0,29.3,14.1,11.16,0
1,9,3,0,21.15,0,28.3,14.5,12.48,0.07
1,10,3,0,21.49,0,27.05,15.8,5.4,1.8
1,11,3,0,21.64,0,26.28,13.3,7.68,2.49
1,12,3,0,21.68,0,25.92,12,5.16,1.9
1,13,3,0,21.75,0,25.51,10.9,2.16,2.9
1,14,3,0,21.86,0,25.2,11.3,0.96,4.22
1,15,3,0,21.91,0,25.06,8.1,0.96,5.63
1,16,3,0,22.05,0,24.68,11.3,0.24,7.73
1,17,3,0,21.99,0,24.47,8.7,2.52,4.47
1,18,3,0,21.98,0,24.23,11.2,2.28,3.65
1,19,3,0,22.01,0,24.48,12.2,7.2,3.76
1,20,3,0,22.36,0,24.8,30.1,3.36,16.72
1,21,3,0,22.21,0,25.78,18.5,3.84,6.79
1,22,3,0,22.16,0,26.08,19.1,5.76,6.53
1,23,3,0,22.09,0,26.34,16.2,3.84,3.38
1,24,3,0,21.79,0,26.89,11.1,0.72,0.58
1,1,4,0,21.72,0,27.1,13.5,0,0.71
1,2,4,0,21.43,0,27.71,10.2,2.4,0.01
1,3,4,0,21.03,0,28.62,6.5,0.36,0
