Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,21.88,0,31.04,8.9,0,0
1,2,8,0,21.76,0,31.36,8.22,0,0
1,3,8,0,21.65,0,31.61,7.59,0,0
1,4,8,0,21.55,0,31.87,9.65,0,0
1,5,8,0,21.46,0,32.12,8.59,0,0
1,6,8,0,21.37,0,32.33,8.73,0,0
1,7,8,0,21.34,0,32.54,11.68,0.4,0
1,8,8,0,21.31,0,32.94,11.7,0.44,0
1,9,8,0,21.57,0,32.66,10.96,0.38,0
1,10,8,0,22.02,0,32.03,11.06,0.39,0
1,11,8,0,22.51,0,31.49,10.22,0.37,0
1,12,8,0,22.6,0,31.46,9.81,0.64,15.46
1,13,8,0,22.13,0.01,31.87,11,0.62,36.44
1,14,8,0,22.17,0.03,31.19,10.78,0.99,41.35
1,15,8,0,22.3,0.05,30.38,10.5,0.72,41.86
1,16,8,0,22.36,0,30.02,11.48,0.45,40.5
1,17,8,0,22.57,0,29.51,11.27,0.43,25.2
1,18,8,0,22.96,0,28.91,12.11,0.44,0
1,19,8,0,22.8,0,29.45,9.85,0,0
1,20,8,0,22.6,0,29.89,9.95,0,0
1,21,8,0,22.44,0,30.19,8.7,0,0
1,22,8,0,22.29,0,30.42,8.11,0,0
1,23,8,0,22.15,0,30.62,9.25,0,0
1,24,8,0,22.02,0,30.8,9.41,0,0
1,1,2,0,21.92,0,30.93,13.23,0,0
1,2,2,0,21.77,0,31.19,14.29,0,0
1,3,2,0,21.56,0,31.54,13.03,0,0
1,4,2,0,21.35,0,31.82,13.85,0,0
1,5,2,0,21.19,0,31.99,12.23,0,0
1,6,2,0,21.04,0,32.11,13.39,0,0
1,7,2,0,20.62,0,32.39,15.22,0.66,0
1,8,2,0,20.83,0,31.52,25.96,1.63,0
1,9,2,0,21.53,0,31.01,62.51,2.93,0
1,10,2,0,22.01,0,32.42,50.56,3.66,0
1,11,2,0,22.31,0,34.02,44.41,3.59,0
1,12,2,0,22.54,0,34.36,44.63,4.92,0
