timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-01-01T00:00:00,3.0,3.0,3.0,-0.0
2025-01-01T00:15:00,2.75,2.75,2.75,-0.0
2025-01-01T00:30:00,3.0,3.0,3.0,-0.0
2025-01-01T00:45:00,2.75,2.75,2.75,-0.0
2025-01-01T01:00:00,3.0,3.0,3.0,-0.0
2025-01-01T01:15:00,3.0,3.0,3.0,-0.0
2025-01-01T01:30:00,3.5,3.5,3.5,-0.0
2025-01-01T01:45:00,4.0,4.0,4.0,-0.0
2025-01-01T02:00:00,3.75,3.75,3.75,-0.0
2025-01-01T02:15:00,4.0,4.0,4.0,-0.0
2025-01-01T02:30:00,4.25,4.25,4.25,-0.0
2025-01-01T02:45:00,4.25,4.25,4.25,-0.0
2025-01-01T03:00:00,5.0,5.0,5.0,-0.0
2025-01-01T03:15:00,4.25,4.25,4.25,-0.0
2025-01-01T03:30:00,4.25,4.25,4.25,-0.0
2025-01-01T03:45:00,3.75,3.75,3.75,-0.0
2025-01-01T04:00:00,3.75,3.75,3.75,-0.0
2025-01-01T04:15:00,3.25,3.25,3.25,-0.0
2025-01-01T04:30:00,2.75,2.75,2.75,-0.0
2025-01-01T04:45:00,3.0,3.0,3.0,-0.0
2025-01-01T05:00:00,2.75,2.75,2.75,-0.0
2025-01-01T05:15:00,3.25,3.25,3.25,-0.0
2025-01-01T05:30:00,3.0,3.0,3.0,-0.0
2025-01-01T05:45:00,3.25,3.25,3.25,-0.0
2025-01-01T06:00:00,3.5,3.5,3.5,-0.0
2025-01-01T06:15:00,4.25,4.25,4.25,-0.0
2025-01-01T06:30:00,5.25,5.25,5.25,-0.0
2025-01-01T06:45:00,5.25,5.25,5.25,-0.0
2025-01-01T07:00:00,5.5,5.5,5.5,-0.0
2025-01-01T07:15:00,6.25,6.25,6.25,-0.0
2025-01-01T07:30:00,7.75,7.75,7.75,-0.0
2025-01-01T07:45:00,6.75,6.75,6.75,-0.0
2025-01-01T08:00:00,5.99875020980835,6.002500057220459,6.002500057220459,-0.0037499999161809683
2025-01-01T08:15:00,6.476250171661377,6.547500133514404,6.547500133514404,-0.07124999910593033
2025-01-01T08:30:00,5.44249963760376,5.614999771118164,5.614999771118164,-0.17249999940395355
2025-01-01T08:45:00,5.142499923706055,5.465000152587891,5.465000152587891,-0.32249999046325684
2025-01-01T09:00:00,3.5674996376037598,4.114999771118164,4.114999771118164,-0.5475000143051147
2025-01-01T09:15:00,2.6624999046325684,3.674999952316284,3.674999952316284,-1.0125000476837158
2025-01-01T09:30:00,2.434999942779541,4.130000114440918,4.130000114440918,-1.6950000524520874
2025-01-01T09:45:00,2.8587498664855957,4.78249979019165,4.78249979019165,-1.9237500429153442
2025-01-01T10:00:00,4.082499980926514,6.835000038146973,6.835000038146973,-2.752500057220459
2025-01-01T10:15:00,0.9587497711181641,5.582499980926514,5.582499980926514,-4.62375020980835
2025-01-01T10:30:00,-1.8999998569488525,3.799999952316284,3.799999952316284,-5.699999809265137
2025-01-01T10:45:00,-2.3399999141693115,3.930000066757202,3.930000066757202,-6.269999980926514
2025-01-01T11:00:00,-0.9462499618530273,5.642499923706055,5.642499923706055,-6.588749885559082
2025-01-01T11:15:00,2.012500286102295,8.725000381469727,8.725000381469727,-6.712500095367432
2025-01-01T11:30:00,-1.5925002098083496,5.434999942779541,5.434999942779541,-7.027500152587891
2025-01-01T11:45:00,-2.648749828338623,4.547500133514404,4.547500133514404,-7.196249961853027
2025-01-01T12:00:00,-3.2375001907348633,4.224999904632568,4.224999904632568,-7.462500095367432
2025-01-01T12:15:00,-3.0012497901916504,4.502500057220459,4.502500057220459,-7.503749847412109
2025-01-01T12:30:00,-0.5625,7.125,7.125,-7.6875
2025-01-01T12:45:00,-3.351250171661377,4.452499866485596,4.452499866485596,-7.803750038146973
2025-01-01T13:00:00,-2.992499828338623,4.485000133514404,4.485000133514404,-7.477499961853027
2025-01-01T13:15:00,-3.3062496185302734,4.362500190734863,4.362500190734863,-7.668749809265137
2025-01-01T13:30:00,-2.271249771118164,5.292500019073486,5.292500019073486,-7.56374979019165
