Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,1,8.0,0.0,20.69,0.0,39.31,2.38,0.0,0.0,0.0,0.0
1,2,8.0,0.0,22.57,0.0,33.34,1.92,0.0,0.0,0.0,0.0
1,3,8.0,0.0,23.5,0.0,35.65,2.37,0.0,0.0,0.0,0.0
1,4,8.0,0.0,22.91,0.0,29.3,1.92,0.0,0.0,0.0,0.0
1,5,8.0,0.0,23.1,0.0,28.3,3.27,0.0,0.0,0.0,0.0
1,6,8.0,0.0,22.1,0.0,30.5,6.41,0.0,0.0,0.0,0.0
1,7,8.0,0.0,22.02,0.0,31.83,6.88,0.0,0.0,0.0,0.0
1,8,8.0,0.0,22.29,0.0,34.36,7.78,2.54,0.0,0.0,0.0
1,9,8.0,0.0,22.55,0.0,35.46,9.13,2.48,0.0,0.0,0.0
1,10,8.0,0.0,22.81,0.0,35.85,10.47,2.48,0.0,0.0,0.0
1,11,8.0,0.0,23.31,0.0,37.62,12.72,1.66,0.0,0.0,0.0
1,12,8.0,0.0,23.96,0.35,42.34,14.07,11.92,1.02,0.0,0.0
1,13,8.0,0.0,24.18,0.55,45.19,13.17,9.93,3.1,0.0,0.0
1,14,8.0,0.0,24.07,0.45,44.1,12.27,16.22,2.29,0.0,0.0
1,15,8.0,0.0,24.09,0.48,42.37,11.37,15.24,1.33,0.0,0.0
1,16,8.0,0.0,23.71,0.1,42.61,11.37,4.14,0.5,0.0,0.0
1,17,8.0,0.0,23.62,0.01,42.97,12.72,4.14,0.0,0.0,0.0
1,18,8.0,0.0,23.62,0.01,41.32,12.72,3.81,0.0,0.0,0.0
1,19,8.0,0.0,23.62,0.01,40.2,11.82,2.64,0.0,0.0,0.0
1,20,8.0,0.0,23.62,0.01,40.62,10.92,1.66,0.0,0.0,0.0
1,21,8.0,0.0,23.62,0.01,41.41,10.02,6.62,0.0,0.0,0.0
1,22,8.0,0.0,23.62,0.01,41.76,9.13,6.95,0.0,0.0,0.0
1,23,8.0,0.0,23.6,0.0,40.5,5.08,7.12,0.0,0.0,0.0
1,24,8.0,0.0,23.19,0.0,38.54,2.38,0.0,0.0,0.0,0.0
1,1,5.0,0.0,22.08,0.0,41.71,2.38,0.0,0.0,0.0,0.0
1,2,5.0,0.0,23.48,0.0,40.86,1.92,0.0,0.0,0.0,0.0
1,3,5.0,0.0,24.04,0.0,43.86,2.37,0.0,0.0,0.0,0.0
1,4,5.0,0.0,23.25,0.0,39.64,1.92,0.0,0.02,0.0,0.0
