Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1.0,0.0,17.8125,68.125,0.0,0.0,23.479049741853427,3.028321619966393e-07,47.7795748007267,7.794315217642483,1.4413254933382238,5.737959473782839
2,1.0,0.0,16.1375,74.75,0.0,0.0,23.46860694550877,0.0,48.987941830286616,7.198257821900184,0.7646612744326187,2.382892780817122
3,1.0,0.0,16.1,75.875,0.0,0.0,23.434492064292268,0.0,50.02786085532122,6.889069561207352,0.5180358624949186,1.5347788616372726
4,1.0,0.0,16.1,78.25,0.0,0.0,23.380237854301363,5.5380324372268346e-05,51.23714049478845,6.692355996816513,0.5593637442370281,1.0374602298240174
5,1.0,0.0,16.1625,77.75,0.0,0.0,23.319545117409575,0.0,52.40005166324552,6.785887419237894,1.1216951678364273,0.831392064159313
6,1.0,0.0,16.2625,76.375,0.0,0.0,23.278680118223445,0.0,53.1537430999242,7.423987574611205,3.349589609607012,0.8233352364930102
7,1.0,0.0,16.3625,75.375,0.0,0.0,23.261786616309564,0.0,53.66194423388936,9.066921661472994,7.587692737987609,0.8943987449690335
8,1.0,0.0,17.025,73.75,41.0625,64.5,23.32915251858232,0.0,53.805588255536875,10.949979190344084,9.253996331644984,1.7640322241507869
9,1.0,0.0,19.025,66.125,103.875,337.125,23.443933342702213,0.0,53.20357635001082,11.741014049883574,9.557390898066053,6.9886348805277025
10,1.0,0.0,21.375,57.0,151.3125,434.5625,23.474765309018803,0.0,51.964045044112474,12.454497414957867,8.955625947306112,11.887348774816711
11,1.0,0.0,23.5125,49.625,189.8125,492.6875,23.47926408551815,0.0,50.44126232083752,12.687478672504858,7.840236654421467,15.526977581989986
12,1.0,0.0,25.2375,43.875,222.5,460.8125,23.479221135314248,0.0,49.19880528950179,12.902946819716412,6.674890646737825,18.007898085666994
13,1.0,0.0,25.7375,42.625,177.625,598.1875,23.479013778869618,0.0,48.11311435356849,12.65665649132132,5.80224485780193,20.74602378613726
14,1.0,0.0,25.7,42.375,129.375,694.625,23.47866719448033,0.0,47.05306592738289,12.118764013942258,5.227273702528464,23.514704684271965
15,1.0,0.0,25.7,42.625,116.9375,586.5625,23.47882770998007,0.0,46.22060679120285,11.732479713551907,4.604423120168448,25.208908835222577
16,1.0,0.0,25.7,43.625,68.0,565.75,23.479102148169453,0.0,45.79423140292818,12.107492710919825,4.611348746003451,26.50153004435282
17,1.0,0.0,25.7,43.375,34.375,326.1875,23.479152715290542,0.0,45.80605506954377,13.778196779200126,5.186540331688744,24.41099530719577
18,1.0,0.0,25.5125,44.25,0.0,0.0,23.47917532701706,0.0,46.36497007246081,16.555466290950594,6.268327933011215,21.337401456391543
19,1.0,0.0,24.9,46.875,0.0,0.0,23.47894043521591,0.0,47.14291710985547,16.29998221063618,7.4576937950499955,22.109959778182958
20,1.0,0.0,24.1,48.0,0.0,0.0,23.478737631483813,0.0,47.557886108827546,14.95791996811918,7.758099357052648,20.853177449279748
21,1.0,0.0,23.3,49.25,0.0,0.0,23.47848283576017,0.0,47.468968116376864,14.20731335900552,7.120624829628373,19.055317101256
22,1.0,0.0,22.500000000000004,50.625,0.0,0.0,23.47856653179146,0.0,47.386912880959144,13.554210953460414,6.232359025063195,17.084262013305683
23,1.0,0.0,21.6375,51.625,0.0,0.0,23.47871641192675,0.0,47.2985457514229,11.621593008693123,4.672350965616469,13.98022204243119
24,1.0,0.0,20.8,53.875,0.0,0.0,23.478877459443673,0.0,47.26539907242847,9.54829133482013,3.0351583913827356,10.930382814656154
1,2.0,0.0,19.5,61.875,0.0,0.0,23.479045721853684,0.0,47.70273294627959,7.6833722121192025,1.287114036876035,7.6291770276593605
2,2.0,0.0,17.775,69.75,0.0,0.0,23.47915197167055,4.691353558970602e-05,48.78229820770943,7.131348481968132,0.6727627652621014,4.287677710105658
3,2.0,0.0,16.0375,77.0,0.0,0.0,23.43951497393353,0.0,49.98266656801663,6.845460529838587,0.4602669432520324,1.5148336428516973
4,2.0,0.0,14.8375,83.125,0.0,0.0,23.292300677153754,0.0,51.38707125919011,6.667810341535417,0.5043463689602421,0.6912058185286116
5,2.0,0.0,13.937500000000002,86.875,0.0,0.0,23.11638421562339,0.0,52.6103170077922,6.7393055031348785,1.0120566508750597,0.4326355889378376
6,2.0,0.0,13.1625,88.0,0.0,0.0,22.943376031375283,0.0,53.366578316682286,7.3503279909048995,3.0456453815601137,0.32645045714259935
7,2.0,0.0,12.4625,90.5,0.0,0.0,22.791908643426265,0.0,53.748618757418434,8.88398166109162,6.914239505911347,0.25235462273138676
8,2.0,0.0,12.325,89.5,33.9375,15.5625,22.69584872911629,0.0,53.92053588024942,10.587420450438342,8.353545306939731,0.27877059111870545
9,2.0,0.0,13.15,84.25,118.625,65.0625,22.723781281923948,0.0,53.40688528931171,11.181228337918652,8.533455567171291,0.36888812382638597
10,2.0,0.0,13.9125,81.375,177.875,19.4375,22.71302209067827,0.0,52.85527582452043,11.696799700485526,7.946801039958791,0.40441899129032605
11,2.0,0.0,14.4125,81.0,220.5625,49.6875,22.73880109281817,0.0,52.481535753984275,11.849167580555271,6.938300230815365,0.5020392295957108
12,2.0,0.0,15.1625,75.375,266.6875,154.1875,22.926391458899765,0.0,51.73437298008018,12.053006293960806,5.905341572074897,0.7938967721080684
13,2.0,0.0,15.625,70.125,256.9375,42.625,22.993175459409077,0.0,51.189081134529765,11.884346025370625,5.1392873696728625,0.7092481568476205
14,2.0,0.0,15.7,67.125,246.625,38.8125,23.02834863903075,0.0,50.284086061735316,11.41164143159925,4.625802304023566,0.7168355616179157
15,2.0,0.0,15.6375,62.875,196.6875,93.9375,23.088335735628757,0.0,48.95316062188536,11.100646529402862,4.088897030105484,0.9836028360651076
16,2.0,0.0,15.412500000000003,60.375,118.875,205.9375,23.153126579361846,0.0,47.51074483484298,11.509661854183388,4.093402205947607,1.5596559702812622
17,2.0,0.0,14.9875,60.0,58.75,255.4375,23.2014824981773,1.495383686762186e-06,46.312527505268946,13.194793824968892,4.57386074674386,2.38834549600261
18,2.0,0.0,14.2375,61.25,0.0,0.0,23.10220090836892,0.0,46.24875379789183,15.976053967847042,5.619015259184782,0.673012065326138
19,2.0,0.0,13.4,62.625,0.0,0.0,23.09174504166651,0.0,46.30538847180931,15.717724003894267,6.63418700073611,0.7314166597878766
20,2.0,0.0,12.600000000000003,64.875,0.0,0.0,23.01843351205163,0.0,46.270737187909766,14.365106755047387,6.83903310667682,0.5675541050822674
21,2.0,0.0,11.8,69.75,0.0,0.0,22.88787159437566,4.420219672641734e-06,46.20266468641559,13.615429747283882,6.22660437376508,0.40852675038741737
22,2.0,0.0,11.0,72.0,0.0,0.0,22.741514638296405,0.0,46.26874577902129,12.964295099411096,5.484021955935425,0.31422178810782464
23,2.0,0.0,10.2,73.875,0.0,0.0,22.55442482467514,0.0,46.197197286244474,11.16112536329695,4.110608949252661,0.16332765690064704
24,2.0,0.0,9.4,75.625,0.0,0.0,22.412535757699583,0.0,45.832012929198676,9.292887952065069,2.6812018719327626,0.022988736377922342
1,3.0,0.0,9.0375,77.25,0.0,0.0,22.324325345721615,0.0,45.23957199710434,7.6833722121192025,1.2867798930309917,0.0
2,3.0,0.0,8.9375,80.5,0.0,0.0,22.283053714928343,0.0,44.81606433925655,7.131348481968132,0.6749957176663028,0.0
3,3.0,0.0,8.9,82.0,0.0,0.0,22.2636351217263,0.0,44.66169107085096,6.845460529838587,0.46572388073882076,0.0
4,3.0,0.0,8.837500000000002,82.0,0.0,0.0,22.252022535072705,0.0,44.53581832493679,6.667810341535417,0.505350378534354,0.0
5,3.0,0.0,8.8,81.375,0.0,0.0,22.24389378273037,0.0,44.3980102402557,6.7393055031348785,1.0123830878805686,0.0
6,3.0,0.0,8.8,80.375,0.0,0.0,22.23772045230803,0.0,44.255233788912705,7.3503279909048995,3.04854708785368,0.0
7,3.0,0.0,8.8625,77.5,0.0,0.0,22.23478074425613,0.0,44.11552343056471,8.88398166109162,6.928746059926732,0.0
8,3.0,0.0,9.525,72.25,43.6875,34.125,22.2384956959767,0.0,43.89358701435338,10.587420450438342,8.370005882478523,0.0
9,3.0,0.0,11.4625,63.75,120.5,202.3125,22.260670115126008,0.0,43.55203083629312,11.181228337918652,8.549398862350516,0.0
10,3.0,0.0,14.0875,55.0,167.4375,359.375,22.39494938140587,0.0,42.88881333608395,11.696799700485526,7.963221203201213,0.10476306854803899
11,3.0,0.0,16.6625,47.625,193.125,459.75,22.649262602612886,0.0,42.00565915973812,11.849167580555271,6.955771624930879,0.7504640784197758
12,3.0,0.0,18.9125,41.875,195.6875,533.375,22.867671044388644,0.0,41.33306024895721,12.053006293960806,5.923579647186408,2.4477033490394198
13,3.0,0.0,20.6375,38.125,180.25,580.0625,23.023002276056072,0.0,40.922035824929054,11.884346025370625,5.130223864795667,5.084583920961091
14,3.0,0.0,21.762500000000006,36.375,167.8125,535.9375,23.176604726462394,0.0,40.571529561020796,11.41164143159925,4.6461047784190965,6.879956065730594
15,3.0,0.0,22.0375,35.375,161.875,413.6875,23.33630399388117,0.0,40.23155486219421,11.100646529402862,4.082772381106478,7.946223668530221
16,3.0,0.0,21.625,35.0,79.4375,500.6875,23.396083541858495,0.0,39.97896702009158,11.509661854183388,4.111648443260181,10.666341513004978
17,3.0,0.0,20.4,37.5,34.3125,304.1875,23.43707734473263,0.0,39.83521327834192,13.194793824968892,4.586433157350971,8.979122967656703
18,3.0,0.0,18.675,41.5,0.0,0.0,23.46578894442718,0.0,40.115032666389425,15.976053967847042,5.618637514074459,5.790806254330139
19,3.0,0.0,17.5625,48.625,0.0,0.0,23.479106298192875,0.0,40.75397879570395,15.717724003894267,6.651409472279296,6.4043545973515315
20,3.0,0.0,16.862500000000004,53.875,0.0,0.0,23.479429322595966,1.6499303283913573e-05,41.83200232054099,14.365106755047387,6.856517510516671,5.859680802949101
21,3.0,0.0,16.1625,53.75,0.0,0.0,23.476286700180395,0.0,42.56438934716065,13.615429747283882,6.241772245033246,4.733508822323288
22,3.0,0.0,15.525000000000004,54.25,0.0,0.0,23.46405826585978,0.0,42.71029079932768,12.964295099411096,5.478810701245775,3.3564515899196667
23,3.0,0.0,14.8625,56.875,0.0,0.0,23.40842772426111,0.0,42.918248623124356,11.16112536329695,4.128814756225353,1.6472504021895145
24,3.0,0.0,14.225,61.125,0.0,0.0,23.268575404137113,0.0,43.396999283778534,9.292887952065069,2.678959069434517,0.7036174022235269
1,4.0,0.0,13.437500000000002,65.5,0.0,0.0,23.05166965620896,0.0,44.16889616309248,7.6833722121192025,1.2899150336979475,0.37027887432117573
2,4.0,0.0,12.537499999999998,71.375,0.0,0.0,22.803843221225236,0.0,45.01241046785969,7.131348481968132,0.6853907688960084,0.26457820785693487
3,4.0,0.0,11.6375,79.625,0.0,0.0,22.56976424657448,0.0,46.04115903287581,6.845460529838587,0.4663360626184656,0.11511635380793842
4,4.0,0.0,10.9875,81.125,0.0,0.0,22.417412124885903,0.0,46.85349162171799,6.667810341535417,0.5051722330863965,0.0045593558438709585
5,4.0,0.0,10.55,82.5,0.0,0.0,22.331171458227374,0.0,47.005864032035554,6.7393055031348785,1.0121175158316262,0.0
6,4.0,0.0,10.15,86.5,0.0,0.0,22.29180833143882,0.0,47.174238773048096,7.3503279909048995,3.0541732767243177,0.0
7,4.0,0.0,9.8125,86.75,0.0,0.0,22.27718927888523,0.0,47.44240705028848,8.88398166109162,6.938409795273785,0.0
8,4.0,0.0,9.95,83.5,32.0625,3.0,22.270588995417704,0.0,47.489712067279164,10.587420450438342,8.385588643382578,0.0
9,4.0,0.0,11.0375,80.125,115.1875,16.875,22.270123938210475,0.0,47.302580971890436,11.181228337918652,8.5651295767008,0.0
10,4.0,0.0,12.350000000000003,72.125,185.5625,23.875,22.281144443310712,0.0,46.989360821447804,11.696799700485526,7.979625389655109,0.0
11,4.0,0.0,13.425,66.75,236.875,33.5,22.297220529656485,0.0,46.3795747489364,11.849167580555271,6.974686235124843,0.09679529465875289
