Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,8.0,0.0,17.8125,68.125,0.0,0.0,23.818544041385607,0.0,42.67619612875826,9.277750417043915,0.0,0.0
2,8.0,0.0,16.1375,74.75,0.0,0.0,23.639891592492745,0.0,43.29161666288647,9.277750417043915,0.0,0.0
3,8.0,0.0,16.1,75.875,0.0,0.0,23.54336792053351,0.0,43.61952427442498,9.277750417043915,0.0,0.0
4,8.0,0.0,16.1,78.25,0.0,0.0,23.4591041821906,0.0,43.95636407090252,9.277750417043915,0.0,0.0
5,8.0,0.0,16.1625,77.75,0.0,0.0,23.384880307429807,0.0,44.29749245835495,9.277750417043915,0.0,0.0
6,8.0,0.0,16.2625,76.375,0.0,0.0,23.32001046566429,0.0,44.58366171146386,9.277750417043915,0.0,0.0
7,8.0,0.0,16.3625,75.375,0.0,0.0,23.3205576627674,0.0,44.809904611582546,11.495944141315022,0.352377692644636,0.0
8,8.0,0.0,17.025,73.75,41.0625,64.5,23.368678548834186,0.0,45.02940922544153,11.495944141315022,0.352377692644636,0.0
9,8.0,0.0,19.025,66.125,103.875,337.125,23.696463697365754,0.0,44.36588745731082,11.495944141315022,0.352377692644636,0.0
10,8.0,0.0,21.375,57.0,151.3125,434.5625,24.185324274741227,0.00014741953044054842,43.42629657713215,11.495944141315022,0.352377692644636,0.0
11,8.0,0.0,23.5125,49.625,189.8125,492.6875,23.8845510579093,0.0010806391126074585,43.73581603185137,11.495944141315022,0.352377692644636,39.86162895114167
12,8.0,0.0,25.2375,43.875,222.5,460.8125,23.509113697100606,0.0,43.73356640342044,11.495944141315022,0.5285665389669539,68.14589709531748
13,8.0,0.0,25.7375,42.625,177.625,598.1875,23.656292133648193,0.0502835801400883,42.6562738533933,11.495944141315022,0.5285665389669539,54.10040016793249
14,8.0,0.0,25.7,42.375,129.375,694.625,23.63930864581983,0.05782568991351796,42.27161836403098,11.495944141315022,0.7928498084504316,62.91635993034737
