Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,8.0,0.0,17.991666666666667,67.25,0.0,0.0,22.871061034557112,0.0,51.39196999011555,0.44183453331875017,0,0.0
2,8.0,0.0,16.141666666666666,74.83333333333333,0.0,0.0,22.537021110274345,0.0,52.4492346158652,0.44183453331875017,0,0.0
3,8.0,0.0,16.1,75.75,0.0,0.0,22.274759659222315,0.0,53.227679009847826,0.44183453331875017,0,0.0
4,8.0,0.0,16.1,78.16666666666667,0.0,0.0,22.05031314637434,0.0,53.94695526460676,0.44183453331875017,0,0.0
5,8.0,0.0,16.158333333333335,77.83333333333333,0.0,0.0,21.851670314586773,0.0,54.62228957321003,0.44183453331875017,0,0.0
6,8.0,0.0,16.258333333333336,76.41666666666667,0.0,0.0,21.67701064523228,0.0,55.20529802662808,0.44183453331875017,0,0.0
7,8.0,0.0,16.358333333333334,75.41666666666667,0.0,0.0,21.5178812811646,0.0,55.726217593754455,0.44183453331875017,0,0.0
8,8.0,0.0,16.98333333333333,73.83333333333333,39.0,57.33333333333334,21.421128486828454,0.0,56.044741266382225,0.44183453331875017,0,0.0
9,8.0,0.0,18.916666666666668,66.58333333333333,101.41666666666669,328.3333333333333,21.61359168189918,0.0,55.450207834690296,0.44479226862443766,0,0.5130735553841903
10,8.0,0.0,21.283333333333335,57.33333333333334,149.58333333333337,431.0,22.244493155126516,0.0,53.60713528906495,2.45966728631,0,0.9343427600402049
11,8.0,0.0,23.425,49.91666666666666,188.0,492.58333333333326,23.46221081818711,0.0,49.793311497025144,6.2685000550217485,0,8.241240356972739
12,8.0,0.0,25.175,44.08333333333334,222.41666666666669,459.5,23.887037519814857,0.0,47.33472973991832,8.05950007074225,0,31.538075353215742
