Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,8.0,0.0,17.991666666666667,67.25,0.0,0.0,22.604094276549603,0.0,52.88065521074237,1.7715894155947074,0,0.0
2,8.0,0.0,16.141666666666666,74.83333333333333,0.0,0.0,22.38348905390899,0.0,53.581160213884154,1.7715894155947074,0,0.0
3,8.0,0.0,16.1,75.75,0.0,0.0,22.213384488327996,0.0,54.073986848112575,1.7715894155947074,0,0.0
4,8.0,0.0,16.1,78.16666666666667,0.0,0.0,22.065776722382797,0.0,54.54135310066209,1.7715894155947074,0,0.0
5,8.0,0.0,16.158333333333335,77.83333333333333,0.0,0.0,21.928511486677706,0.0,55.00350327792345,1.7715894155947074,0,0.0
6,8.0,0.0,16.258333333333336,76.41666666666667,0.0,0.0,21.802057471412958,0.0,55.417135223266826,1.7715894155947074,0,0.0
7,8.0,0.0,16.358333333333334,75.41666666666667,0.0,0.0,21.679865076773257,0.0,55.806779192693675,1.7715894155947074,0,0.0
8,8.0,0.0,16.98333333333333,73.83333333333333,39.0,57.33333333333334,21.604479490487922,0.0,56.048353346619805,1.7715894155947074,0,0.0
9,8.0,0.0,18.916666666666668,66.58333333333333,101.41666666666669,328.3333333333333,21.88430744479534,0.0,55.163431783173166,1.7715894155947074,0,0.0
10,8.0,0.0,21.283333333333335,57.33333333333334,149.58333333333337,431.0,22.463490627140263,0.0,53.53763917180183,3.5802958628003134,0,0.42766224119460206
11,8.0,0.0,23.425,49.91666666666666,188.0,492.58333333333326,23.574228206708582,0.0,50.07724844749834,7.160591725600627,0,9.73432151102916
12,8.0,0.0,25.175,44.08333333333334,222.41666666666669,459.5,23.879409239526787,4.495627705766556e-05,48.97791924248645,7.160591725600627,0,18.690028931014268
13,8.0,0.0,25.741666666666664,42.583333333333336,179.91666666666669,591.75,23.900952653222603,0.0,49.11041674719034,9.547455634134169,0,36.94086567607863
14,8.0,0.0,25.7,42.416666666666664,130.58333333333337,694.8333333333335,23.90111272428103,0.0,49.09143422642239,9.547455634134169,0,43.62401986913099
15,8.0,0.0,25.7,42.583333333333336,118.08333333333331,589.1666666666666,23.901011348979207,0.0,48.857280212146925,9.547455634134169,0,43.466989003513994
16,8.0,0.0,25.7,43.58333333333334,69.83333333333333,569.5833333333334,23.900769996929,0.0,48.9950215681403,9.547455634134169,0,43.65768069512926
17,8.0,0.0,25.7,43.41666666666666,35.833333333333336,338.9166666666667,23.90027139496531,0.0,49.24039010182854,9.547455634134169,0,40.22713357625517
18,8.0,0.0,25.525000000000006,44.16666666666666,0.0,0.0,23.898795971278204,0.0,49.16294307766566,7.160591725600627,0,26.482056227375747
19,8.0,0.0,24.933333333333334,46.75,0.0,0.0,23.896890403707193,6.281078892752814e-05,49.134649050454335,4.773727817067084,0,15.512257850224021
20,8.0,0.0,24.133333333333336,48.0,0.0,0.0,23.693296905120597,0.04006192498519484,49.821135521579734,1.7715894155947074,0,0.7053529450419664
21,8.0,0.0,23.33333333333333,49.16666666666666,0.0,0.0,23.360422766352663,0.046097536781643744,50.78996032875761,1.7715894155947074,0,0.5257863292749535
22,8.0,0.0,22.53333333333333,50.58333333333334,0.0,0.0,23.130207853324105,0.02327848186925243,51.44320418428996,1.7715894155947074,0,0.5119066430283625
23,8.0,0.0,21.675,51.58333333333334,0.0,0.0,22.951036902456412,0.01967069258932026,51.91971879591776,1.7715894155947074,0,0.0
24,8.0,0.0,20.833333333333336,53.75,0.0,0.0,22.784517045548995,0.010271688229254446,52.32769928752428,1.7715894155947074,0,0.0
1,2.0,0.0,19.566666666666666,61.41666666666666,0.0,0.0,22.647762117493443,0.000790877907366394,52.67939401168442,2.362119220792943,0,0.0
2,2.0,0.0,17.850000000000005,69.5,0.0,0.0,22.49337831671574,0.0,53.15031391047238,2.362119220792943,0,0.0
3,2.0,0.0,16.10833333333334,76.66666666666667,0.0,0.0,22.292174256822012,0.0,53.75313104882729,2.362119220792943,0,0.0
4,2.0,0.0,14.875,82.91666666666667,0.0,0.0,22.08253819417995,0.0,54.37475988154658,2.362119220792943,0,0.0
5,2.0,0.0,13.975,86.75,0.0,0.0,21.899120394212872,0.0,54.91150278103353,2.362119220792943,0,0.0
