Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1.0,0.0,17.8125,68.125,0.0,0.0,23.878897883850797,0.0,46.71455535440002,7.221186740712256,1.4346182294883691,7.612161072474545
2,1.0,0.0,16.1375,74.75,0.0,0.0,23.858609529012355,0.0,48.2649399127347,6.653837812706058,0.7576474462441808,4.3032788144909
3,1.0,0.0,16.1,75.875,0.0,0.0,23.810534611726876,0.0,49.60108486930144,6.454134094506165,0.5185874549842913,3.574705411701332
4,1.0,0.0,16.1,78.25,0.0,0.0,23.735924353735932,3.0863794608094e-05,51.16813780223163,6.262060282476723,0.5588314850206045,3.0093421557527273
5,1.0,0.0,16.1625,77.75,0.0,0.0,23.65219389870608,0.0,52.67348157876131,6.262249634162497,1.1277103403157882,2.906580151853591
6,1.0,0.0,16.2625,76.375,0.0,0.0,23.596726327520216,0.0,53.64124783474414,6.7587819981850465,3.347414949281476,2.839525911526041
7,1.0,0.0,16.3625,75.375,0.0,0.0,23.574691358784573,0.0,54.29712808607509,7.925315006720344,7.586008684110974,2.9121469160438114
8,1.0,0.0,17.025,73.75,41.0625,64.5,23.667890361188867,0.0,54.47619268304151,9.255650183496238,9.257153295947216,3.6740369612773534
9,1.0,0.0,19.025,66.125,103.875,337.125,23.827782342075693,0.0,53.692448948920045,10.007578449665678,9.555366943908908,8.783718380577966
10,1.0,0.0,21.375,57.0,151.3125,434.5625,23.873359908458276,0.0,52.11900201141104,10.711449072927433,8.946788833585632,13.597627678023882
11,1.0,0.0,23.5125,49.625,189.8125,492.6875,23.879650445011617,0.0,50.196390338108046,11.106050306450852,7.849073504876509,17.259883685621936
12,1.0,0.0,25.2375,43.875,222.5,460.8125,23.879594733023357,0.0,48.61909318416781,11.1104839839357,6.677931195933211,19.71091804937433
13,1.0,0.0,25.7375,42.625,177.625,598.1875,23.87932214493542,0.0,47.229314323293266,10.658572230235517,5.80509305981602,22.495158226080143
14,1.0,0.0,25.7,42.375,129.375,694.625,23.8788684058163,0.0,45.86350146467242,10.426506215931704,5.217305726747774,25.2207818762249
15,1.0,0.0,25.7,42.625,116.9375,586.5625,23.8790760507096,0.0,44.787146486917884,10.085397720482751,4.623538542806603,26.978496289587863
16,1.0,0.0,25.7,43.625,68.0,565.75,23.87943524234381,0.0,44.23785398219916,10.061754326622241,4.595489070018004,28.249214946042773
17,1.0,0.0,25.7,43.375,34.375,326.1875,23.879498391664445,0.0,44.25181758143475,10.612031157045157,5.18344181601472,26.19170728164101
18,1.0,0.0,25.5125,44.25,0.0,0.0,23.87952352865263,0.0,44.96721496265818,11.568174792950595,6.275543686214302,23.14777451085962
19,1.0,0.0,24.9,46.875,0.0,0.0,23.879209166340367,0.0,45.962216340906195,12.26005059944955,7.469025701139366,23.953879065500047
20,1.0,0.0,24.1,48.0,0.0,0.0,23.87894063075454,0.0,46.483329430996285,12.588108494614357,7.749071026249646,22.671135591759892
21,1.0,0.0,23.3,49.25,0.0,0.0,23.878597788570747,0.0,46.35573376981092,12.556117783306567,7.116008969896441,20.883457708605327
22,1.0,0.0,22.500000000000004,50.625,0.0,0.0,23.87870698943308,0.0,46.242536089881206,12.233490525256574,6.219383136898973,18.921063712864594
23,1.0,0.0,21.6375,51.625,0.0,0.0,23.87890253491332,0.0,46.12161303487194,10.653752734328165,4.680156145207352,15.828388756457683
24,1.0,0.0,20.8,53.875,0.0,0.0,23.879115045785444,0.0,46.07437795999424,8.794157171467322,3.02953767954365,12.77076913106487
1,2.0,0.0,19.5,61.875,0.0,0.0,23.87932951237362,0.0,46.64020866174365,7.110243735188974,1.290787397940203,9.500638407217885
2,2.0,0.0,17.775,69.75,0.0,0.0,23.879012804047658,0.0,48.03283872139686,6.586928472774005,0.6774225598594715,6.2038422723674165
