Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,26.836573838419994,,8.824294690243207,0.3739618974988674,0.0,0.0,8.792288733585638,0.0
1,2,1,0,26.12094576568165,,9.207443384078292,0.3478566084521418,0.0,0.0,9.445792864080191,0.0
1,3,1,0,25.99420857629493,,9.301041333336666,0.3409152322051684,0.0,0.0,7.9480905098790755,0.0
1,4,1,0,25.77300553505114,,9.466593845417028,0.3392902498259968,0.0,0.0,7.5247535919978255,0.0
1,5,1,0,25.6575383586884,,9.566598343159976,0.3593156581996053,0.0,0.0,7.349643842724814,0.0
1,6,1,0,25.58824624445096,,9.599584929743491,0.4040956583289193,0.0,0.0,7.322126864087812,0.0
1,7,1,0,25.550441197857275,,9.620283940954812,0.6820561988840016,0.5944919671138703,0.0,6.610267642884035,0.0
1,8,1,0,25.491531064314184,,9.57645000638282,0.8811718498869003,0.0,0.0,7.224981738329318,0.0
1,9,1,0,25.467801195426805,,9.471620673917318,1.1142623797087694,0.0,0.0,7.048968551775303,24.7099
1,10,1,0,18.956585291698453,,14.169339859042967,1.3314870457674828,0.7117499426003886,1.195986508170478,0.210064915785125,94.90690000000001
1,11,1,0,18.57018099343998,,14.411759007153648,1.3582080420174103,0.0,0.0,1.2795444880137006,196.616
1,12,1,0,18.732997032376616,,14.192706232087575,1.046665868807186,0.0,0.0,1.604572224240142,309.833
1,13,1,0,18.804788470936995,,14.090095932590906,1.0448599518103936,0.1832068641334109,0.0,1.8929247804868488,273.77299999999997
1,14,1,0,18.952752424407965,,13.931280641899075,0.8710552457483497,0.0,0.0,2.174898341622182,246.175
1,15,1,0,21.570150062964075,,11.878682501039862,1.045126531962019,0.0,0.0,4.094204546693163,187.194
1,16,1,0,21.446500029065383,,11.97098200364569,0.9722926506275678,0.0,0.0,3.854282867340149,143.369
1,17,1,0,29.10667025951709,,7.627607956322146,0.615202355121538,0.0,0.0,10.435840063285491,118.47399999999999
1,18,1,0,28.946510900138417,,7.612931442414012,0.5344144344103772,0.0,0.0,11.036629584842004,12.3329
1,19,1,0,19.63116516112874,,13.314150120096963,0.4961633909021208,0.0,1.9158639325545992,0.2425850608246993,0.0
1,20,1,0,19.691822357150954,,13.193878718623743,1.0448564610942794,0.1828225622978472,0.0,1.0146365296434938,0.0
1,21,1,0,19.78851733588006,,13.1237339055131,1.016791990113343,0.0,0.0,1.9521889783008723,0.0
1,22,1,0,19.31717348010325,,13.4981586315458,0.911349415570346,0.0,0.0,1.8620751805946747,0.0
1,23,1,0,19.34093203321589,,13.51609701440002,0.7038597213853375,0.0,0.0,2.120507012564225,0.0
1,24,1,0,19.32088385295814,,13.610264284179834,0.4088646431815042,0.0,0.0,2.4769630955238564,0.0
1,1,2,0,19.357146468571763,,13.650757658651758,0.3739618974988674,0.0,0.0,2.711967207300264,0.0
1,2,2,0,19.3701101837252,,13.68402142352668,0.3478566084521418,0.0,0.0,2.804849185228304,0.0
1,3,2,0,19.37848627638109,,13.711852272939492,0.3409152322051684,0.0,0.0,2.8941609816296587,0.0
1,4,2,0,19.38332304205412,,13.766091339148469,0.3392902498259968,0.0,0.0,2.970568599596394,0.0
1,5,2,0,19.38368367597072,,13.731535101424589,0.3593156581996053,0.0,0.0,3.1908554683466046,0.0
1,6,2,0,19.38477855500998,,13.680302305203664,0.4040956583289193,0.0,0.0,3.2197231424577955,0.0
1,7,2,0,19.434249971430265,,13.684142650628242,2.4990806595063937,0.1120137693801967,0.0,3.130851628504092,0.0
1,8,2,0,20.470112351449988,,13.062999472272242,6.445137184508291,0.0,0.0,4.245810242022174,0.0
1,9,2,0,20.52364602443465,,12.958946801585087,0.8373662196736347,0.1092963160084997,0.0,3.8195559678397344,33.8073
1,10,2,0,19.34173792684096,,13.892909254303724,1.0473555401344763,0.0,0.0,2.6737435113257906,74.4043
1,11,2,0,18.84579835542312,,14.281059367990316,1.081316710865533,0.5461688180559097,0.0,2.236808207981455,110.276
1,12,2,0,18.792247359571498,,14.243333251607664,1.046665868807186,0.1834991320083728,0.0,2.4171687692534425,133.232
1,13,2,0,18.8021988924358,,14.184562210958408,1.0448599518103936,0.0,0.0,2.5842562309505737,141.529
1,14,2,0,18.915585786716672,,14.086328614002015,0.8710552457483497,0.0,0.0,2.540000701399115,127.783
1,15,2,0,21.526187831251285,,11.993294632849391,0.7847033884876348,0.0,0.0,4.895019007029823,83.76440000000001
1,16,2,0,21.380700665733347,,12.077183921001389,0.7013267664565084,0.0,0.0,5.192093500687055,86.20469999999999
1,17,2,0,15.126860147687632,,18.07705588010418,0.615202355121538,0.0,2.2001921403254308,0.014785435678661,56.2777
1,18,2,0,15.31822549379342,,17.942258150889174,0.5344144344103772,0.0,0.0,0.5362559382987493,12.5474
1,19,2,0,25.329798755669387,,10.25148212349336,1.1958239857972817,0.0,0.1696190970946638,8.839054582520106,0.0
1,20,2,0,25.8458490100292,,9.889676606163995,1.0448564610942794,0.0,0.0,8.776043082388618,0.0
1,21,2,0,25.8123529001549,,9.987796551922,1.016791990113343,0.0,0.0,6.78105619496818,0.0
1,22,2,0,25.71389310584483,,10.208026846345891,0.911349415570346,0.0,0.0,6.32290643375924,0.0
1,23,2,0,25.6554819987387,,10.244342481683386,0.9800804805108684,0.0,0.0,5.999319445812223,0.0
1,24,2,0,19.23735601673136,,15.436442074569754,0.5448791428333553,0.1826937300849211,1.1866104704107845,0.2080304004912935,0.0
1,1,3,0,19.19026920940369,,15.361651985908836,0.3739618974988674,0.0,0.0,2.006609442462353,0.0
1,2,3,0,19.218236473426444,,15.556456364384209,0.3478566084521418,0.1821575232575462,0.0,2.56686971740439,0.0
1,3,3,0,19.2003119121376,,15.573231617191992,0.3409152322051684,0.3664129151417731,0.0,3.06997112245492,0.0
1,4,3,0,19.24743660957284,,15.84864815991082,0.3392902498259968,0.0,0.0,3.394077963307147,0.0
1,5,3,0,19.25635144751033,,15.888872803168878,0.3593156581996053,0.0,0.0,3.5799601939616696,0.0
1,6,3,0,19.26625543371696,,15.922569599972029,0.4040956583289193,0.0,0.0,3.767648563342804,0.0
1,7,3,0,19.32629445615584,,16.021257656948336,0.8777447305337837,0.4192116900722495,0.0,3.430222821494588,0.0
1,8,3,0,20.40829465119804,,14.936954371244727,0.6220279440428355,0.0,0.0,4.828383026947344,0.0
1,9,3,0,20.434988808903988,,14.939325322095492,0.8373662196736347,0.0,0.0,4.279099581701799,43.0906
1,10,3,0,17.620906020013788,,17.883715126203157,1.0473555401344763,0.0,0.3752933308744642,1.159632465741893,189.695
1,11,3,0,15.36788085913079,,20.689551495420748,1.081316710865533,0.366034244310401,0.7513614507412869,0.0449436214269266,363.115
1,12,3,0,15.32287259450961,,20.786580236557363,1.046665868807186,0.0,0.6364440332688451,0.0,466.892
1,13,3,0,17.45023119463932,,18.25372755838544,1.3094072722458898,0.0,0.1693611095855999,1.0813641595845296,519.875
1,14,3,0,19.809510235793915,,15.778522961454415,0.8710552457483497,0.0,0.0946607588564566,2.338758467547834,525.608
1,15,3,0,17.853198118886343,,17.840489042352186,0.7847033884876348,0.0,1.2034040233821452,0.0067496587992315,455.258
1,16,3,0,15.2970563000861,,21.018315599832835,0.7013267664565084,0.0,2.527495898875624,0.0,370.405
1,17,3,0,15.267804637934724,,21.02209971896826,0.615202355121538,0.0,1.887831104713564,0.0,206.63899999999998
1,18,3,0,15.53020531985641,,20.65740787681532,0.5344144344103772,0.0,1.0287608710216083,0.0,39.7606
1,19,3,0,19.751282886086752,,15.852403390039443,0.4961633909021208,0.0,0.1837221588453472,2.796307102502823,0.0
1,20,3,0,20.048438006065133,,15.536006121878383,0.4736907414635027,0.0,0.0,1.8345693182227725,0.0
1,21,3,0,19.972046210694938,,15.717393987985286,1.016791990113343,0.0,0.0,1.359041043597407,0.0
1,22,3,0,19.9252374989378,,15.889849705147965,0.911349415570346,0.0,0.0,1.3349088591002802,0.0
1,23,3,0,20.45802576110778,,15.641820425134046,0.7038597213853375,0.0,0.0,2.095458313643066,0.0
1,24,3,0,19.894112679219543,,16.354471378213802,0.5448791428333553,0.0,0.0,1.8214615071004856,0.0
1,1,4,0,19.3016802303232,,17.15521791737531,0.4393366948509988,0.0,0.0,1.5197068193688814,0.0
1,2,4,0,19.29669679766237,,17.332120715672584,0.3478566084521418,0.0,0.0,1.7347657940758223,0.0
1,3,4,0,19.258302794596982,,17.738297263745118,0.3409152322051684,0.0,0.0,2.0832388054321163,0.0
1,4,4,0,19.265472958908774,,17.949046379643413,0.3392902498259968,0.0,0.0,1.9196299608883185,0.0
1,5,4,0,19.260043206345543,,18.178115061813106,0.3593156581996053,0.0,0.0,2.19418444458822,0.0
1,6,4,0,19.259740376220314,,18.318192193125125,0.4040956583289193,0.0,0.0,2.244470445408819,0.0
1,7,4,0,19.31131954075612,,18.397357982020388,0.6820561988840016,0.0,0.0,2.492652892523741,0.0
1,8,4,0,20.680965416308563,,16.975157642454377,0.6220279440428355,0.0,0.0,3.740216167817599,0.0
1,9,4,0,20.70529595534888,,17.053734555341148,0.8373662196736347,0.0,0.0,3.0880654392168623,40.3809
1,10,4,0,20.441680341733967,,17.402415558534564,1.0473555401344763,0.0,0.0,2.03350845240229,203.638
1,11,4,0,16.537145746064514,,22.27456447439996,1.081316710865533,0.3668152018589308,1.7415147483039146,0.0124238343872046,365.952
1,12,4,0,15.222297304725537,,24.216567665071526,1.046665868807186,0.3656297170968764,1.9822783932511017,0.0,469.16400000000004
1,13,4,0,15.229712267086716,,24.20527739308214,1.0448599518103936,0.0,1.3228375989153196,0.0,456.93600000000004
1,14,4,0,15.28550181332892,,24.11896753827649,0.8710552457483497,0.0,1.2362965907484589,0.0,418.726
1,15,4,0,15.328327087569743,,24.123066759723088,1.045126531962019,0.0,1.156250032906728,0.0,317.976
1,16,4,0,15.337687459339794,,24.195793110725177,0.9866379319653786,0.0,0.8954095862729764,0.0,165.419
1,17,4,0,15.369033118607144,,24.255393552009306,1.2134455215697586,0.0,1.1308717424731929,0.0,109.20299999999999
1,18,4,0,18.565456043236686,,19.885774845039965,0.907752636599563,0.0,0.1683684562371186,1.7556299181387525,15.0825
1,19,4,0,20.47269565111385,,17.738188128398274,0.9806447657301188,0.0,0.0,2.414156361790052,0.0
1,20,4,0,20.208233738747143,,18.16220567803158,1.0448564610942794,0.1835132594330908,0.0,1.3011330848853948,0.0
1,21,4,0,19.92502616989695,,18.56853719222509,1.016791990113343,0.0,0.0,0.9096751997221189,0.0
1,22,4,0,19.32821484576688,,19.361364122459776,0.911349415570346,0.1834529017509759,0.0,0.5445181195580971,0.0
1,23,4,0,19.309548517162888,,19.54535801580672,0.4276389622598067,0.0,0.0,0.8245959690588079,0.0
1,24,4,0,19.274617673560083,,19.726953470088183,0.5448791428333553,0.0,0.0,0.9367657722092284,0.0
