Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,23.733719146391348,,10.830524051759957,0.6171392735727456,0.0,0.0,7.936518618092139,0.0
1,2,1,0,23.685884047665624,,10.920170113416953,0.6140108477081847,0.0,0.0,8.375596365161929,0.0
1,3,1,0,23.585849131952507,,11.007745744356772,0.6123620929280995,0.7126631699616306,0.0,7.882779783205701,0.0
1,4,1,0,23.533589440688807,,11.067395077227356,0.6157741605874195,0.0,0.0,7.963317377627323,0.0
1,5,1,0,23.47694852672948,,11.09075023139122,0.6348619192597812,0.0,0.0,7.986853814800664,0.0
1,6,1,0,23.486427477262456,,11.0515299682143,0.6752199132838714,0.0,0.0,8.092890184355547,0.0
1,7,1,0,23.45160516450064,,11.247424007767652,1.246111980033751,14.01981768778759,0.0,4.874331236850842,0.0
1,8,1,0,23.589029602046303,,11.000925429478174,1.5281925525720834,0.0,0.0,8.101024797725385,0.0
1,9,1,0,23.901719474676945,,10.466588689413374,1.0657064230565594,0.0,0.0,8.670488369199882,24.7099
1,10,1,0,23.883465897858656,,10.36400092445848,1.2657806693800135,0.0,0.0,8.680559038976542,94.90690000000001
1,11,1,0,22.591560069677115,,11.004770126554234,1.2979494151001374,0.0,0.0,7.039615529751894,196.616
1,12,1,0,22.54702503690155,,10.922214274378398,1.265118361989579,1.445614349287789,0.0,5.874863932590535,309.833
1,13,1,0,20.85367072931088,,12.015612655133172,1.2923719425672702,0.0,0.0,4.172653597233644,273.77299999999997
1,14,1,0,20.81616071711053,,11.989805590723565,1.0977201124730764,0.0,0.0,4.31151960161585,246.175
1,15,1,0,20.83354864514695,,11.934485146794458,1.0158890915440928,0.0,0.0,4.420216674386152,187.194
1,16,1,0,20.93627810057661,,11.78926247955326,0.9369769145796042,0.0,0.0,4.792068444321325,143.369
1,17,1,0,20.98792000312277,,11.75960683544975,0.812078637562102,0.0,0.0,5.37389628125162,118.47399999999999
1,18,1,0,21.046615276760942,,11.758049193502332,1.2839806277834258,0.0,0.0,5.154236464507092,12.3329
1,19,1,0,22.788147311456044,,11.049407546095685,1.909797469142953,2.805832064070409,0.0,5.63197804863863,0.0
1,20,1,0,22.94887353439968,,10.900321835727366,1.9769577765506257,0.0,0.0,6.553310567222738,0.0
1,21,1,0,21.18039529544072,,12.93724632681258,1.8981837301874849,5.009457120969289,0.0,2.659633900113341,0.0
1,22,1,0,21.181667190733847,,12.731215923316476,1.1699314959636986,0.0,0.0,4.920197031418231,0.0
1,23,1,0,21.138553639479,,12.65776371233887,0.6331055428947662,0.7126388726817688,0.0,5.399531638989283,0.0
1,24,1,0,21.130007151356256,,12.532771205422748,0.6237202653010834,0.0,0.0,5.795613943985172,0.0
1,1,2,0,23.28470296677898,,10.93574011649494,0.6171392735727456,0.0,0.0,8.002478982073518,0.0
1,2,2,0,23.198021291003663,,10.933002148904135,0.6140108477081847,0.0,0.0,7.991639374170472,0.0
1,3,2,0,23.227157393318844,,10.81256390186159,0.6123620929280995,0.0,0.0,7.685417225457477,0.0
1,4,2,0,23.22719643550093,,10.735985615895668,0.6157741605874195,0.0,0.0,7.512810639442836,0.0
1,5,2,0,23.21224007015412,,10.73161923425669,0.6348619192597812,0.0,0.0,7.681783287733825,0.0
1,6,2,0,23.26173717313196,,10.673248328161698,0.6752199132838714,0.0,0.0,7.66524644770781,0.0
1,7,2,0,23.256439935262406,,11.389593572296274,0.994588238109053,5.2153668418119725,0.0,5.27266810544174,0.0
1,8,2,0,23.41943567397685,,12.590995050433984,1.5281925525720834,6.573724743742767,0.0,4.659919965532816,0.0
1,9,2,0,23.7582060376286,,12.03390210862527,1.424187189189042,0.0,0.0,7.203283156060928,33.8073
1,10,2,0,23.865173834755545,,11.803594085399553,1.62750077572396,0.0,0.0,7.313374576292605,74.4043
1,11,2,0,22.51775518522426,,12.562443838145658,1.2979494151001374,0.0,0.0,5.789565110384552,110.276
1,12,2,0,22.47108877842712,,12.408460945971152,1.265118361989579,0.0,0.0,6.073380397979397,133.232
1,13,2,0,20.76960346949281,,13.578310489735134,1.2923719425672702,0.7139686207531649,0.0,4.4240681151691055,141.529
1,14,2,0,20.826405701710183,,13.543711977185875,1.0977201124730764,2.142224583939317,0.0,4.1392901365087535,127.783
1,15,2,0,20.75961321954524,,13.60178231190862,1.3678688559899643,0.0,0.0,4.435203781566035,83.76440000000001
1,16,2,0,20.89032281416649,,13.516135767382568,1.6876763153469114,0.0,0.0,5.064486826128943,86.20469999999999
1,17,2,0,20.935933589278573,,13.72941583225497,1.6404424251368528,0.0,0.0,5.5162617780388805,56.2777
