Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW)
1,1,1,0,22.49781747291681,,13.070673983482536,0.7839661351795877,0.0,0.0,6.940237793419882,0.0
1,2,1,0,22.549150061979336,,13.037170361692198,0.7589634816781922,0.0,0.0,7.25036216548196,0.0
1,3,1,0,22.587555122983467,,12.99358830558596,0.6889277291991222,0.0,0.0,7.079195386007577,0.0
1,4,1,0,22.62535345140697,,12.943713143167544,0.6869371272437353,0.6805720326349369,0.0,7.195735286332125,0.0
1,5,1,0,22.651770187091547,,12.892920058940812,0.6844185964253953,0.6812720761652097,0.0,7.2308205983013725,0.0
1,6,1,0,22.729723066192864,,13.257661953000378,1.1223748067635608,3.3663273878774564,0.0,5.958086565920316,0.0
1,7,1,0,22.859969721530465,,13.346439130882493,1.1022363393635015,0.0,0.0,6.988254093009405,0.0
1,8,1,0,22.93421331871338,,13.36622008911548,1.164806148610605,0.0,0.0,7.249067349522927,0.0
1,9,1,0,22.95375949184215,,13.2162509058729,0.8945396279982676,0.6810966146201881,0.0,7.435155745219425,24.7099
1,10,1,0,22.968977626041813,,13.097567417195748,0.8933964877005958,0.0,0.0,7.36138114524467,94.90690000000001
1,11,1,0,22.927912400019544,,12.969846174572933,0.6889494666377457,0.0,0.0,7.098359381126035,196.616
1,12,1,0,23.041482727794097,,12.784276059757763,0.8959653999700732,0.6799613787272063,0.0,5.608890946786588,309.833
1,13,1,0,22.84362533109088,,12.849469373808494,0.6924027416855659,2.044143873161012,0.0,5.666437156856816,273.77299999999997
1,14,1,0,22.73644446934308,,12.847908934177926,0.7234619402580493,0.0,0.0,5.394800204911488,246.175
1,15,1,0,22.733618640843066,,12.799136877323454,0.898836778410077,0.0,0.0,5.0139104017393885,187.194
1,16,1,0,22.73634622512784,,12.6830696599899,0.6927878196134691,0.0,0.0,5.245769364388558,143.369
1,17,1,0,22.74194389744405,,12.95465034341112,1.2235513874832216,0.0,0.0,4.519536742923355,118.47399999999999
1,18,1,0,22.75015252647477,,13.211527423643329,1.2924665957020336,5.4617274744843485,0.0,3.608223075026117,12.3329
1,19,1,0,22.75636695284232,,13.161727429172895,1.3673862053765773,0.4201849380785436,0.0,5.708580622824861,0.0
1,20,1,0,22.70505469927933,,13.160476786831714,1.3629487649700749,0.6817838542704308,0.0,5.372009144816284,0.0
1,21,1,0,22.70909597875297,,13.065702843749852,1.3136124009471168,0.0,0.0,5.80664036835712,0.0
1,22,1,0,22.766272013530266,,12.970784615741358,0.9720044087423548,0.0,0.0,5.928457693655875,0.0
1,23,1,0,22.82533114234944,,12.870159529525058,0.7050947718350697,0.0,0.0,6.478902798834486,0.0
1,24,1,0,22.89123285121569,,12.711748785778315,0.7275425202266259,0.6804452235077452,0.0,6.235430232324765,0.0
1,1,2,0,22.844397723011404,,12.647549394139958,0.6931728975413725,0.0,0.0,6.287844927245518,0.0
1,2,2,0,22.841270510493903,,12.537151763117684,0.6906543667230324,0.0,0.0,6.266084764400646,0.0
1,3,2,0,22.84213939655696,,12.421243777679884,0.6889277291991222,0.0,0.0,6.2909000472398,0.0
1,4,2,0,22.84506357944912,,12.333172566434133,0.6869371272437353,0.0,0.0,6.331727686791371,0.0
1,5,2,0,22.848601910881023,,12.31135782741749,0.7422171250603959,0.0,0.0,6.571208945262515,0.0
1,6,2,0,22.90629011070253,,12.206740700009076,0.6852104897198253,0.0,0.0,6.6995323408505545,0.0
1,7,2,0,23.02173773113216,,12.318781358188186,0.9649947315049952,4.27870755919177,0.0,5.446836127587725,0.0
1,8,2,0,23.08348701016449,,12.382509886842882,1.0740885485709248,2.0463857703002057,0.0,6.585287061567746,0.0
1,9,2,0,23.09109729910107,,12.303644254991973,0.8945396279982676,0.0,0.0,6.218981208236097,33.8073
1,10,2,0,23.092212769480795,,12.237646833609752,0.8933964877005958,0.0,0.0,6.296613160535622,74.4043
1,11,2,0,23.03696547870053,,12.205154926638004,0.8901721712196379,0.0,0.0,5.804869309864213,110.276
1,12,2,0,23.14927478780244,,12.16332487540696,5.393753235546572,0.2473281052739098,0.0,5.5313191320381865,133.232
1,13,2,0,22.93497740053912,,12.268995549013354,0.9053630406658658,0.6939158721561661,0.0,5.874261284199459,141.529
1,14,2,0,22.817637762711367,,12.25371415362117,0.935903849833762,0.2253778638085003,0.0,5.001450868852827,127.783
1,15,2,0,22.817226203367248,,12.28005019994673,1.1034230641142513,0.0336655888904014,0.0,4.995937414840439,83.76440000000001
1,16,2,0,22.82008753516779,,12.610917238586214,1.4168245118187572,2.7282747199350115,0.0,5.005073944546843,86.20469999999999
1,17,2,0,22.823650935218275,,12.640378011333269,1.1867841916723307,0.0,0.0,5.573404821480962,56.2777
1,18,2,0,22.82575283540565,,12.814761776319829,1.2924665957020336,1.363731216493488,0.0,5.577155107082141,12.5474
1,19,2,0,22.831144286290044,,13.236203296395333,2.3462930879031787,0.2176010584695328,0.0,5.041568644899878,0.0
1,20,2,0,22.781611895492325,,13.799530524551724,8.791891613303688,4.2632046125699805,0.0,4.084742370034849,0.0
