outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
-3.3,74.36,0.0,0.0,-3.450071,-1.425154,-2.3753197,56.23779,45.33695,44.002903,0.0,256.9094,0.0,0.0,97.49882,0.0
-3.3,66.705,0.0,0.0,-4.014766,-1.3486603,-2.2164485,54.02829,47.474216,44.548008,0.0,245.21806,0.0,0.0,66.69932,0.0
-3.3,62.63,0.0,0.0,-4.0060835,-0.8298476,-2.1773758,54.06776,45.835026,44.68207,36.17733,200.88432,0.0,21.805513,33.39886,0.0
-3.3,62.63,0.0,0.0,-3.489431,-1.0104334,-2.5524387,53.86604,45.18686,45.53122,103.34248,148.16951,0.0,35.43171,40.18977,0.0
-3.3,59.73,0.0,0.0,-3.1167948,0.39694455,-1.3755767,52.956333,48.27022,53.509678,196.45418,70.59159,0.0,84.267166,278.24423,0.0
-3.3,59.73,0.0,0.0,-1.9926974,-1.7341777,-3.5171385,45.19019,48.28378,45.509758,231.70703,15.695082,0.0,228.7802,62.304718,0.0
-3.3,56.95,0.0,0.0,-1.3629848,-2.2698004,-3.3834314,45.480934,50.724777,47.87952,257.72528,0.0,0.0,97.808464,0.0,0.0
-3.9,54.55,0.0,0.0,-0.8790937,-0.6213697,-1.2059216,49.29099,50.181976,56.344387,254.60222,0.0,0.0,69.2518,0.0,0.0
-3.9,54.55,36.5,22.0,-0.71286786,-1.9445469,-2.2079053,46.22113,49.628525,51.05412,202.57654,0.0,34.645588,33.680206,0.0,268.98447
-3.3,54.73,105.0,36.0,-0.33611804,-1.1282557,-0.5125312,47.68606,50.737442,55.02905,156.3645,0.0,75.613266,42.41259,0.0,97.372475
-3.3,52.16,193.5,83.0,0.2924068,-1.0664519,0.71583056,47.98136,50.968494,49.19953,70.16916,0.0,146.5121,276.57916,0.0,0.0
-1.7,46.32,237.5,234.5,-0.83622605,-1.1284899,0.5869827,51.875763,50.73657,50.762566,16.86269,0.0,175.15587,66.939766,0.0,0.5439623
-1.1,46.5,263.5,100.0,-1.8251075,-1.9710661,-1.1629835,52.49692,45.35417,42.960476,0.0,0.0,163.38972,0.0,0.0,0.9582975
-1.1,48.4,250.0,68.0,-1.0228035,-1.5327411,0.347384,48.711357,46.91596,50.373707,0.0,0.0,160.01422,0.0,0.0,0.5128661
-0.6,46.66,204.5,34.0,-1.6507983,-1.5933964,0.22140743,50.787384,46.699837,49.915432,0.0,0.0,106.21386,0.0,0.0,0.0
-0.6,46.66,153.0,41.5,-1.7806534,-1.8747488,-1.7629399,48.273354,47.94671,52.77787,0.0,0.0,101.690575,0.0,0.0,2.4327888
0.0,46.84,68.5,270.0,-1.7757006,-2.3640177,-2.0406523,48.29341,49.793736,67.812546,0.0,0.0,42.402344,0.0,0.0,96.989265
-1.1,50.76,16.5,65.5,-1.8068141,-2.4314306,-2.1806633,48.167404,49.532227,81.87716,0.0,0.0,17.841312,0.0,0.0,37.12922
-1.7,53.05,0.0,0.0,-1.9772953,-2.8008065,-3.197829,45.24964,50.05459,73.89874,0.0,0.0,0.0,0.0,0.0,0.0
-1.1,48.4,0.0,0.0,-1.7075863,-2.2164369,-2.2341383,46.290718,52.413647,79.07453,0.0,0.0,0.0,0.0,0.0,0.0
-1.7,50.58,0.0,0.0,-1.8372029,-1.997273,-2.817413,45.790398,51.8369,72.07569,0.0,35.17678,0.0,0.0,273.10864,0.0
-1.7,48.6,0.0,0.0,-1.6902217,-1.6788135,-2.7559972,48.639603,50.662434,74.692665,0.0,69.613266,0.0,0.0,89.64586,0.0
-1.7,48.6,0.0,0.0,-2.274825,-0.76212114,-3.1367133,50.115547,44.27093,76.01554,0.0,131.83514,0.0,0.0,0.0,0.0
-1.7,48.6,0.0,0.0,-2.497597,-1.2447933,-4.639186,49.179348,44.345688,66.98357,0.0,153.01448,0.0,0.0,0.47520027,0.0
-1.7,46.32,0.0,0.0,-1.9719983,-0.10599633,-2.8739924,53.477127,46.533554,83.680565,0.0,176.97905,0.0,0.0,1.0380002,0.0
