neighborhood,bldg_id,roof_area
tx_travis,427553,255.93260925576894
tx_travis,144377,156.63408802027698
tx_travis,401146,235.3666019529799
tx_travis,511802,235.36660195297992
tx_travis,24194,45.96192469734949
tx_travis,358693,175.53819827914327
tx_travis,29507,226.01841387894368
tx_travis,101010,156.63408802027698
tx_travis,192120,87.76909913957142
tx_travis,330868,171.43538240220386
tx_travis,152107,126.71988278139312
tx_travis,179351,126.71988278139312
tx_travis,100862,285.8468129046808
tx_travis,544958,126.71988278139312
tx_travis,88708,226.0184138789437
tx_travis,360518,235.36660195297992
tx_travis,417681,34.068952092046615
tx_travis,85416,214.09165178990432
tx_travis,192324,180.05259388827236
tx_travis,230338,201.34958423912275
tx_travis,308260,175.53819827914327
tx_travis,250779,235.36660195297992
tx_travis,208830,255.93260925576897
tx_travis,474593,142.92340877639117
tx_travis,410766,126.71988278139312
tx_travis,234676,126.71988278139312
tx_travis,437736,156.63408802027698
tx_travis,370815,235.3666019529799
tx_travis,6887,201.34958423912275
tx_travis,30223,285.8468129046808
tx_travis,512011,175.53819827914327
tx_travis,182813,127.96630785793164
tx_travis,50072,126.71988278139312
tx_travis,211386,226.01841387894368
tx_travis,191067,91.92384939469892
tx_travis,315536,121.83805123161768
tx_travis,45446,226.01841387894368
tx_travis,134795,102.72620005803094
tx_travis,347729,156.63408802027698
tx_travis,284775,91.92384939469892
tx_travis,374138,402.6991605679938
tx_travis,120089,336.43089587067084
tx_travis,45501,87.76909913957142
tx_travis,400743,126.71988278139312
tx_travis,195008,235.3666019529799
tx_travis,85296,205.45240500449012
tx_travis,542954,126.71988278139312
tx_travis,458271,235.36660195297992
tx_travis,207738,336.4308958706709
tx_travis,293830,113.00920693947204
tx_travis,465443,285.8468129046808
tx_travis,278674,336.4308958706709
tx_travis,168742,226.01841387894368
tx_travis,455393,142.92340877639117
tx_travis,193057,205.45240500449012
tx_travis,328655,226.01841387894368
tx_travis,219891,201.34958423912275
tx_travis,99336,336.43089587067084
tx_travis,479537,235.36660195297992
tx_travis,182758,226.0184138789437
tx_travis,542359,425.55029488144964
tx_travis,371906,116.83058590000026
tx_travis,363494,91.92384939469892
tx_travis,27020,235.36660195297992
tx_travis,331893,126.71988278139312
tx_travis,437061,175.53819827914327
tx_travis,290324,91.92384939469892
tx_travis,75148,156.63408802027698
tx_travis,78478,126.71988278139312
tx_travis,327174,63.35994139069634
tx_travis,492646,171.43538240220386
tx_travis,538446,175.53819827914327
tx_travis,171887,285.8468129046808
tx_travis,34239,126.71988278139312
tx_travis,318269,285.8468129046808
tx_travis,218727,116.83058590000027
tx_travis,61010,153.25835003602134
tx_travis,343509,126.71988278139312
tx_travis,252982,226.0184138789437
tx_travis,217777,45.96192469734949
tx_travis,96102,470.4215976368281
tx_travis,385375,285.8468129046808
tx_travis,253509,153.2583500360213
tx_travis,175576,201.34958423912275
tx_travis,475756,126.71988278139312
tx_travis,174481,91.92384939469892
tx_travis,317203,235.36660195297992
tx_travis,401821,235.3666019529799
tx_travis,511164,201.34958423912275
tx_travis,223548,470.42159763682815
tx_travis,319165,285.8468129046808
tx_travis,378943,91.92384939469892
tx_travis,428320,226.0184138789437
tx_travis,127757,171.43538240220386
tx_travis,3615,126.71988278139312
tx_travis,130161,126.71988278139312
tx_travis,196943,402.69916056799383
tx_travis,18098,175.53819827914327
tx_travis,50023,87.76909913957142
tx_travis,336393,342.8707648044091
