electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_battery_capacity_khw,current_soc,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_8,80,61.77,9.0,85.0,,
1,Electric_Vehicle_8,80,34.34,8.0,85.0,,
1,Electric_Vehicle_8,80,52.51,7.0,85.0,,
1,Electric_Vehicle_8,80,52.05,6.0,85.0,,
1,Electric_Vehicle_8,80,30.51,5.0,85.0,,
1,Electric_Vehicle_8,80,45.56,4.0,85.0,,
1,Electric_Vehicle_8,80,35.09,3.0,85.0,,
1,Electric_Vehicle_8,80,33.99,2.0,85.0,,
1,Electric_Vehicle_8,80,41.65,1.0,85.0,,
1,Electric_Vehicle_8,80,59.41,0.0,85.0,,
3,,,,,,,
2,Electric_Vehicle_8,80,61.6,,,0.0,77.0
1,Electric_Vehicle_8,80,23.81,20.0,85.0,,
1,Electric_Vehicle_8,80,20.26,19.0,85.0,,
1,Electric_Vehicle_8,80,36.39,18.0,85.0,,
1,Electric_Vehicle_8,80,34.8,17.0,85.0,,
1,Electric_Vehicle_8,80,52.64,16.0,85.0,,
1,Electric_Vehicle_8,80,51.02,15.0,85.0,,
1,Electric_Vehicle_8,80,45.07,14.0,85.0,,
1,Electric_Vehicle_8,80,58.66,13.0,85.0,,
1,Electric_Vehicle_8,80,20.32,12.0,85.0,,
1,Electric_Vehicle_8,80,51.14,11.0,85.0,,
1,Electric_Vehicle_8,80,42.13,10.0,85.0,,
1,Electric_Vehicle_8,80,57.89,9.0,85.0,,
1,Electric_Vehicle_8,80,26.54,8.0,85.0,,
1,Electric_Vehicle_8,80,16.78,7.0,85.0,,
1,Electric_Vehicle_8,80,17.53,6.0,85.0,,
1,Electric_Vehicle_8,80,31.17,5.0,85.0,,
1,Electric_Vehicle_8,80,37.72,4.0,85.0,,
1,Electric_Vehicle_8,80,51.94,3.0,85.0,,
1,Electric_Vehicle_8,80,19.55,2.0,85.0,,
1,Electric_Vehicle_8,80,56.05,1.0,85.0,,
1,Electric_Vehicle_8,80,56.13,0.0,85.0,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_8,80,65.6,,,0.0,82.0
1,Electric_Vehicle_8,80,34.16,19.0,85.0,,
1,Electric_Vehicle_8,80,50.27,18.0,85.0,,
1,Electric_Vehicle_8,80,19.95,17.0,85.0,,
1,Electric_Vehicle_8,80,35.07,16.0,85.0,,
1,Electric_Vehicle_8,80,32.24,15.0,85.0,,
1,Electric_Vehicle_8,80,46.63,14.0,85.0,,
1,Electric_Vehicle_8,80,32.96,13.0,85.0,,
1,Electric_Vehicle_8,80,38.61,12.0,85.0,,
1,Electric_Vehicle_8,80,26.22,11.0,85.0,,
1,Electric_Vehicle_8,80,50.52,10.0,85.0,,
1,Electric_Vehicle_8,80,23.85,9.0,85.0,,
1,Electric_Vehicle_8,80,44.62,8.0,85.0,,
1,Electric_Vehicle_8,80,54.83,7.0,85.0,,
1,Electric_Vehicle_8,80,22.98,6.0,85.0,,
1,Electric_Vehicle_8,80,34.45,5.0,85.0,,
1,Electric_Vehicle_8,80,44.75,4.0,85.0,,
1,Electric_Vehicle_8,80,19.48,3.0,85.0,,
1,Electric_Vehicle_8,80,24.43,2.0,85.0,,
1,Electric_Vehicle_8,80,16.34,1.0,85.0,,
1,Electric_Vehicle_8,80,53.57,0.0,85.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_8,80,61.6,,,0.0,77.0
1,Electric_Vehicle_8,80,56.41,14.0,80.0,,
1,Electric_Vehicle_8,80,48.65,13.0,80.0,,
1,Electric_Vehicle_8,80,21.56,12.0,80.0,,
1,Electric_Vehicle_8,80,56.76,11.0,80.0,,
1,Electric_Vehicle_8,80,48.96,10.0,80.0,,
1,Electric_Vehicle_8,80,37.14,9.0,80.0,,
1,Electric_Vehicle_8,80,27.72,8.0,80.0,,
1,Electric_Vehicle_8,80,44.2,7.0,80.0,,
1,Electric_Vehicle_8,80,54.44,6.0,80.0,,
1,Electric_Vehicle_8,80,33.46,5.0,80.0,,
1,Electric_Vehicle_8,80,38.1,4.0,80.0,,
1,Electric_Vehicle_8,80,45.99,3.0,80.0,,
1,Electric_Vehicle_8,80,51.82,2.0,80.0,,
1,Electric_Vehicle_8,80,51.34,1.0,80.0,,
1,Electric_Vehicle_8,80,41.39,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_8,80,56.8,,,0.0,71.0
1,Electric_Vehicle_8,80,47.76,13.0,80.0,,
1,Electric_Vehicle_8,80,19.18,12.0,80.0,,
1,Electric_Vehicle_8,80,42.78,11.0,80.0,,
1,Electric_Vehicle_8,80,56.29,10.0,80.0,,
1,Electric_Vehicle_8,80,27.68,9.0,80.0,,
1,Electric_Vehicle_8,80,48.87,8.0,80.0,,
1,Electric_Vehicle_8,80,16.94,7.0,80.0,,
1,Electric_Vehicle_8,80,19.62,6.0,80.0,,
1,Electric_Vehicle_8,80,20.42,5.0,80.0,,
1,Electric_Vehicle_8,80,50.57,4.0,80.0,,
1,Electric_Vehicle_8,80,44.48,3.0,80.0,,
1,Electric_Vehicle_8,80,21.2,2.0,80.0,,
1,Electric_Vehicle_8,80,43.44,1.0,80.0,,
1,Electric_Vehicle_8,80,17.78,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_8,80,34.69,,,1.0,42.0
2,Electric_Vehicle_8,80,33.6,,,0.0,42.0
1,Electric_Vehicle_8,80,42.39,14.0,90.0,,
1,Electric_Vehicle_8,80,37.76,13.0,90.0,,
1,Electric_Vehicle_8,80,26.9,12.0,90.0,,
1,Electric_Vehicle_8,80,43.5,11.0,90.0,,
1,Electric_Vehicle_8,80,46.35,10.0,90.0,,
1,Electric_Vehicle_8,80,61.23,9.0,90.0,,
1,Electric_Vehicle_8,80,45.51,8.0,90.0,,
1,Electric_Vehicle_8,80,31.67,7.0,90.0,,
1,Electric_Vehicle_8,80,53.11,6.0,90.0,,
1,Electric_Vehicle_8,80,49.08,5.0,90.0,,
1,Electric_Vehicle_8,80,43.75,4.0,90.0,,
1,Electric_Vehicle_8,80,63.13,3.0,90.0,,
1,Electric_Vehicle_8,80,63.56,2.0,90.0,,
1,Electric_Vehicle_8,80,24.24,1.0,90.0,,
1,Electric_Vehicle_8,80,50.94,0.0,90.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_8,80,52.43,,,1.0,56.0
2,Electric_Vehicle_8,80,44.8,,,0.0,56.0
1,Electric_Vehicle_8,80,30.54,14.0,90.0,,
1,Electric_Vehicle_8,80,21.84,13.0,90.0,,
1,Electric_Vehicle_8,80,19.32,12.0,90.0,,
1,Electric_Vehicle_8,80,30.01,11.0,90.0,,
1,Electric_Vehicle_8,80,48.9,10.0,90.0,,
1,Electric_Vehicle_8,80,45.84,9.0,90.0,,
1,Electric_Vehicle_8,80,20.61,8.0,90.0,,
