electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_battery_capacity_khw,current_soc,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_7,60,40.89,12.0,87.0,,
1,Electric_Vehicle_7,60,16.63,11.0,87.0,,
1,Electric_Vehicle_7,60,22.99,10.0,87.0,,
1,Electric_Vehicle_7,60,40.66,9.0,87.0,,
1,Electric_Vehicle_7,60,12.61,8.0,87.0,,
1,Electric_Vehicle_7,60,44.89,7.0,87.0,,
1,Electric_Vehicle_7,60,14.17,6.0,87.0,,
1,Electric_Vehicle_7,60,36.72,5.0,87.0,,
1,Electric_Vehicle_7,60,19.99,4.0,87.0,,
1,Electric_Vehicle_7,60,12.25,3.0,87.0,,
1,Electric_Vehicle_7,60,39.51,2.0,87.0,,
1,Electric_Vehicle_7,60,43.7,1.0,87.0,,
1,Electric_Vehicle_7,60,37.83,0.0,87.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_7,60,45.6,,,0.0,76.0
1,Electric_Vehicle_7,60,30.7,19.0,88.0,,
1,Electric_Vehicle_7,60,30.41,18.0,88.0,,
1,Electric_Vehicle_7,60,41.33,17.0,88.0,,
1,Electric_Vehicle_7,60,40.97,16.0,88.0,,
1,Electric_Vehicle_7,60,36.34,15.0,88.0,,
1,Electric_Vehicle_7,60,24.87,14.0,88.0,,
1,Electric_Vehicle_7,60,42.88,13.0,88.0,,
1,Electric_Vehicle_7,60,32.77,12.0,88.0,,
1,Electric_Vehicle_7,60,43.38,11.0,88.0,,
1,Electric_Vehicle_7,60,35.82,10.0,88.0,,
1,Electric_Vehicle_7,60,20.87,9.0,88.0,,
1,Electric_Vehicle_7,60,30.28,8.0,88.0,,
1,Electric_Vehicle_7,60,25.62,7.0,88.0,,
1,Electric_Vehicle_7,60,27.45,6.0,88.0,,
1,Electric_Vehicle_7,60,44.8,5.0,88.0,,
1,Electric_Vehicle_7,60,40.77,4.0,88.0,,
